Author;Author_Std
Bryan Caplan;bryan caplan
Rozsondai Marianne;rozsondai marianne
Utasi Ágnes;utasi agnes
Emma Lire;emma lire
John Komlos;john komlos
Charlotte Browne;charlotte browne
Dorothy L. Sayers;dorothy l sayers
Alexander Batthyány;alexander batthyany
Majtényi László;majtenyi laszlo
Kestutis Navakas;kestutis navakas
Gretchen Mcneil;gretchen mcneil
Masha Gessen;masha gessen
Kormos H. Barbara;kormos h barbara
Frank Mcdonough;frank mcdonough
Wéber Attila;weber attila
Thore D. Hansen;thore d hansen
Lazy Sheep;lazy sheep
Gyimesi Júlia;gyimesi julia
Kállay Eszter;kallay eszter
Joseph Staten;joseph staten
Hesp József;hesp jozsef
Alan K. Rode;alan k rode
Koronkai Zoltán SJ;koronkai zoltan sj
Goodwill Barbara;goodwill barbara
Elena K. Arnold;elena k arnold
Béres József;beres jozsef
Matt Zandstra;matt zandstra
Karmazin György;karmazin gyorgy
Paulus Orosius;paulus orosius
Homicskó Árpád Olivér;homicsko arpad oliver
Bertrand Mathieu;bertrand mathieu
Popély Gyula;popely gyula
IGC;igc
Hans Heinrich Eggebrecht;hans heinrich eggebrecht
Tera Lynn Childs;tera lynn childs
Petőcz András;petocz andras
Gelei Andrea;gelei andrea
P. Szabó József;p szabo jozsef
Khalil Gibran;khalil gibran
Tóth Emese;toth emese
Laurel Braitman;laurel braitman
Németh Zsolt;nemeth zsolt
M Hughes;m hughes
Christiane Wergowski;christiane wergowski
Nicolas Bouvier;nicolas bouvier
Gazsó L. Ferenc;gazso l ferenc
Richard Cavendish;richard cavendish
Eva Wong;eva wong
Alois M. Haas;alois m haas
Ámon Mária-Tőzsér János;amon mariatozser janos
Allen Newman;allen newman
Németh Zoltán;nemeth zoltan
P Caldwell;p caldwell
Gerstmann B.;gerstmann b
Szirtes Gy.;szirtes gy
Richard Shusterman;richard shusterman
Elena Garcia Aubert;elena garcia aubert
Kustár Zoltán;kustar zoltan
Alain Vircondelet;alain vircondelet
Philippe Boulanger;philippe boulanger
Mauro Boselli;mauro boselli
Valerie Tasso;valerie tasso
Raffay Endre;raffay endre
Lene Moller Jorgensen;lene moller jorgensen
James Surowiecki;james surowiecki
Walter M. Weiss;walter m weiss
Karádi I. Dr.;karadi i dr
Végvári Valéria;vegvari valeria
M.C. Escher;mc escher
Edmondo de Amicis;edmondo de amicis
Volkmar Braunbehrens;volkmar braunbehrens
Barta Jánosné;barta janosne
Hajnal István;hajnal istvan
Ligeti Lajos;ligeti lajos
Erdőfyné Rieder Edina;erdofyne rieder edina
Riviére Francois-Solidor;riviere francoissolidor
Kristó László;kristo laszlo
Jules McAllister;jules mcallister
Dorothy Koomson;dorothy koomson
Philippe Capelle;philippe capelle
Stephen Allen;stephen allen
Scyta Pap Miklós;scyta pap miklos
Gaálné Póda Bernadette;gaalne poda bernadette
Bernard Lievegoed;bernard lievegoed
Mareike Ahlborn;mareike ahlborn
Michael Molloy;michael molloy
Emmi Itaranta;emmi itaranta
Anthony Bruno;anthony bruno
Maria-Regina Altmeyer;mariaregina altmeyer
Lee Patrick;lee patrick
Csuti-Mátyás Zsófia;csutimatyas zsofia
Bors Anikó;bors aniko
Babits Péter;babits peter
Sandro Palazzo;sandro palazzo
Csapó János;csapo janos
Dr. Nagy Tibor;dr nagy tibor
Tarja Kauppinen;tarja kauppinen
Kovácsy Béla;kovacsy bela
Steinbach Annamária;steinbach annamaria
Gömbös Gyula;gombos gyula
Susanna Tamaro;susanna tamaro
Lázár Balázs;lazar balazs
A. M. Howell;a m howell
Simon Erika;simon erika
David Shambaugh;david shambaugh
Thomas Müller;thomas muller
Vályi Bence;valyi bence
Sebastian Rosato;sebastian rosato
Billy Moore;billy moore
Helmut Schelsky;helmut schelsky
Mark Simmonds;mark simmonds
Debra Soh;debra soh
S. J. Kincaid;s j kincaid
Pintér Sándor;pinter sandor
Siri Kolu;siri kolu
Robbie Thompson;robbie thompson
Földes Petra;foldes petra
Fehér Gábor;feher gabor
Yuu Tanaka;yuu tanaka
Manuela Ruther;manuela ruther
Horváth Gábor;horvath gabor
Giorgio Parisi;giorgio parisi
Nicola Davies;nicola davies
Ron Bates;ron bates
Barbara Taylor;barbara taylor
Szentirmai Róbert;szentirmai robert
Ladik Katalin;ladik katalin
Mezőgazdasági Szaktudás Kiadó;mezogazdasagi szaktudas kiado
Bodnár I.- Magyary Gy;bodnar i magyary gy
Jennifer Mathieu;jennifer mathieu
Koronczay Lilla;koronczay lilla
Forgács D. Péter;forgacs d peter
Mészáros Bori;meszaros bori
André Marx;andre marx
Anne Rooney;anne rooney
Papp Kornélia;papp kornelia
Tim Bean;tim bean
Andrásfalvy Bertalan;andrasfalvy bertalan
Heidl György;heidl gyorgy
Virányi Péter;viranyi peter
Dr. Borszéki Béla György;dr borszeki bela gyorgy
Carla Manea;carla manea
Király Hajnal;kiraly hajnal
Gary Thomas;gary thomas
Debra Mullins;debra mullins
Török László;torok laszlo
Rajna Péter;rajna peter
Teller Ede;teller ede
Molnár Roland;molnar roland
Steven Tyler;steven tyler
Sally Gardner;sally gardner
Ali Sparkes;ali sparkes
Fekete Károly;fekete karoly
Bráz Béla;braz bela
Marco Bettner;marco bettner
Steven Barnes;steven barnes
Romano Guardini;romano guardini
Lánczi András;lanczi andras
Rosenthal Emília;rosenthal emilia
Michael Ledwidge;michael ledwidge
Iain Matthew;iain matthew
Bill Lawren;bill lawren
José Argüelles;jose arguelles
Urbán László;urban laszlo
Foghtűy Krisztina;foghtuy krisztina
Steven D. Levitt;steven d levitt
Gundel Takács Gábor;gundel takacs gabor
Oliver Hilf;oliver hilf
Weir Stephen;weir stephen
Lin Yutang;lin yutang
"Hershner, Judy A.; Shryer, Donna";hershner judy a shryer donna
Mánfai Zita;manfai zita
Paksa Katalin;paksa katalin
Dr. Uhereczky Gábor;dr uhereczky gabor
Wei-Meng Lee;weimeng lee
Jason Lutes;jason lutes
Brian M. Carney;brian m carney
Elizabeth Kostova;elizabeth kostova
Marc Dubin;marc dubin
Mayer Dömötör;mayer domotor
Dr. Bernáthné Nagy Ágnes;dr bernathne nagy agnes
Cserhalmi Marcell;cserhalmi marcell
Pálfay Adrienn;palfay adrienn
Hafenscher Károly;hafenscher karoly
Galamb Gábor;galamb gabor
Helen Douglas-Cooper;helen douglascooper
Hargitai Ildikó;hargitai ildiko
Mannheim Gerda;mannheim gerda
Marilynne Robinson;marilynne robinson
Imke Rudel;imke rudel
Sabine von der Decken;sabine von der decken
Mike Michalowicz;mike michalowicz
Korányi G. Tamás;koranyi g tamas
Szentesi Zöldi László;szentesi zoldi laszlo
David Pawson;david pawson
Tisóczki Aliz;tisoczki aliz
Mary Burton;mary burton
Francesco Fioretti;francesco fioretti
Cornelius Ryan;cornelius ryan
Anatole France;anatole france
Naomi Levy;naomi levy
Rahaman Ali;rahaman ali
Abbie Greaves;abbie greaves
Éline Landon;eline landon
Dr. Baktay Ervin;dr baktay ervin
Kádár Tímea;kadar timea
Matthew Longo;matthew longo
Deák Dániel;deak daniel
John Kehoe;john kehoe
Dr. Szitó Imre;dr szito imre
Phil Hine;phil hine
Micski Marianna;micski marianna
Jennifer Laam;jennifer laam
Matthew Quick;matthew quick
Gali Máté;gali mate
Sajó Dávid;sajo david
Palugyai István;palugyai istvan
Halász Emese;halasz emese
Jane Riordan;jane riordan
Davinia Tomlinson;davinia tomlinson
Glen Cook;glen cook
R. L. Stine;r l stine
Gustaf Skördeman;gustaf skordeman
Madar Emőke;madar emoke
Olivia Brice;olivia brice
Fecske Gábor László;fecske gabor laszlo
Eric Fouassier;eric fouassier
Hauke Kock;hauke kock
Titus Livius;titus livius
Sárosi Bálint;sarosi balint
Malcolm J. Hunt;malcolm j hunt
Bárth Dániel;barth daniel
Sándor András;sandor andras
Németh Péter;nemeth peter
Dér Zoltán;der zoltan
Mackenzie Lee;mackenzie lee
James Lovegrove;james lovegrove
Stuart Moore;stuart moore
Pedro Sebess;pedro sebess
Christopher Schons;christopher schons
Maxine Paetro;maxine paetro
Gabriel Marcel;gabriel marcel
J. Busquets;j busquets
Bajnai László;bajnai laszlo
Charles Henderson;charles henderson
Tom Wood;tom wood
Eva Rudy Jansen;eva rudy jansen
Niksz Gyula;niksz gyula
Könnyü Mária;konnyu maria
Mommsen, Hans;mommsen hans
Tanya Michaels;tanya michaels
Shalila Sharamon;shalila sharamon
Kristó Gyula;kristo gyula
Orsós Anna;orsos anna
Eduard Hanslick;eduard hanslick
Jean Cuvelier;jean cuvelier
Ce-tung Mao;cetung mao
D.W. Hamlyn;dw hamlyn
Földi Ervin;foldi ervin
Bokor Péter;bokor peter
Pierre Cassen;pierre cassen
Novák Ferenc;novak ferenc
Roberta Gellis;roberta gellis
Zsikai Erika;zsikai erika
A. C. Addison;a c addison
Dr. Bernek Ágnes;dr bernek agnes
Camellia Panjabi;camellia panjabi
Kukkné Fekete Zsuzsa;kukkne fekete zsuzsa
Enki Bilal;enki bilal
Kathryn Andrews Fincher;kathryn andrews fincher
Kríza Ildikó;kriza ildiko
Anna Selby;anna selby
Murányi Ottó;muranyi otto
Jakab Gusztávné;jakab gusztavne
Bruno Cerdan;bruno cerdan
Lou Krieger;lou krieger
Borsos Balázs;borsos balazs
Kirk-Raven-Schofield;kirkravenschofield
Samuel Fuller;samuel fuller
Marlon Brando;marlon brando
Tokaji Zsolt;tokaji zsolt
G. Poggenpohl;g poggenpohl
Szentkuthy MIklós;szentkuthy miklos
Mike Spick;mike spick
Monty Python;monty python
Vladimír Hulpach;vladimir hulpach
Dixon C.;dixon c
Andrew Nicoll;andrew nicoll
Habliliom;habliliom
Balogh Judit;balogh judit
Tarics Péter;tarics peter
Jim White;jim white
Neil C. Hughes;neil c hughes
Sun-Mi Hwang;sunmi hwang
H.P.Lovecraft;hplovecraft
Giovanni A. Fava;giovanni a fava
Mário Cláudio;mario claudio
Joan Solé;joan sole
Dr. Barnhill, Johnw.;dr barnhill johnw
James Smythe;james smythe
Békési Eszter;bekesi eszter
Semjén Zsolt;semjen zsolt
Dr. Vahid Yousefi;dr vahid yousefi
Tóth Péter;toth peter
Zárdáné Bak Melinda;zardane bak melinda
Szota Szabolcs;szota szabolcs
Paul Ariés;paul aries
Berill Shero;berill shero
Francine Russo;francine russo
Julie Camel;julie camel
Sam Maggs;sam maggs
Tristan Gooley;tristan gooley
Kárpáti Andrea;karpati andrea
Alaina Urquhart;alaina urquhart
Larry Bird;larry bird
Kolossy Gábor;kolossy gabor
Alice Cavanagh;alice cavanagh
Nisha J. Tuli;nisha j tuli
Malye, Julia;malye julia
Stephen M.Miller-Robert V.Hube;stephen mmillerrobert vhube
Alexander Tyerehov;alexander tyerehov
Forgács Anna;forgacs anna
Olekszij Komar;olekszij komar
Balázs Lajos;balazs lajos
Rudi Westendorp;rudi westendorp
Joe Carrot;joe carrot
John North;john north
Fejtő Ferenc;fejto ferenc
Győrffy-Villám András;gyorffyvillam andras
Eiben Tamás;eiben tamas
Messenkeil, A., Panesar, P.;messenkeil a panesar p
Radócz László;radocz laszlo
Koppány Tibor;koppany tibor
Koronczai-Fekete Viktória;koronczaifekete viktoria
Gundel Károly;gundel karoly
Lakner Zoltán;lakner zoltan
Dr. J. Paul Caldwell;dr j paul caldwell
J. Bailey;j bailey
Fedeles Tamás;fedeles tamas
Rácz Miklós;racz miklos
K.W. Jeter;kw jeter
Molnár Géza;molnar geza
Kereszturi Ákos;kereszturi akos
Boldizsár János Tibor;boldizsar janos tibor
Petra Steckelmann;petra steckelmann
Veliky János;veliky janos
Universitas Kiadó;universitas kiado
Golnhofer E.;golnhofer e
Bonnie Allbaugh;bonnie allbaugh
Lopes-Szabó Zsuzsa;lopesszabo zsuzsa
Peter Hathaway Capstick;peter hathaway capstick
Havasi János;havasi janos
Roger T. Kaufman;roger t kaufman
Margaret J. Wheatley;margaret j wheatley
David Stafford;david stafford
Bordi Zsuzsanna;bordi zsuzsanna
Hegedűs Judit;hegedus judit
Magyarósi Gizella;magyarosi gizella
Vitay Zsuzsanna;vitay zsuzsanna
Paul Gilligan;paul gilligan
Veress István;veress istvan
Nógrádi Bence;nogradi bence
Imreh Zoltánné;imreh zoltanne
Alice K. Turner;alice k turner
Hanna Parrot;hanna parrot
Harald Jes;harald jes
G. Ulrich Leinsle;g ulrich leinsle
John Battelle;john battelle
Eve Adamson;eve adamson
Rácz Árpád;racz arpad
Tóth J. Zoltán;toth j zoltan
Klaus Oberbeil;klaus oberbeil
Baranyi Vivien;baranyi vivien
Dische, Irene-Enzensberger, H.M.-Sowa, M.;dische ireneenzensberger hmsowa m
Roy Jenkins;roy jenkins
Dobayné Fenyvesi Ildikó;dobayne fenyvesi ildiko
Dézsán Imre;dezsan imre
Cristopher Schons;cristopher schons
Kónya Józsefné;konya jozsefne
Pintér Zoltán;pinter zoltan
Nádasi Myrtill;nadasi myrtill
Köhler Ágnes;kohler agnes
Sárfalvi Béla;sarfalvi bela
Thomas F. Torrance;thomas f torrance
Gregg Hurwitz;gregg hurwitz
Dr. Bittner Nóra;dr bittner nora
Perczel Olivér;perczel oliver
K. A. Varsson;k a varsson
Debreczeni-Droppán Béla;debreczenidroppan bela
Hans-Joachim Bauer;hansjoachim bauer
Valerij Panyuskin;valerij panyuskin
Levi Lusko;levi lusko
Göbölyös N. László;gobolyos n laszlo
Nemesi Attila László;nemesi attila laszlo
Dr. Marc D. Mincolla;dr marc d mincolla
Ponori Thewrewk Aurél;ponori thewrewk aurel
Papp Ferenc;papp ferenc
William von Hippel;william von hippel
Homoki-Nagy Katalin;homokinagy katalin
Dr. Mihály Ferenc;dr mihaly ferenc
T.R. Ragan;tr ragan
Marsai Viktor;marsai viktor
Michael Imperioli;michael imperioli
Dr. Antalfi Eszter;dr antalfi eszter
Joó László;joo laszlo
Sue Young;sue young
Csejtei Dezső;csejtei dezso
Nagy Fruzsina;nagy fruzsina
Spira Eszter Mirjam;spira eszter mirjam
Emmanuel Todd;emmanuel todd
Ward Farnsworth;ward farnsworth
Manly Hall Palmer;manly hall palmer
Kate Summerscale;kate summerscale
Kate Moore;kate moore
Tony Perrottet;tony perrottet
Stephen Chambers;stephen chambers
Danny Wallace;danny wallace
Edmond Bordeaux Székely;edmond bordeaux szekely
Zémán Zoltán;zeman zoltan
Buza János;buza janos
V. S. Naipaul;v s naipaul
Ugray Tamás;ugray tamas
Gisela Blümmert;gisela blummert
Gál Mihály;gal mihaly
Perlai Rezsőné;perlai rezsone
Domokos Lajos;domokos lajos
Köves Szilvia;koves szilvia
Germuska Pál;germuska pal
J. Bernlef;j bernlef
Moriyama Daisuke;moriyama daisuke
Tóth Gábor Attila;toth gabor attila
Nádor Orsolya;nador orsolya
Fatima Mernissi;fatima mernissi
Patti Digh;patti digh
Chris Higgins;chris higgins
Becca Prior;becca prior
Elizabeth Lesser;elizabeth lesser
J. G. Farrell;j g farrell
István;istvan
Futaky István;futaky istvan
Johannes Duns Scotus;johannes duns scotus
George A. F. Knight;george a f knight
Gordon Brook-Shepherd;gordon brookshepherd
Jodie Hedley-Ward;jodie hedleyward
Nagy Szent Gergely;nagy szent gergely
Lynn Picknett;lynn picknett
Kovács SÁndor Iván;kovacs sandor ivan
Jean-Babtiste Estrade;jeanbabtiste estrade
Fabio Bourbon;fabio bourbon
Mészáros Ernő;meszaros erno
Margaret Rayman;margaret rayman
Nagy-Fenyvesi-Józsa-Vidákovich;nagyfenyvesijozsavidakovich
Pócs Éva;pocs eva
Rácz Lajos;racz lajos
Lionel Fanthorpe;lionel fanthorpe
Gáspár-Egerszegi-Szitnyainé;gasparegerszegiszitnyaine
Joshua Dysart;joshua dysart
Dieter Schmidt;dieter schmidt
J. W. Schultz;j w schultz
Boris Vallejo;boris vallejo
Ford.: Kálmán Judit;ford kalman judit
Peter Wick;peter wick
Ránki György;ranki gyorgy
Pánczél Hegedűs János;panczel hegedus janos
Beke Csilla;beke csilla
Dávidházi Péter;davidhazi peter
Sipos András;sipos andras
Krizsó Szilvia;krizso szilvia
Antoine Griezmann;antoine griezmann
Damon Young;damon young
Petrik Ferenc;petrik ferenc
Josef Ernst;josef ernst
Bicsérdy Gábor;bicserdy gabor
Xavier Thévenot;xavier thevenot
Vincenzo Paglia;vincenzo paglia
Chloe Ramsden;chloe ramsden
Michael J. Martinez;michael j martinez
Haffner Orsolya;haffner orsolya
Jákfalvi Magdolna;jakfalvi magdolna
Kovács Ágnes Lilla;kovacs agnes lilla
Astrid Scholte;astrid scholte
Tasiné Csúcs Ildikó;tasine csucs ildiko
Marcel Gauchet;marcel gauchet
Józsa Tímea;jozsa timea
Balla Judit;balla judit
David Nott;david nott
Nagy Péter;nagy peter
Sam Wasson;sam wasson
Cserháti Tamara;cserhati tamara
Krausz Zoltán;krausz zoltan
Pippa Grant;pippa grant
Julia Dippel;julia dippel
Justina Ireland;justina ireland
Prof. Rose Anne Kenny;prof rose anne kenny
Óno Majumi;ono majumi
Papp Zoltán;papp zoltan
Novák L.;novak l
Iványi Antal;ivanyi antal
David Wilcock;david wilcock
Bethlenfalvy Ádám;bethlenfalvy adam
Nagy Szabolcs;nagy szabolcs
Bernek Ágnes;bernek agnes
Mohácsi István;mohacsi istvan
Zetényi Csukás Ferenc;zetenyi csukas ferenc
Manuel Castells;manuel castells
Timothy Dailey;timothy dailey
Vincze István;vincze istvan
Brigitte Röthlein;brigitte rothlein
Zsembery Péter;zsembery peter
Rezsőházy Rudolf;rezsohazy rudolf
Jankovics Éva;jankovics eva
Balogh W. Orsolya;balogh w orsolya
Dorothy Drummond;dorothy drummond
Helene Uri;helene uri
Dr. Szentiványi Ágnes;dr szentivanyi agnes
Hantó Zsuzsa;hanto zsuzsa
Bordás Mária;bordas maria
Meskó Norbert;mesko norbert
Schmidt Mária;schmidt maria
Bodó Mihály;bodo mihaly
Jacques Attali;jacques attali
Heribert Schulmeyer;heribert schulmeyer
Bán Jenő;ban jeno
Csáky Imre;csaky imre
Nujeen Mustafa;nujeen mustafa
John Bunyan;john bunyan
Mihalik Erzsébet;mihalik erzsebet
Sztanó László;sztano laszlo
Joanna Watters;joanna watters
Szabó Márton;szabo marton
John Hickman;john hickman
Szentmihályiné Szabó Mária;szentmihalyine szabo maria
Servais Pinckaers;servais pinckaers
Paul W. Ewald;paul w ewald
Kecskés Andrásné, Rozgonyi Jánosné, Kiss Zsuzsanna;kecskes andrasne rozgonyi janosne kiss zsuzsanna
Kisdi Barbara;kisdi barbara
Pietsch Tibor;pietsch tibor
Catherine Collins;catherine collins
Gaál Csaba;gaal csaba
Srychy;srychy
Emanuela Carletti;emanuela carletti
Vajda János;vajda janos
Lorella Flamini;lorella flamini
Ilonszki Gabriella;ilonszki gabriella
Gaska Judit;gaska judit
Mario Frank;mario frank
Garai András Júda;garai andras juda
Philippe Francq;philippe francq
Geoff Ryman;geoff ryman
Heniko Sakka;heniko sakka
Joshua Ferris;joshua ferris
Luigi Pirandello;luigi pirandello
Kéri Szabolcs;keri szabolcs
Fenyvesi Theresa;fenyvesi theresa
Dr. Csucsomi;dr csucsomi
Kika;kika
Némethy Bertalan;nemethy bertalan
N. M. Kelby;n m kelby
A. R. Houghton;a r houghton
N. McClintock;n mcclintock
P. Vásárhelyi Judit;p vasarhelyi judit
Stephen Walsh;stephen walsh
Bangó Margit;bango margit
Maár Judit;maar judit
Hajnal Emese;hajnal emese
William Ryan;william ryan
Dr. Beate Ralston;dr beate ralston
Takáts Sándor;takats sandor
Jeff Carlson;jeff carlson
Révész Sándor;revesz sandor
Jens L. Tiedemann;jens l tiedemann
Edinger Katalin;edinger katalin
Fülöp József;fulop jozsef
Fülöp Éva;fulop eva
Benny Hinn;benny hinn
Samuel Leach;samuel leach
Biró Tamás Sándor;biro tamas sandor
Jessica Fletcher;jessica fletcher
Lingh-balogh Erna;linghbalogh erna
G.G. Pendarves;gg pendarves
Popély Á.;popely a
P. Maximiliano Herraiz García Ocd;p maximiliano herraiz garcia ocd
Bern Andrea;bern andrea
Pak H. Dzsung;pak h dzsung
Löffler Zsuzsanna;loffler zsuzsanna
E. Katja Jaeckel;e katja jaeckel
Tarcsay Tibor;tarcsay tibor
Márkus Eszter;markus eszter
Etaf Rum;etaf rum
F. Romhányi Beatrix;f romhanyi beatrix
Anton Nadrah OCist.;anton nadrah ocist
Carmen D. Turnman;carmen d turnman
Álvaro Mutis;alvaro mutis
Gróf Károlyi Lajos;grof karolyi lajos
Roska Márton;roska marton
Trócsányi László;trocsanyi laszlo
Leonardo Padura;leonardo padura
Kester Grant;kester grant
Zoe Aarsen;zoe aarsen
Emilio Salgari;emilio salgari
Lux Boros Kata;lux boros kata
Kaszás Gábor;kaszas gabor
Schiffer Miklós;schiffer miklos
Sophie Schönhammer;sophie schonhammer
Steve Jenkins;steve jenkins
William J. Ruhe;william j ruhe
Lisa M. Matlin;lisa m matlin
Kate Dramis;kate dramis
Christina Ezrahi;christina ezrahi
Czipó Petra;czipo petra
Baritz Sarolta Laura;baritz sarolta laura
J. A. Tillmann;j a tillmann
Salát Gergely;salat gergely
Vankó János;vanko janos
Jess Butterworth;jess butterworth
Martin Haake;martin haake
Nirenberg David;nirenberg david
Solymos Ede;solymos ede
Takács Judit;takacs judit
Vallejo-Nágera, Juan Antonio, Dr.;vallejonagera juan antonio dr
Clare Hickman;clare hickman
Adami;adami
Dr. Ferenczi Sándor;dr ferenczi sandor
Szalézi Szent Ferenc;szalezi szent ferenc
Luigi Ferdinando Marsili;luigi ferdinando marsili
Marie-Eugene;marieeugene
Csere Péter;csere peter
Hans-Dieter Gelfert;hansdieter gelfert
Laczó Ferenc;laczo ferenc
Erdélyi Ágnes;erdelyi agnes
Demeter Gábor;demeter gabor
Reményi József Tamás;remenyi jozsef tamas
Martin C. Putna;martin c putna
Nick Totton;nick totton
Alberto Costafreda;alberto costafreda
Syo Shirahime;syo shirahime
Botos János;botos janos
Schreiner Dénes;schreiner denes
Igor S. Popovic;igor s popovic
Celia Rees;celia rees
Lovas Lajos;lovas lajos
Benkovics Péter;benkovics peter
Claire Messud;claire messud
Walt Brown;walt brown
Chris Loeffler;chris loeffler
Révay Zoltán;revay zoltan
Venice A. Fulton;venice a fulton
Andrew Skilton;andrew skilton
Dr. Dénes György;dr denes gyorgy
Dr. Halász László;dr halasz laszlo
Indira Myles;indira myles
Nagy Ildikó;nagy ildiko
Colin Beavan;colin beavan
Judith C. Rodriguez;judith c rodriguez
Kiss Balázs, Mihályffy Zsuzsanna, Szabó Gabriella;kiss balazs mihalyffy zsuzsanna szabo gabriella
dr Berend Mihály;dr berend mihaly
Czegléd;czegled
Gérard Genette;gerard genette
Kulcsár Marianna;kulcsar marianna
Koncsol László;koncsol laszlo
Benedek E.;benedek e
Wendy Maltz;wendy maltz
Varga Gy. Brian;varga gy brian
V. Hachinski;v hachinski
Gosztonyi Gergely;gosztonyi gergely
Samia Serageldin;samia serageldin
Mátyás Szabolcs;matyas szabolcs
Laki László;laki laszlo
B. Schwintowski;b schwintowski
Upor László;upor laszlo
Cserti Csapó Tibor;cserti csapo tibor
Lőrincz Zoltán;lorincz zoltan
Schumann, Mark Sartain, Libby;schumann mark sartain libby
Edward Norman;edward norman
Halász Gábor;halasz gabor
Philip Carter;philip carter
Ilsa J. Bick;ilsa j bick
Kathleen Kelley-Lainé;kathleen kelleylaine
Václav Havel;vaclav havel
Kalmár János;kalmar janos
Werner Nikolett;werner nikolett
Fischer Károly Antal;fischer karoly antal
Nictzin Dyalhis;nictzin dyalhis
Szteliosz Thalasszinosz;szteliosz thalasszinosz
Tim Peake;tim peake
Joshua Trachtenberg;joshua trachtenberg
Remeczki Imre;remeczki imre
Bugár M. István;bugar m istvan
Adela Motyková;adela motykova
Tyler James Smith;tyler james smith
Alastair Reynolds;alastair reynolds
Balla Zsófia;balla zsofia
Kéri Endre;keri endre
Orsolics Zénó;orsolics zeno
Kerny Terézia;kerny terezia
Gyenis András S.J.;gyenis andras sj
Vona-Szabó Krisztina;vonaszabo krisztina
Anna Painter;anna painter
Mariah K. Lyons;mariah k lyons
Penny Ferguson;penny ferguson
Kozák Gyula;kozak gyula
Julija Jakovleva;julija jakovleva
Nina F. Grünfeld;nina f grunfeld
Nyerges Erika;nyerges erika
Nagy Kornél;nagy kornel
Amaël Cattaruzza;amael cattaruzza
Acél Zsolt;acel zsolt
Jean-Pierre de Caussade S. J.;jeanpierre de caussade s j
Josef Lewkowicz;josef lewkowicz
Dr Svami Purna;dr svami purna
Mosonyi Mara;mosonyi mara
Sarah Andersen;sarah andersen
Samael Aun Weor;samael aun weor
Inka Brand;inka brand
Jerry B. Jenkins;jerry b jenkins
Marian Del Álamo;marian del alamo
Sandy Mitchell;sandy mitchell
Prem Rawat;prem rawat
Richard Roberts;richard roberts
Trencsényi Zoltán;trencsenyi zoltan
Kovács Kornélia;kovacs kornelia
Daryl Gregory;daryl gregory
Kiss Viktor;kiss viktor
Kiss T. Anna;kiss t anna
J. F. Freedman;j f freedman
Balla Gabriella;balla gabriella
Jörn Müller;jorn muller
Tóme Kei;tome kei
Benczédi Magda;benczedi magda
Terei-Vigh Krisztina;tereivigh krisztina
Lantos Béla;lantos bela
Paul J. Frost;paul j frost
Thilo Mischke;thilo mischke
Pavel Vilikovsky;pavel vilikovsky
Nagymihályi Géza;nagymihalyi geza
Varsányi Zoltánné;varsanyi zoltanne
David Frape;david frape
Alessandra Berello;alessandra berello
Mary Robinette Kowal;mary robinette kowal
Charles Cumming;charles cumming
Jakabb Oszkár;jakabb oszkar
Brigitte Roser;brigitte roser
Kardos-Dr. Roóz-Dr. Sztanó-Tasi;kardosdr roozdr sztanotasi
Regine Schneider;regine schneider
Mark Aarons;mark aarons
Jason Price;jason price
Vargyas Gábor;vargyas gabor
Mijazava Kendzsi;mijazava kendzsi
Miles;miles
Rácz Anikó;racz aniko
Kodály Zoltán;kodaly zoltan
Kéri Edit;keri edit
Balogh Géza;balogh geza
M. Szabó Miklós;m szabo miklos
Zbigniew Herbert;zbigniew herbert
Leonard Orr;leonard orr
Prof. Dávid Tamás;prof david tamas
Harold C. Schonberg;harold c schonberg
Fábián Pál Tóth Etelka;fabian pal toth etelka
Csengei Ágota;csengei agota
Rhédey S. István;rhedey s istvan
Fáber Ágoston;faber agoston
Pete McCarthy;pete mccarthy
Andrzej Szczeklik;andrzej szczeklik
Sam Savage;sam savage
Schultz János;schultz janos
Erwin J. Haeberle;erwin j haeberle
Barbara Reynolds;barbara reynolds
Hong Ying;hong ying
Boettke;boettke
Szalay Olga;szalay olga
Anselm Strauss;anselm strauss
Dömők Szilvia;domok szilvia
Margaret Caselton;margaret caselton
Babári Ernő-Babári Ernőné;babari ernobabari ernone
Stephanie Sullivan;stephanie sullivan
J. Han;j han
Taylor Stevens;taylor stevens
Moldicz Csaba;moldicz csaba
Fásy Ádám;fasy adam
Marta Kwasnicka;marta kwasnicka
Mezei Mónika;mezei monika
David Seigerman;david seigerman
Dr. Rodé Magdolna;dr rode magdolna
Giovanni Cucci SJ;giovanni cucci sj
Bruce Henderson;bruce henderson
Kreybig Rudolf;kreybig rudolf
Kroó Norbert;kroo norbert
Nikki Owen;nikki owen
Kós;kos
Judith Kühl;judith kuhl
Roman Dirge;roman dirge
Berekméri Árpád-Róbert;berekmeri arpadrobert
Rétsági E.;retsagi e
Eric Metaxas;eric metaxas
Elisabetta Galli;elisabetta galli
Sr. Johanna-Andrea Ocd;sr johannaandrea ocd
Szakonyi Krisztina;szakonyi krisztina
Michael L. Brown;michael l brown
Hieroklész;hieroklesz
Joel Greenblatt;joel greenblatt
Szabó Marianna;szabo marianna
Miroslawa Kwiecinska;miroslawa kwiecinska
Abraham Merritt;abraham merritt
Michael Cady Uris;michael cady uris
Varga Andrea;varga andrea
Chloe Liese;chloe liese
Konstantinos;konstantinos
George Eliot;george eliot
