Author;Author_Std
JANE CHAPMAN;jane chapman
ZDENEK MILER;zdenek miler
WILL ADAMS;will adams
JOEL C. ROSENBERG;joel c rosenberg
DAN CONSTANTIN MATA;dan constantin mata
OANA CRISTINA NIEMESCH;oana cristina niemesch
LASZLO UJVAROSSY;laszlo ujvarossy
ADELINA LIANA TINTARIU;adelina liana tintariu
GEORGE SHANNON;george shannon
KATARINA MACUROVA;katarina macurova
CHARLES SEIFE;charles seife
NATALIE PENNICOTTE-COLLIER;natalie pennicottecollier
BETTINA GOSCHL;bettina goschl
RAZVAN NICULA;razvan nicula
LUCY DILLON;lucy dillon
MARIA VESA;maria vesa
KATHARINE PYLE;katharine pyle
HANS MORSCHITZKY;hans morschitzky
RONALD M. RAPEE;ronald m rapee
NADINE MATHESON;nadine matheson
CHRISTINE KENNEALLY;christine kenneally
ROBERT BEREZOVSKY;robert berezovsky
ELENA SIUPIUR;elena siupiur
MICHAEL DRISCOLL;michael driscoll
ARABELLA MCINTYRE-BROWN;arabella mcintyrebrown
OLGA DE PITRAY;olga de pitray
ANA REYES;ana reyes
WOUTER DE JONG;wouter de jong
JEANNE WILLIS;jeanne willis
DEBORAH LEVY;deborah levy
ELIZABETH HAYNES;elizabeth haynes
ZBIGNIEW STAWROWSKI;zbigniew stawrowski
VIOLA HERZLIEB;viola herzlieb
JASON CALACANIS;jason calacanis
ION MARIN SADOVEANU;ion marin sadoveanu
PAUL CERNAT;paul cernat
LAVINIA TRIFAN;lavinia trifan
TONI STEINER;toni steiner
EDDIE HARMON-JONES;eddie harmonjones
FILIP MARKIEWICZ;filip markiewicz
RUXANDRA SAVA;ruxandra sava
LUCY FLEMING;lucy fleming
GEORGETA NICHIFOR;georgeta nichifor
ELENA DREGLEA;elena dreglea
STEPANKA SEKANINOVA;stepanka sekaninova
EMIL SIRBULESCU;emil sirbulescu
ILEANA PLOSCARU;ileana ploscaru
MICHAEL SCHULMAN;michael schulman
ALBERT UDERZO;albert uderzo
W.E. JOHNSON;we johnson
ION NEAGOE MARTAC;ion neagoe martac
HASSO VON MANTEUFFEL;hasso von manteuffel
MARINA GERMAN;marina german
CAROL MCCLOUD;carol mccloud
OLGA SWERLOWA;olga swerlowa
ANDREI DANIEL MIHALCA;andrei daniel mihalca
ANDREI BODIU;andrei bodiu
ERLEND LOE;erlend loe
MO GAWDAT;mo gawdat
CHRISTINE THURMER;christine thurmer
JEAN-MARIE LUSTIGER;jeanmarie lustiger
ION PECIE;ion pecie
RADU CARSTOIU ARBORE;radu carstoiu arbore
IVAN STANKOV;ivan stankov
TINA PAYNE BRYSON;tina payne bryson
STORMIE OMARTIAN;stormie omartian
DOMOKOS ANNAMARIA;domokos annamaria
SMARANDA LALESCU;smaranda lalescu
JOYCE TYLDESLEY;joyce tyldesley
DORIAN STOILESCU;dorian stoilescu
KIRAN MILLWOOD HARGRAVE;kiran millwood hargrave
DELIA BUDEANU;delia budeanu
TATIANA GROSU;tatiana grosu
CARMEN KOLCSAR;carmen kolcsar
GIJS VAN HENSBERGEN;gijs van hensbergen
GRADY HENDRIX;grady hendrix
VASILE COSTEA;vasile costea
ANASTASIA ZANONCELLI;anastasia zanoncelli
FLORENCE BINAY;florence binay
CATHERINE PEARLMAN;catherine pearlman
BOGDAN MURGESCU;bogdan murgescu
HADRIAN V. CONTIU;hadrian v contiu
SEAN CONNOLLY;sean connolly
GARY HAMEL;gary hamel
CORALIA ANGELESCU;coralia angelescu
IOSIF ISIHASTUL;iosif isihastul
DAVID SUNDIN;david sundin
A.P. CEHOV;ap cehov
ALF PROYSEN;alf proysen
MAXIMILIAN BOROS;maximilian boros
SUSANNE OROSZ;susanne orosz
SIDNEY FINKELSTEIN;sidney finkelstein
ROLAND CLARK;roland clark
ALEXANDER BAUMGARTEN;alexander baumgarten
ELIAS VAHLUND;elias vahlund
SERBAN MIHALACHE;serban mihalache
RENE BALDY;rene baldy
DANIELE PERNIGOTTI;daniele pernigotti
MARTYN LYONS;martyn lyons
DUMITRU PETCU;dumitru petcu
FLORIN MIHAI;florin mihai
EMILIA IVANCU;emilia ivancu
RALUCA BOBOC;raluca boboc
MICHELLE MIN STERLING;michelle min sterling
BRENDAN WENZEL;brendan wenzel
MONTY LYMAN;monty lyman
JULIA ANNAS;julia annas
CHRISTY LEFTERI;christy lefteri
BRUCE SHADE;bruce shade
TEOFIL RACHITEANU;teofil rachiteanu
CARMEN ZAMFIRESCU;carmen zamfirescu
ALAIN FINKIELKRAUT;alain finkielkraut
HENNY FORDHAM;henny fordham
BARRIE J.M.;barrie jm
SELIM AISSEL;selim aissel
TOMI KONTIO;tomi kontio
RAMON DEL CASTILLO;ramon del castillo
STANISLAS DEHAENE;stanislas dehaene
JEREMY DEAN;jeremy dean
IAN ROBERTSON;ian robertson
GILLES DIEDRICHS;gilles diedrichs
IOAN USCA;ioan usca
PETER FINN;peter finn
ILANA MARINESCU-SCHAPIRA;ilana marinescuschapira
MICHAEL MCQUEEN;michael mcqueen
MADALINA STOICA;madalina stoica
FRIEDERICH AUGUST VON HAYEK;friederich august von hayek
SCOTT KELLY;scott kelly
ANNA DEWDNEY;anna dewdney
MARIA SURDUCAN;maria surducan
LILIA BICEC-ZANARDELLI;lilia biceczanardelli
ROGER LIPSEY;roger lipsey
BEVERLEY BIRCH;beverley birch
DERMOT TURING;dermot turing
ASHLEY ELSTON;ashley elston
WILHELM DE KOTZEBUE;wilhelm de kotzebue
MONICA L SMITH;monica l smith
MIHNEA MARUTA;mihnea maruta
CARMEN TURNER-SCHOTT;carmen turnerschott
E.L.DOCTOROW;eldoctorow
IRINA GEORGESCU GROZA;irina georgescu groza
HENRIETTA LOVELL;henrietta lovell
ALEX ZAMFIR;alex zamfir
TOBIAS CHURTON;tobias churton
ADRIAN CIRCA;adrian circa
DR. HEINRICH HOFFMANN;dr heinrich hoffmann
A.CRISTIAN STRENC;acristian strenc
RODICA CISLARIU;rodica cislariu
CARMEN HARRA;carmen harra
LOUISE BATY;louise baty
VALENTINA GHERASIM-PROCA;valentina gherasimproca
FRIEDRICH SCHLEIERMACHER;friedrich schleiermacher
BALAN SANDA ALINA;balan sanda alina
TREVOR BARNES;trevor barnes
LUCA BUGGIO;luca buggio
ILIE-STEFAN RADULESCU;iliestefan radulescu
TRUE KELLEY;true kelley
IOAN LAZA (COORD.);ioan laza coord
STEPHANIE GARBER;stephanie garber
J.M. ROBERTS;jm roberts
LIVIA GHIGHILICEA;livia ghighilicea
BROOKE KHAN;brooke khan
DR BRIAN WEISS;dr brian weiss
MIRIAM ELIA;miriam elia
SARAH PERRY;sarah perry
ANA-MARIA UDRISTE;anamaria udriste
EDUARD GIURGI;eduard giurgi
OSCAR FARINETTI;oscar farinetti
NAMKHAI NORBU;namkhai norbu
STEFAN DEACONU;stefan deaconu
CHARLIE MACKESY;charlie mackesy
JOSEPH OWENS;joseph owens
ALEXANDRU‑DANIEL PITICARI;alexandrudaniel piticari
ALEX MARINESCU;alex marinescu
BEN WILSON;ben wilson
ARTHUR G. MAGIDA;arthur g magida
JACK KETCHUM;jack ketchum
MICHAEL WHELTON;michael whelton
EUGEN JURCA;eugen jurca
ANDREI TINU;andrei tinu
SYLVIE D’ESCLAIBES;sylvie desclaibes
ANNA ROSLING RONNLUND;anna rosling ronnlund
CIARA GAVIN;ciara gavin
JON KLASSEN;jon klassen
BANDI;bandi
F. SAHLING;f sahling
TONY SPAWFORTH;tony spawforth
MANDY SALIGARI;mandy saligari
CARMEN-SORINA RIJNOVEANU;carmensorina rijnoveanu
SARAH PINBOROUGH;sarah pinborough
ADRIANA BOTEZ-CRAINIC;adriana botezcrainic
NICOLA DAVIES;nicola davies
SILVIU MACRINEANU;silviu macrineanu
CARLO VECCE;carlo vecce
ADRIANA SIMONA POPESCU;adriana simona popescu
LUCY KEATING;lucy keating
EMILIA CHISCOP;emilia chiscop
TEODOR HOSSU-LONGIN;teodor hossulongin
BARBARA OAKLEY;barbara oakley
KATJA FRIXE;katja frixe
EVA WUNDERER;eva wunderer
ELDAR HASANOV;eldar hasanov
ANGHEL STOICA;anghel stoica
DR. ROBERT L. LEAHY;dr robert l leahy
RON TITE;ron tite
PAULA PANFIL;paula panfil
JAMES LOVELOCK;james lovelock
LUCILLA GATT;lucilla gatt
MARINA TVETAEVA;marina tvetaeva
KRISTINA DUMAS;kristina dumas
VLADIMIR TISMANEANU;vladimir tismaneanu
GEORGE LITTERA;george littera
WILLIAM GOLDING;william golding
ANDREI DUTU;andrei dutu
IOAN ALEXANDRU MIZGAN;ioan alexandru mizgan
PHILIPP DETTMER;philipp dettmer
FANNY HARGESTAM;fanny hargestam
ELENA MIHOLCA;elena miholca
RANDI HUTTER EPSTEIN;randi hutter epstein
IULIA NANI;iulia nani
KENNETH PENNINGTON;kenneth pennington
SURCEL ALEXANDRU CRISTIAN;surcel alexandru cristian
THERESA BRESLIN;theresa breslin
ALICE DINCULESCU;alice dinculescu
VLADIMIR CINEZAN;vladimir cinezan
SILVIU MESSE;silviu messe
SHANNON LEE;shannon lee
MEL SILBERMAN;mel silberman
KIM JOHN PAYNE;kim john payne
RALUCA FARAON;raluca faraon
POLLY YOUNG-EISENDRATH;polly youngeisendrath
SUE LIMB;sue limb
RADU GAINA;radu gaina
JINGER DUGGAR VUOLO;jinger duggar vuolo
IULIA NICOLAU;iulia nicolau
STELA COVACI;stela covaci
SOGYAL RINPOCHE;sogyal rinpoche
JOHN KATZENBACH;john katzenbach
EVA-LENA LARSSON;evalena larsson
IONELA CATALINA BOGDAN;ionela catalina bogdan
SHARON SALZBERG;sharon salzberg
BOGDAN-ALEXANDRU PETCU;bogdanalexandru petcu
JULIEN SANDREL;julien sandrel
ONICA-JARKA BEATRICE;onicajarka beatrice
LIVIU CONSTANTINESCU;liviu constantinescu
ROXANA IONESCU;roxana ionescu
BRANDUSA VARTOLOMEI;brandusa vartolomei
BALADA ANISIA;balada anisia
POP IRINA;pop irina
SORIN ANDREI;sorin andrei
OCTAVIA POPESCU;octavia popescu
MIHAELA BELEAUA;mihaela beleaua
JOSE MAURO DE VASCONCELOS;jose mauro de vasconcelos
VIRGIL NEMOIANU;virgil nemoianu
CARSON TATE;carson tate
PATRICK ANDRE DE HILLERIN;patrick andre de hillerin
CHRIS MAUNDER;chris maunder
MAIA SERBANESCU;maia serbanescu
ANDREI SCHWARTZ;andrei schwartz
OLGUTA LUPU;olguta lupu
KASMIR HUSEINOVIC;kasmir huseinovic
LOUIS-PHILIPPE HEBERT;louisphilippe hebert
MARCUS CHOWN;marcus chown
FERNANDO VALLEJO;fernando vallejo
AGOTA SCHARLE;agota scharle
ION GUCEAC;ion guceac
SVETLANA SANDU-GROSU;svetlana sandugrosu
LAVINIA MICULA;lavinia micula
BOGDAN CRETU;bogdan cretu
WILL EAVES;will eaves
ARI POKKA;ari pokka
MILORAD PAVIC;milorad pavic
HORATIU STAMATIN;horatiu stamatin
MIHAI DANIEL FRUMUSELU;mihai daniel frumuselu
IULIA GEORGETA POPESCU;iulia georgeta popescu
DEMIAN REGINA;demian regina
VANESSA MONTFORT;vanessa montfort
DUMITRU C. MORUZI;dumitru c moruzi
VASILE COTIUGA;vasile cotiuga
WILMA;wilma
ION-CRISTEA MARILENA;ioncristea marilena
LAURA MORELLI;laura morelli
NICOLAE URSU-FISCHER;nicolae ursufischer
MIHAI ILIESCU;mihai iliescu
ANCUTA DANIELA TOMPEA;ancuta daniela tompea
JAMES FENTON;james fenton
ALEX WOLF;alex wolf
INESA TIPORKINA;inesa tiporkina
JOHN STEVENS;john stevens
PETRE E. MIHAESCU;petre e mihaescu
IONEL RUSANU;ionel rusanu
ERIN LOECHNER;erin loechner
GERALDINE ROBERTS;geraldine roberts
VITALIE JITARIUC;vitalie jitariuc
JAMIE TURNDORF;jamie turndorf
HECTOR MACDONALD;hector macdonald
G.G. UTZ;gg utz
FAUST NICULESCU;faust niculescu
ANTIM IVIREANUL;antim ivireanul
INGMAR BERGMAN;ingmar bergman
CAMILLE MORANDO;camille morando
ROBERT KIYOSAKI;robert kiyosaki
MOSHE IDEL;moshe idel
DAVID JEREMIAH;david jeremiah
LANA BASTASIC;lana bastasic
JEANNE MACAIGNE;jeanne macaigne
CONSTANTIN DANIEL;constantin daniel
DIEGO ALONSO ROA;diego alonso roa
GHEORGHE GAROESCU;gheorghe garoescu
GHEORGHE IULIAN IONITA;gheorghe iulian ionita
NICHOLAS BOWLING;nicholas bowling
ANA SERNA VARA;ana serna vara
DAN KINDLON;dan kindlon
ANGELA ACKERMAN;angela ackerman
GUY RAZ;guy raz
DINA FRINCULESCU;dina frinculescu
PIER PAOLO BATTISTELLI;pier paolo battistelli
JESMYN WARD;jesmyn ward
PAUL VAN TONGEREN;paul van tongeren
ANCA ILEANA DUSCA;anca ileana dusca
TEODOR MANOLE;teodor manole
TUDOR NEACSU;tudor neacsu
MARIA IRIMESCU;maria irimescu
JUHASZ SEBASTIAN;juhasz sebastian
OCTAVIAN PETRESCU;octavian petrescu
MATAJI DEVI VANAMALI;mataji devi vanamali
ALICE ROBERTS;alice roberts
DAN MANASESCU;dan manasescu
SIMONA NEGRU;simona negru
GHEORGHE SMEOREANU;gheorghe smeoreanu
ANGELA BANCIU;angela banciu
CRISTOPHE LABIGNE;cristophe labigne
JAKOB VAN ERIKSSON;jakob van eriksson
HELENE COURTOIS;helene courtois
NEIL PATEL;neil patel
HUIDES SILVIU-IULIAN;huides silviuiulian
ANAMARIA BORLAN;anamaria borlan
AVA REID;ava reid
TRACY DENNIS-TIWARY;tracy dennistiwary
ANDRAS FORGACH;andras forgach
SHLOMO VENEZIA;shlomo venezia
KEVIN D. BROWN;kevin d brown
DORJE TAGPA RECHUNG;dorje tagpa rechung
EMILIAN MIHAILOV;emilian mihailov
DOUGLAS SMITH;douglas smith
MIHAI-DRAGOS VADANA;mihaidragos vadana
ROXANA MINUTA;roxana minuta
LLUIS ALEMANY GINER;lluis alemany giner
CRISULA STEFANESCU;crisula stefanescu
SILVESTRU MOLDOVAN;silvestru moldovan
ELSA DEVERNOIS;elsa devernois
LAURA MAGNI;laura magni
TANIA DEL RIO;tania del rio
NICOLAE ISAR;nicolae isar
LAURE VAN RENSBURG;laure van rensburg
ANNA TAUBE;anna taube
ANNA IZABELLA KAFFAI;anna izabella kaffai
NICOLAE PANAITE;nicolae panaite
MIHAELA LUMINITA SANDU;mihaela luminita sandu
GEANINA STAICU-AVRAM;geanina staicuavram
NURIA ROCA;nuria roca
MONIKA HALMOS;monika halmos
GEORGE PROCHNIK;george prochnik
TOMA DIN AQUINO;toma din aquino
KARI NADEAU;kari nadeau
ANNE ROBERT JAQUES TURGOT;anne robert jaques turgot
SABINE DU MESNIL;sabine du mesnil
NEIL LEACH;neil leach
LONA BENDEFY;lona bendefy
ROBERT BISHOP;robert bishop
OANA ANDONE;oana andone
LARISA ZALUNINA;larisa zalunina
OLIMPIA DANCI;olimpia danci
FELICIA RODICA BALTES;felicia rodica baltes
IONEL POP;ionel pop
VLAD VASILE BARBAT;vlad vasile barbat
PACO TORRUBIANO;paco torrubiano
HEATHER SHUMAKER;heather shumaker
GILBERT DRAGOS DUMITRU;gilbert dragos dumitru
CRAIG RUSSEL;craig russel
ERNO RUBIK;erno rubik
C. VOINESCU;c voinescu
MONICA NEDELCU;monica nedelcu
DANA VOICU;dana voicu
IOAN NISTOR;ioan nistor
LAURENTIU MALOMFALEAN;laurentiu malomfalean
MAGDALENA TALVAN;magdalena talvan
MADALINA SEVCIUC;madalina sevciuc
ANDREA DE CARLO;andrea de carlo
FLORENCE WHITE WILLIAMS;florence white williams
IONUT-FLORIN POPA;ionutflorin popa
KATE MURPHY;kate murphy
IOAN I. ICA JR.;ioan i ica jr
CRISTINA BARSONY;cristina barsony
E.R. BURROUGHS;er burroughs
MEG WAITE CLAYTON;meg waite clayton
ABDEL SELLOU;abdel sellou
SVETLANA LOKHOVA;svetlana lokhova
IOAN MARIS;ioan maris
EDWINA WYATT;edwina wyatt
CRISTIAN LUIS VASILESCU;cristian luis vasilescu
JUDIT LASZLO;judit laszlo
IOAN MATIUT;ioan matiut
JENNIFER E. MORRIS;jennifer e morris
JACK TUSZYNSKI;jack tuszynski
BOGDAN BOERU;bogdan boeru
JANNA CARIOLI;janna carioli
BRANDY SCHILLACE;brandy schillace
GHEORGHE IANCU;gheorghe iancu
PATRICIA MENNEN;patricia mennen
ION-DANIEL PESTREA;iondaniel pestrea
ILARIA BARSOTTI;ilaria barsotti
EDWARD HOLLIS;edward hollis
DIDIER DECOIN;didier decoin
DUMITRU VIOREL NEAGU;dumitru viorel neagu
ANTHONY JULIUS;anthony julius
GIOVANNI ARPINO;giovanni arpino
LUCIA ONCICA;lucia oncica
HELENA DUGGAN;helena duggan
BRENDAN DUFFY;brendan duffy
FRANCOIS EMMANUEL;francois emmanuel
IRINA BALCU;irina balcu
BARRY A. FARBER;barry a farber
LAURENTIU COSMOIU;laurentiu cosmoiu
EMILY ST. JOHN MANDEL;emily st john mandel
EMANUEL COSMOVICI;emanuel cosmovici
ZILLAH BETHELL;zillah bethell
MADAN KATARIA;madan kataria
LEA LIS;lea lis
SILVIU LEAHU;silviu leahu
DAVID E. NIELSON;david e nielson
HUBERT BEN KEMOUN;hubert ben kemoun
ARIC A. PRATHER;aric a prather
GLORIA MARK;gloria mark
TUDORIE STEFAN;tudorie stefan
LOUISE FEIN;louise fein
HENRY NEVILLE;henry neville
ADRIAN LEVI;adrian levi
JAMES C. VANDERKAM;james c vanderkam
MIHAELA BURUIANA;mihaela buruiana
MEL ROBBINS;mel robbins
MASU STEFAN;masu stefan
JASON FRIED;jason fried
GABRIELA BARBULESCU;gabriela barbulescu
OVIDIU DAMIAN;ovidiu damian
VIRGIL PARASCHIVEANU;virgil paraschiveanu
MAGDA HELLINGER;magda hellinger
MICHAEL GERVAIS;michael gervais
PAUL HENRI THIRY, BARON D'HOLBACH;paul henri thiry baron dholbach
STELIAN PASCA-TUSA;stelian pascatusa
G.P. ERMIN;gp ermin
UDO WEIGELT;udo weigelt
GEORGE ILIAN;george ilian
ADELLE;adelle
RADU FULGA;radu fulga
DORTHE NORS;dorthe nors
AL PACINO;al pacino
DUAGI GUNAY;duagi gunay
GAYLE FORMAN;gayle forman
DIANA MIHAELA TENCIU;diana mihaela tenciu
JOHN MARTIN;john martin
MINDY PELZ;mindy pelz
SHELLEY READ;shelley read
ANGEL M. NUNEZ;angel m nunez
JIN CANRON;jin canron
CHRIS WHIPPLE;chris whipple
PASQUALE IONATA;pasquale ionata
CELINE CHADELAT;celine chadelat
RAMSA DMUCHOVSKIENE;ramsa dmuchovskiene
I. CATALUI;i catalui
ANTOANETA ZAHARIA;antoaneta zaharia
THOMAS DE QUINCEY;thomas de quincey
RICHARD VINE;richard vine
TAYFUN ONES;tayfun ones
MIREILLE D'ALLANCE;mireille dallance
SORINA BALANESCU;sorina balanescu
DANIELA-MARIA CIOBANU;danielamaria ciobanu
SHERYL PAUL;sheryl paul
MARIE HELENE PLACE;marie helene place
TUDOR-ANGEL CODREANU;tudorangel codreanu
GWEN STRAUSS;gwen strauss
LUIGI BOCCHERINI;luigi boccherini
SANDRA STEVENS;sandra stevens
PETRE BUNECI;petre buneci
ANTONIOS ATH. KALLIGERIS;antonios ath kalligeris
MIHAI BRĂDESCU;mihai bradescu
ADRIAN EDMONDSON;adrian edmondson
RIRI SYLVIA MANOR;riri sylvia manor
BRIAN J. RUTH;brian j ruth
IOAN ALEXANDRU FLOREA;ioan alexandru florea
OLIMPIA MELINTE;olimpia melinte
BERNARD GAVOTY;bernard gavoty
LAETITIA COLOMBANI;laetitia colombani
EUGENE YSAYE;eugene ysaye
CHRISTELLE CHAMBON;christelle chambon
NICOLAE MANDOIU;nicolae mandoiu
NATHAN ENGLANDER;nathan englander
OLEG GARAZ;oleg garaz
ANDI STEFANESCU;andi stefanescu
LUCIAN-DRAGOS BOGDAN;luciandragos bogdan
JEAN LAPORTE;jean laporte
HERBERT HARRIS;herbert harris
CRISTIAN PASCALAU;cristian pascalau
NICOLAS ORESME;nicolas oresme
ULISES WENSELL;ulises wensell
MIHAI ZOTA;mihai zota
ROBERT HOLDSTOCK;robert holdstock
FLORENCE LAMY;florence lamy
CORNELIU RUSSU;corneliu russu
ALEXANDRU SERES;alexandru seres
IRENE HILLEL-ERLANGER;irene hillelerlanger
WERNER JAEGER;werner jaeger
MELPOMENI CHATZIPANAGIOTOU;melpomeni chatzipanagiotou
LEWIS DARTNELL;lewis dartnell
KEVIN BARRY;kevin barry
BERNARD GUENEE;bernard guenee
FRED ROGERS;fred rogers
DEAN DEL SESTO;dean del sesto
MIRIAM TKEE;miriam tkee
LUPU ANDREEA;lupu andreea
VICTOR E. GELAN;victor e gelan
ANDREI GAZSI;andrei gazsi
ELENA NETCU;elena netcu
EMIL TIRCOMNICU;emil tircomnicu
ION M. ANGHEL;ion m anghel
ULI VELTE;uli velte
CLAUDIU GEORGESCU;claudiu georgescu
DANIELA ZECA-BUZURA;daniela zecabuzura
KARL URBAN;karl urban
SUSANNA BAILEY;susanna bailey
GEORGE PIRIU;george piriu
DAN RADU RUSANU;dan radu rusanu
I. OPRISAN;i oprisan
DAVID ATTENBOROUGH;david attenborough
CORNEL DONEA;cornel donea
JAMES W. CLEMENT;james w clement
MARION GRUSSENDORF;marion grussendorf
AYLIN BLOOM;aylin bloom
T. HAGI-GOGU;t hagigogu
NICOLETA PETUHOV;nicoleta petuhov
TUDOR VOICU;tudor voicu
A.B. CRISTINA;ab cristina
IOANA LEE;ioana lee
LINA WOLFF;lina wolff
TEODOR BOC;teodor boc
CHRIS MILLER;chris miller
MIEKO KAWAKAMI;mieko kawakami
KIERA CASS;kiera cass
CLAUDIA HAMMOND;claudia hammond
BIANCA HATEGAN;bianca hategan
CATALIN BELDEA;catalin beldea
GHEORGHE BUZATU;gheorghe buzatu
JACOB LEVY MORENO;jacob levy moreno
MAGDA URSACHE;magda ursache
MARK LEVINE;mark levine
INGVILD H. RISHOI;ingvild h rishoi
MARI BARBU;mari barbu
ELIZABETH NASSEM;elizabeth nassem
LINDSAY CLANDFIELD;lindsay clandfield
GARY JOHN BISHOP;gary john bishop
CIPRIAN BODU;ciprian bodu
RALUCA DUMITRU;raluca dumitru
ROB SHALLENBERGER;rob shallenberger
DANIEL DAIANU;daniel daianu
MIORITA BACIU GOT;miorita baciu got
GEORGE V. PRECUP;george v precup
JAYNE V. CLARK;jayne v clark
RENE GOSCINNY;rene goscinny
CATHERINE MAURICE;catherine maurice
JACK DEVINE;jack devine
FEDERICO KUKSO;federico kukso
ANNE GHESQUIERE;anne ghesquiere
ANDRZEJ NOWAK;andrzej nowak
OANA-MARIA CALIN;oanamaria calin
ADRIANA GEORGESCU;adriana georgescu
RADU R. ȘERBAN;radu r serban
IONUT BUTOI;ionut butoi
ANTONETA GALES;antoneta gales
JEAN-CHARLES BRISARD;jeancharles brisard
FRANCO LIMARDI;franco limardi
MICHEL VAN ZEVEREN;michel van zeveren
LIV CONSTANTINE;liv constantine
STEVEN SHALLENBERGER;steven shallenberger
IDIR BECHAR;idir bechar
FLORINELA POPA;florinela popa
FANG FANG;fang fang
CIPRIAN BOGDAN;ciprian bogdan
LILIANA PAICU;liliana paicu
ALEXANDRU CRISTIAN SURCEL;alexandru cristian surcel
MOSHE BAR;moshe bar
GH. BULGAR;gh bulgar
ROMULUS ROMAN;romulus roman
SUSAN FORWARD;susan forward
MENNO WIGMAN;menno wigman
SEBASTIA PERELLO;sebastia perello
ANDRÉ BAILLON;andre baillon
CARLO PETRINI;carlo petrini
JEAN-PAUL DUBOIS;jeanpaul dubois
ANNIE LIONNET;annie lionnet
MATILDA SAGE;matilda sage
NURIA JIMNEZ;nuria jimnez
ALICIA GARCIA ACOSTA;alicia garcia acosta
ALEXANDRU RADU;alexandru radu
TOM CLANCY;tom clancy
MARIA CRISTEA SOIMU;maria cristea soimu
COSTACHE OLAREANU;costache olareanu
ELIZABETH GOUDGE;elizabeth goudge
VANESSA TOINET;vanessa toinet
PAT CROCKER;pat crocker
LUKE SNIEWSKI;luke sniewski
SUSANNE WEBER;susanne weber
ION SISCANU;ion siscanu
EVA CARTER;eva carter
ELENA LEMNARU;elena lemnaru
EDWARD TSE;edward tse
DANIELA DRUGAŞ;daniela drugas
ANDREI MURESANU;andrei muresanu
DAVID ROTHKOPF;david rothkopf
NIGEL JONES;nigel jones
IOANA MARIA TURAI;ioana maria turai
ALESSANDRA VIOLA;alessandra viola
SFANTUL DIONISIE AREOPAGITUL;sfantul dionisie areopagitul
HENRI-CHARLES PUECH;henricharles puech
NECULAI BERCARU;neculai bercaru
OVIDIU ONISEI;ovidiu onisei
NICOLAE PETRESCU;nicolae petrescu
AGNIESZKA OLEJNIK;agnieszka olejnik
HERVE LE CORRE;herve le corre
GEORGE STATE;george state
CORNELIU GANCEVICI;corneliu gancevici
ADRIAN C. BOTT;adrian c bott
DINO BUZZATI;dino buzzati
MONICA CIUTA;monica ciuta
GUY GAVRIEL KAY;guy gavriel kay
LIDIA STANILOAE;lidia staniloae
CLAUDIA CIONTU;claudia ciontu
ALEXANDRU CALMACU;alexandru calmacu
PETRE MIHAI BACANU;petre mihai bacanu
ADIVA GEFFEN;adiva geffen
ANNABEL SAVERY;annabel savery
KINDRA HALL;kindra hall
HORATIU CHIOREAN;horatiu chiorean
LOUIS BASSET;louis basset
BOGDAN-AUREL TELEANU;bogdanaurel teleanu
CELINE KIERNAN;celine kiernan
ADA RIZEA;ada rizea
ALDRIC DE BIZEMONT;aldric de bizemont
MANOOK IAN;manook ian
NATSUKO IMAMURA;natsuko imamura
SARA CIUCUR;sara ciucur
ANGELIQUE DU TOIT;angelique du toit
CHRISTIANE STEFFAN;christiane steffan
JEANIENE FROST;jeaniene frost
LEFTER CHIRICA;lefter chirica
MARIA PHILIP;maria philip
VIOLETA NICULESCU;violeta niculescu
TOM HANKS;tom hanks
LEO TOLSTOY;leo tolstoy
ANDRE RODRIGUES;andre rodrigues
PETER MERTENS;peter mertens
MIHAIL SEBASTIAN SGRUMALA;mihail sebastian sgrumala
KRISTIN HARMEL;kristin harmel
MELVIN BURGESS;melvin burgess
MOUSSA NABATI;moussa nabati
TSULTRIM ALLIONE;tsultrim allione
CALINA BORA;calina bora
ANNA MELIUSZ;anna meliusz
SUZIE SHEEHY;suzie sheehy
SIDNEY ROSEN;sidney rosen
FRANZ SCHUBERT;franz schubert
CHAK RIYA CHHUOR;chak riya chhuor
ANDRA CRISTINA BUCIU;andra cristina buciu
VIRGIL CARIANOPOL;virgil carianopol
CRISTINA ANDRIS;cristina andris
SANDRA DEMETRESCU;sandra demetrescu
WEIKE WANG;weike wang
IOAN PELIVAN;ioan pelivan
ALEX G. GRIFFITHS;alex g griffiths
GERARD DENIZEAU;gerard denizeau
COSMIN POPA;cosmin popa
SUZANNE ENOCH;suzanne enoch
VLAD STROESCU;vlad stroescu
DEREK T FREEMAN;derek t freeman
MONICA TONEA;monica tonea
LAURA CALIN;laura calin
MIHNEA BALICI;mihnea balici
DARIUS MACINIC;darius macinic
PAUL BOGDAN;paul bogdan
TATIANA SPINU;tatiana spinu
LAUREN WILLIG;lauren willig
GABRIELA BODEA;gabriela bodea
RICHARD KOCH;richard koch
BALAS-BACONSCHI CRISTINA;balasbaconschi cristina
BEATRICE-ANDREEA GHERGHEL;beatriceandreea gherghel
DANIEL NAPP;daniel napp
MARTINA FUCHS;martina fuchs
ARSENIE PAPACIOC;arsenie papacioc
TOM SHORE;tom shore
KAREN M. MCMANUS;karen m mcmanus
VICTOR TARINA;victor tarina
SILVIU DANIEL BREBULET;silviu daniel brebulet
TRICIA LEVENSELLER;tricia levenseller
RUXANDRA IOANA CUREA-PITORAC;ruxandra ioana cureapitorac
