Author;Author_Std
Ileana Maria Ratcu;ileana maria ratcu
Cristina Nedelcu;cristina nedelcu
Sang Whang;sang whang
Sorin M. Radulescu;sorin m radulescu
Octavian Buda;octavian buda
Emilie Beaumont, Marie-Renee Guilloret;emilie beaumont marierenee guilloret
Razvan Petrescu;razvan petrescu
Siegfried Lenz;siegfried lenz
Douglas Preston;douglas preston
Nelson Demille;nelson demille
Antonio Patras;antonio patras
Kacy Barnett-Gramckow;kacy barnettgramckow
Mina Ianovici;mina ianovici
Jill Eileen Smith;jill eileen smith
Derek Tidball;derek tidball
Gordon T. Smith;gordon t smith
Horace Banner;horace banner
Jim Cromarty;jim cromarty
Victor Iusceanu;victor iusceanu
Bishop Parigo;bishop parigo
Doina Cobet, Laura Manea;doina cobet laura manea
Mihai Istudor;mihai istudor
Liliana Paicu;liliana paicu
Bogdan David;bogdan david
Ciprian Panzaru;ciprian panzaru
Efim Tarlapan;efim tarlapan
Raluca Vranceanu;raluca vranceanu
Ricardo Guiraldes;ricardo guiraldes
Andreea Catrinela Lazar;andreea catrinela lazar
Mihai Baciu;mihai baciu
Ion Petrica;ion petrica
Chris Mccormack, Tim Vandehey;chris mccormack tim vandehey
Maria Cristea Soimu, Adriana Trandafir;maria cristea soimu adriana trandafir
Laura Ioana Leon;laura ioana leon
Ioana Todor;ioana todor
Geo Constantinescu;geo constantinescu
Petru Jelescu;petru jelescu
Parintele Paisie;parintele paisie
Marta Petreu;marta petreu
Sfantul Serafim De Sarov;sfantul serafim de sarov
Staretul Ghorghe Zavoratul;staretul ghorghe zavoratul
Sandra Anne Taylor;sandra anne taylor
Fazekas Mihaly;fazekas mihaly
Valeriu Marius Ciungan;valeriu marius ciungan
Elena Stana;elena stana
Gheorghe Militsis;gheorghe militsis
M. Constantinescu;m constantinescu
Florin Onica;florin onica
Simona Necula;simona necula
Alexandru Purcarus;alexandru purcarus
Viorica S. Constatinescu;viorica s constatinescu
John Dryden;john dryden
Codruta Elena Mangu;codruta elena mangu
G. Oster;g oster
Elena Otilia Pirlea;elena otilia pirlea
Aurora Firta;aurora firta
Daniel Sandru, Sorin Bocancea;daniel sandru sorin bocancea
Constantin Aslam;constantin aslam
Victoria Heward;victoria heward
Lorenzo Guerrero;lorenzo guerrero
Iosif Viehmann, George Petri;iosif viehmann george petri
Cinzia Medaglia;cinzia medaglia
Daniela Folco;daniela folco
Vasile Sebastian Dancu;vasile sebastian dancu
Nicholas Kazan;nicholas kazan
Olesea Nicolaeva;olesea nicolaeva
Constantin Mihaescu;constantin mihaescu
Victor Teodoru;victor teodoru
Raluca Rogoveanu;raluca rogoveanu
Irina E. Childs;irina e childs
Vasile Selaru;vasile selaru
Mircea V. Ciobanu;mircea v ciobanu
Iacob Naros;iacob naros
Nicolae Grigore Marasanu;nicolae grigore marasanu
Vladimir Cinezan;vladimir cinezan
Dumitru Radu Popescu;dumitru radu popescu
Ion Stoica;ion stoica
Viorica Popescu;viorica popescu
Mihai Sandru, Mihai Banu, Dragos Calin;mihai sandru mihai banu dragos calin
Radu Florin Razvan;radu florin razvan
Nina Habias;nina habias
Leonard Ancuta;leonard ancuta
Ioan Milea;ioan milea
Kyre;kyre
Nicolae Paraschiv;nicolae paraschiv
Marius Popescu;marius popescu
Peter Greenaway;peter greenaway
Ion Nete;ion nete
George Rizescu;george rizescu
Zina Cenusa;zina cenusa
Dumitru Munteanu;dumitru munteanu
Aliona Grati;aliona grati
Val Butnaru;val butnaru
Sorin Rosca;sorin rosca
Toma Grigorie;toma grigorie
Leo Butnaru;leo butnaru
Francisc Vinganu;francisc vinganu
Grigore Chiper;grigore chiper
Saluc Horvat;saluc horvat
Liviu Ofileanu;liviu ofileanu
Nicolae Spataru;nicolae spataru
Adalbert Gyuris;adalbert gyuris
G. Alexianu;g alexianu
St. Mihaiescu, G. Alexianu, V. Erbiceanu;st mihaiescu g alexianu v erbiceanu
Corina Cristea;corina cristea
Ernest H. Latham;ernest h latham
Iulian Gherca;iulian gherca
Gheorghe Lencan Stoica;gheorghe lencan stoica
Constantin Hagea;constantin hagea
Florica Pop;florica pop
Sigrid Combuchen;sigrid combuchen
Gheorghe Novac;gheorghe novac
Markus Zusak;markus zusak
Marshall B. Rosenberg;marshall b rosenberg
Adina Grigore, Cristina Ipate-Toma;adina grigore cristina ipatetoma
Antoine de Saint-Exupery;antoine de saintexupery
Ernest Hemingway;ernest hemingway
Iuliana Dulica, Camelia Sima;iuliana dulica camelia sima
Octaviana Ticu-Zorilescu, Eliza-Mariam Danielian;octaviana ticuzorilescu elizamariam danielian
Eliza-Mariam Danielian, Octaviana Ticu-Zorilescu;elizamariam danielian octaviana ticuzorilescu
Maria Pastourmadzis;maria pastourmadzis
Benjamin Graham;benjamin graham
Grigore Bajenaru;grigore bajenaru
Petronela Rotar;petronela rotar
Steve Stevenson;steve stevenson
Friedrich Engels, Karl Marx;friedrich engels karl marx
Willard F. Harley, Jr.;willard f harley jr
Gabriel Garcia Marquez;gabriel garcia marquez
Ruta Sepetys;ruta sepetys
Adolfo Cassan;adolfo cassan
Catherine Maillard, Patrice Van Eersel;catherine maillard patrice van eersel
Nicolae I. Dita, Niculae Cristea;nicolae i dita niculae cristea
Jennifer L. Armentrout;jennifer l armentrout
Seneca;seneca
Octav Pancu Iasi;octav pancu iasi
Vallo Laszlo, Czaka Sarolta;vallo laszlo czaka sarolta
Bronnie Ware;bronnie ware
William Walker Atkinson;william walker atkinson
Joseph Messinger, Caroline Messinger;joseph messinger caroline messinger
M.E. Iocobescu;me iocobescu
Maria Szepes;maria szepes
Mark Haddon;mark haddon
C.W. Leadbeater;cw leadbeater
Anne Ancelin Schutzenberger;anne ancelin schutzenberger
Anne Ancelin Schutzenberger, Ghislain Devroede;anne ancelin schutzenberger ghislain devroede
Florin Streteanu, Daniel Nitu;florin streteanu daniel nitu
E. Lockhart;e lockhart
Ileana Nicoleta Salcudean, Emma Teodora Stanescu;ileana nicoleta salcudean emma teodora stanescu
Sabrina Chevannes;sabrina chevannes
Daniel Reid;daniel reid
Bogdan Calinescu;bogdan calinescu
George Huzum;george huzum
Nicolae Manolescu;nicolae manolescu
Elena Nica, Dora Baiasu, Constatin Nistorica;elena nica dora baiasu constatin nistorica
Edgar Cayce;edgar cayce
Paulo Coelho;paulo coelho
Doina Alexandru;doina alexandru
Karl Marx;karl marx
Amin Maalouf;amin maalouf
Lotte Hanreich;lotte hanreich
Tony Mott;tony mott
Leanne Campbell;leanne campbell
Girtan Silvia, Doicin Luminita Irinel;girtan silvia doicin luminita irinel
Serge Tisseron;serge tisseron
Valentina Stefan Caradeanu, Florentina Hahaianu, Elena Apopei;valentina stefan caradeanu florentina hahaianu elena apopei
Mariana Simion;mariana simion
Bernard Lewis;bernard lewis
Carmen Crismaru, Larisa Gojnete;carmen crismaru larisa gojnete
Andreea Rosca, Mona Dirtu;andreea rosca mona dirtu
Mihail Sadoveanu;mihail sadoveanu
Lee Child;lee child
Nagy Geza, Vetek Gabor;nagy geza vetek gabor
Liliana Badea, Mariana Iancu;liliana badea mariana iancu
Thomas Hardy;thomas hardy
Mitropolitul Nikolaos;mitropolitul nikolaos
Kyle Gray;kyle gray
Bertrand Russell;bertrand russell
Paul Coach Wade;paul coach wade
Joseph Heller;joseph heller
Tudor Pamfile;tudor pamfile
Marie-Noelle Maston-Lerat;marienoelle mastonlerat
Elena Iftimie;elena iftimie
Thomas Morus;thomas morus
A.H. Maslow;ah maslow
Bani Shorter, Andrew Samuels, Fred Plaut;bani shorter andrew samuels fred plaut
Jonny Fincham;jonny fincham
Eleanor H. Porter;eleanor h porter
Constatin Teodor;constatin teodor
Adrian Enescu;adrian enescu
Elisabeta Polihroniade;elisabeta polihroniade
Bret Easton Ellis;bret easton ellis
Jeffrey Eugenides;jeffrey eugenides
Norman Davies;norman davies
Trevor Romain;trevor romain
Thomas Gordon;thomas gordon
Steliana Rizeanu;steliana rizeanu
Marius Niculescu, Monica Moldoveanu;marius niculescu monica moldoveanu
Claude C. Hopkins;claude c hopkins
Megyeri Szabolcs;megyeri szabolcs
Mihai Cucu;mihai cucu
Octavian Mandrut, Steluta Dan;octavian mandrut steluta dan
L. Frank Baum;l frank baum
Elisabeta Taut;elisabeta taut
Hazel Raven;hazel raven
Robert T. Kiyosaki;robert t kiyosaki
Papus;papus
Michael Hahn;michael hahn
Vasile Dem. Zamfirescu;vasile dem zamfirescu
Brad Thor;brad thor
Becky Black, Doreen Virtue;becky black doreen virtue
Robert Dilts, John Grinder;robert dilts john grinder
Ara Septilici;ara septilici
Scott Cooper;scott cooper
Lev Raphael, Gershen Kaufman;lev raphael gershen kaufman
Valentina Stefan-Caradeanu;valentina stefancaradeanu
Allen E. Bergin, Scott Richards;allen e bergin scott richards
Marie Freyssac;marie freyssac
Ieromonah Sava Aghioritul;ieromonah sava aghioritul
Cristina Nicolaescu;cristina nicolaescu
Andrei Lorgus;andrei lorgus
Catalin Gogota;catalin gogota
Mark Hodgkinson;mark hodgkinson
Marie-Anne Desmarest;marieanne desmarest
Gill Davies, Gill Saunders;gill davies gill saunders
Dana Heuberger, Vasile Pop;dana heuberger vasile pop
Claude Hopkins;claude hopkins
Patrick Modiano;patrick modiano
Aurelia Deju;aurelia deju
Carlo Unnia;carlo unnia
Carole Ferrer;carole ferrer
Stylianos Papadopoulos;stylianos papadopoulos
Cristina Ipate-Toma, Adina Grigore;cristina ipatetoma adina grigore
Panyik Gaborne;panyik gaborne
Ionel Simota;ionel simota
Franco Volpi;franco volpi
Arhimandrit Ioan Krestiankin;arhimandrit ioan krestiankin
Henry James;henry james
Alesia Bucur;alesia bucur
Gabriela Barbulescu;gabriela barbulescu
Sorina Barbu;sorina barbu
Bill Gates;bill gates
Allan Percy;allan percy
Rip Esselstyn;rip esselstyn
Mark Goulston;mark goulston
Anatol Basarab;anatol basarab
George Echim;george echim
Silvian Floarea;silvian floarea
Ulrike Holzwarth-Raether;ulrike holzwarthraether
Constantin Dragan;constantin dragan
Catalin Gogota, Adina Gogota, Valentina Stefan-Caradeanu;catalin gogota adina gogota valentina stefancaradeanu
Julien Bratu;julien bratu
Georgiana Chitac, Martin Zick;georgiana chitac martin zick
Loredana Elena Istrate Anghel, Cristina Fuscel;loredana elena istrate anghel cristina fuscel
V. Giuleanu;v giuleanu
Georgeta Stefanescu-Barnea;georgeta stefanescubarnea
Jana Grosu Bejenaru;jana grosu bejenaru
Alain de Botton;alain de botton
Vasile Burlui;vasile burlui
Mihaela Daniela Cirstea;mihaela daniela cirstea
Barbu Delavrancea;barbu delavrancea
Brandusa-Oana Niculescu, Corina Barbu;brandusaoana niculescu corina barbu
Cornel Gabor;cornel gabor
Martin J.Dougherty;martin jdougherty
Katona Jozsef;katona jozsef
Mihai Basoiu;mihai basoiu
Solomon Northup;solomon northup
Eric Ries;eric ries
Liane Moriarty;liane moriarty
Marie-Helene Congourdeau;mariehelene congourdeau
Megan Whalen Turner;megan whalen turner
Eleonora Barsotti;eleonora barsotti
Grigorie De Nyssa, Sfantul Macarie Egipteanul, Epifanie De Salamina;grigorie de nyssa sfantul macarie egipteanul epifanie de salamina
Nicolae Turcan;nicolae turcan
Ion Vlasiu;ion vlasiu
G. Popa-Lisseanu;g popalisseanu
Luminita Cornea;luminita cornea
Thomas Caplan;thomas caplan
Dan L. Longo;dan l longo
Konig Frigyes;konig frigyes
Josephine Hart;josephine hart
Daniela Besliu, Gabriela Barbulescu, Florentina Chifu, Elena Niculae;daniela besliu gabriela barbulescu florentina chifu elena niculae
Alina Nicolae-Pertea, Dumitra Radu;alina nicolaepertea dumitra radu
Sorana Popa;sorana popa
Adrian Chiaga, Cristina Chiaga;adrian chiaga cristina chiaga
Victor H. Matthews, John H. Walton;victor h matthews john h walton
Philippa Perry;philippa perry
Titela Vilceanu;titela vilceanu
Nicolae Crisan, Anca Daniela Stanescu;nicolae crisan anca daniela stanescu
Elizabeth Verdick;elizabeth verdick
Mircea Badut;mircea badut
Ilie Constantin;ilie constantin
Brad Stone;brad stone
Leigh Bardugo;leigh bardugo
Corina Toma;corina toma
Lucian Boia;lucian boia
Edouard Si Mathilde Cortes;edouard si mathilde cortes
Laura-Magdalena Trocan;lauramagdalena trocan
Augustina Anghel, Claudia Negritoiu, Adina Grigore;augustina anghel claudia negritoiu adina grigore
David J. Wallin;david j wallin
Ada Iliescu;ada iliescu
Nick Kenny, Lucrecia Luque-Mortimer;nick kenny lucrecia luquemortimer
Robert F. Taft;robert f taft
Ioan Damaschin;ioan damaschin
Aurel Boncioaga;aurel boncioaga
Florentina Berlan;florentina berlan
A. Gh. Olteanu;a gh olteanu
Alexandru Vlad Cirea;alexandru vlad cirea
Ana Vulpe;ana vulpe
Dumitru C. Moruzi;dumitru c moruzi
Ravi Rasalingam;ravi rasalingam
George Cristian Maior;george cristian maior
Ned Orson;ned orson
Luminita Jalba;luminita jalba
Mihaela Boncioaga;mihaela boncioaga
Gheorghe Sasarman;gheorghe sasarman
Al.I. Zirra;ali zirra
Rodica Gavris-Pascu;rodica gavrispascu
Florentina Chifu, Gabriela Barbulescu, Magdalena Bogheanu;florentina chifu gabriela barbulescu magdalena bogheanu
Anne Karpf;anne karpf
Adnan Aranian;adnan aranian
Stephen Bungay;stephen bungay
Marian Stas;marian stas
Cornelia Margareta Gasparel;cornelia margareta gasparel
Carolly Erickson;carolly erickson
Nicu Butiseaca;nicu butiseaca
Mihaela Ion;mihaela ion
Gheorghe Titeica;gheorghe titeica
Renata Melinda Heilman;renata melinda heilman
Knud Jeppesen;knud jeppesen
Burgmuller;burgmuller
Tudor Ciortea;tudor ciortea
Rahmaninov;rahmaninov
Marius Popp;marius popp
Tudor Dumitrescu;tudor dumitrescu
Dan Buciu;dan buciu
Scott Joplin;scott joplin
Ionut Cristache;ionut cristache
Serban M. Copot;serban m copot
Ilarion Cocisiu;ilarion cocisiu
Dorina Stanciu;dorina stanciu
Antonio Sandu, Elena Unguru;antonio sandu elena unguru
Mikszath Kalman;mikszath kalman
Benedek Elek;benedek elek
Mora Ferenc;mora ferenc
Dan Claudiu Danisor;dan claudiu danisor
Camelia Gagu, Dorin-Valeriu Badulescu;camelia gagu dorinvaleriu badulescu
Marian Nita;marian nita
Archibald Cockren;archibald cockren
Arturo Perez-Reverte;arturo perezreverte
John O'Farrel;john ofarrel
Marius Tuca;marius tuca
Raymond Queneau;raymond queneau
Sfantul Iustin Popovici;sfantul iustin popovici
Enrica Boffelli, Guido Sirtori;enrica boffelli guido sirtori
Sarah Lark;sarah lark
Radu Mihai Crisan;radu mihai crisan
Vinice Thomas;vinice thomas
Laura Cosoi;laura cosoi
Daniela Ciochina;daniela ciochina
Gigi Ghinea;gigi ghinea
Georges Simenon;georges simenon
Anne Dauphine Julliand;anne dauphine julliand
Oana Georgescu;oana georgescu
Franz Zeiger, Waltraud Si Bettina Schober;franz zeiger waltraud si bettina schober
Maria Raicu;maria raicu
Paul Mcauley;paul mcauley
Pia Pedevilla;pia pedevilla
Alina Nechita-Vingan;alina nechitavingan
Mihail-Silviu Pocora;mihailsilviu pocora
Anca-Lelia Lorincz;ancalelia lorincz
Marius Lazarescu;marius lazarescu
Sorina Sorescu;sorina sorescu
Jean Starobinski;jean starobinski
China Mieville;china mieville
James Lee Burke;james lee burke
Jim Thompson;jim thompson
Vasile Musca;vasile musca
Gheorghe Danisor;gheorghe danisor
Bill Bryson;bill bryson
Diane Namm;diane namm
Ene Braniste;ene braniste
Mihaela Tabarca;mihaela tabarca
Friedrich Schleiermacher;friedrich schleiermacher
Voicu Bugariu;voicu bugariu
Bobbi Agostino, Ioana Bozga;bobbi agostino ioana bozga
Bogdan Costea;bogdan costea
George Mihalache;george mihalache
Paula Bud;paula bud
Lucian Gruia;lucian gruia
Emi Kiyosaki, Robert Kiyosaki;emi kiyosaki robert kiyosaki
Teresa Solana;teresa solana
Charlie Lovett;charlie lovett
Theresia Gosch;theresia gosch
Metin Omer, Florin Anghel, Gabriel Stelian Manea;metin omer florin anghel gabriel stelian manea
Ion Neagu;ion neagu
Dieter Breuers;dieter breuers
Bill O Reilly, Martin Dugard;bill o reilly martin dugard
Mircea Manta;mircea manta
Robert Kopecky;robert kopecky
Diana Mandache;diana mandache
Teodor T. Burada;teodor t burada
Joan Sole;joan sole
Gheorghe Virtosu;gheorghe virtosu
Benoit Malon;benoit malon
Alexandru Hajdau, Boleslav Hajdau;alexandru hajdau boleslav hajdau
William Goldman;william goldman
Harsanyi Zsuzsanna;harsanyi zsuzsanna
Mary O Malley;mary o malley
Maria Angels Anglada;maria angels anglada
Roman Raz;roman raz
Adrian Covic, Gabriel Ungureanu;adrian covic gabriel ungureanu
Vladimir Gaitan;vladimir gaitan
Russell Simmons, Chris Morrow;russell simmons chris morrow
Matei Visniec;matei visniec
Ioan Macovei;ioan macovei
Anya Von Bremzen;anya von bremzen
Valerie Trierweiler;valerie trierweiler
Elsa Punset;elsa punset
Sean Van Raepenbusch;sean van raepenbusch
Marius Ianus;marius ianus
Penny Preston;penny preston
John Green, Maureen Johnson, Lauren Myracle;john green maureen johnson lauren myracle
Roxana Gamart;roxana gamart
Marilee Adams;marilee adams
Trevor Blake;trevor blake
Ciprian Nitu;ciprian nitu
Septimiu M. Cristian;septimiu m cristian
Lucia Uta;lucia uta
Cosmin Flavius Costas;cosmin flavius costas
Elena Rodica Giurgiu;elena rodica giurgiu
Adela Dan;adela dan
Veronica Cossanteli;veronica cossanteli
Doreen Virtue, James Van Praagh;doreen virtue james van praagh
Robert Reeves, Doreen Virtue;robert reeves doreen virtue
Cornel Ungureanu;cornel ungureanu
Fran-Olivier Giesbert;franolivier giesbert
Thoms Cathcart;thoms cathcart
Didier Dumas;didier dumas
Titu Popescu;titu popescu
Luciana Nastasa-Kovacs;luciana nastasakovacs
John Chryssavgis;john chryssavgis
Sidney Whitman;sidney whitman
Mircea Tomus;mircea tomus
Costin Cernescu;costin cernescu
Andrei Dragulinescu;andrei dragulinescu
David Mcadams;david mcadams
Carl Gustav Jung;carl gustav jung
Cristina Mircea;cristina mircea
Edgar Parin D'Aulaire, Ingri D'Aulaire;edgar parin daulaire ingri daulaire
Christian Grenier;christian grenier
Cristian Raduta;cristian raduta
Epifanie Theodoropulos;epifanie theodoropulos
Luke Sullivan;luke sullivan
Peter Mayle;peter mayle
Mariana Damian;mariana damian
Carlo Goldoni;carlo goldoni
Scott Berkun;scott berkun
Mihai Ungureanu;mihai ungureanu
Oana Pustiu;oana pustiu
Carmen Harra;carmen harra
Rodica Chiran, Alina Nicolae-Pertea, Dumitra Radu;rodica chiran alina nicolaepertea dumitra radu
Paul Arva;paul arva
Elena Chirita;elena chirita
Cristina Preda;cristina preda
Daniel Eberhat;daniel eberhat
Mary C. Neal;mary c neal
Mariana Mostoc;mariana mostoc
Gheorghe Nistor;gheorghe nistor
Walter Moers;walter moers
Lidia Jorge;lidia jorge
Mona Arhire;mona arhire
Liviu Bratescu;liviu bratescu
Dan Bogdan, Romeo Dumitrescu;dan bogdan romeo dumitrescu
Tudor Banus / Serban Foarta;tudor banus  serban foarta
Cristina Plamadeala;cristina plamadeala
Elena Florea;elena florea
Darie Magheru;darie magheru
Marian Truta, Danut Ungureanu;marian truta danut ungureanu
Valentina Lungu;valentina lungu
Paul M. Lisnek;paul m lisnek
Vasile Vasilache;vasile vasilache
Udo Weigelt, Melanie Freund;udo weigelt melanie freund
Giuliano Ferri;giuliano ferri
Ion Lazar;ion lazar
Ion Scorobete;ion scorobete
Eugen Evu;eugen evu
Alexandru V. Boldur;alexandru v boldur
Marusia Cirstea, Sorin Liviu Damean, Lucian Dindirica;marusia cirstea sorin liviu damean lucian dindirica
Dumitru Badita;dumitru badita
Marian Nicolae;marian nicolae
Vasile Hategan;vasile hategan
Gabriel Osmonde (Andrei Makine);gabriel osmonde andrei makine
Moacyr Scliar;moacyr scliar
Lars Saabye Christensen;lars saabye christensen
Georgina Oana Gabor;georgina oana gabor
Talleyrand;talleyrand
Emanuela Ilie;emanuela ilie
Catalin Ghita;catalin ghita
Biz Stone;biz stone
Trevor Romain, Elizabeth Verdick;trevor romain elizabeth verdick
Laura Albulescu;laura albulescu
Jidi Majia;jidi majia
Maria Cogalniceanu;maria cogalniceanu
John-Paul Flintoff;johnpaul flintoff
Cristiana Tulitu-Pauna, Marian Nita;cristiana tulitupauna marian nita
Camil Baciu;camil baciu
Nicoleta Valentina Florea;nicoleta valentina florea
Ioan Les;ioan les
Puskas Valentin Zoltan, Patricia-Marilena Ionea;puskas valentin zoltan patriciamarilena ionea
Vladimir Alexe;vladimir alexe
Evsevios Vittis;evsevios vittis
Ion Andrei Tarlescu;ion andrei tarlescu
Cristina Elena Tarlescu;cristina elena tarlescu
Werner Kraus;werner kraus
Patti Smith;patti smith
Monika Dillbaum;monika dillbaum
Eisenstock Ildiko;eisenstock ildiko
L.A. Campbell;la campbell
Sabine Zett;sabine zett
Alin-Gheorghe Gavrilescu;alingheorghe gavrilescu
Florin Epure;florin epure
J. Larry Jameson;j larry jameson
Calin Hentea;calin hentea
Nathesvara;nathesvara
Ieromonah Calinic (Berger);ieromonah calinic berger
Cristinel Ghigheci;cristinel ghigheci
Anna Arutunyan;anna arutunyan
Jussi Adler Olsen;jussi adler olsen
Dan T. Sehlberg;dan t sehlberg
Carol I Al Romaniei;carol i al romaniei
Nicolae Galmeanu;nicolae galmeanu
Richard Greaves;richard greaves
Flavius Ardelean;flavius ardelean
Korossi P. Jozsef;korossi p jozsef
George Mihail-zamfirescu;george mihailzamfirescu
Mariacristina Petillo;mariacristina petillo
Alina Narcisa Crisan;alina narcisa crisan
Bernard Valman;bernard valman
George Stricker;george stricker
Sorina Creanga;sorina creanga
Miroslav Volf;miroslav volf
Albrecht Kaul, Isaac Liu;albrecht kaul isaac liu
Stefan Dumitrecu;stefan dumitrecu
Ion Dur;ion dur
Madalina Botan;madalina botan
Virginia Ciocan;virginia ciocan
Filip Gabriel Ciolacu, Nicolae Craciunoiu;filip gabriel ciolacu nicolae craciunoiu
Henry Mavrodin;henry mavrodin
Edith Mihaela Dobre;edith mihaela dobre
Mihai Spariosu, Vasile Boari;mihai spariosu vasile boari
Marius Marinel Stanescu;marius marinel stanescu
Ion Buzdugan;ion buzdugan
Margareta Garnet Rosca;margareta garnet rosca
Jim Gilbert, Terry Law;jim gilbert terry law
Dave Kraft;dave kraft
Leonard Sweet, Frank Viola;leonard sweet frank viola
Andy Hopkins;andy hopkins
Laura Miller;laura miller
Coleen Degnan-Veness;coleen degnanveness
Lois Mcmaster Bujold;lois mcmaster bujold
Eugen Statnic;eugen statnic
Titus Spanu;titus spanu
Stefan Muzsai;stefan muzsai
Dimitrios G. Metallinos;dimitrios g metallinos
Sfantul Efrem Sirul;sfantul efrem sirul
Dan Radu StăNescu;dan radu stanescu
Clelia Ifrim;clelia ifrim
Roger Vercel;roger vercel
Lucia Fisher;lucia fisher
Simona Sora;simona sora
Marius Cristian Ene;marius cristian ene
Serban Andreescu, Gheorghe Virtosu;serban andreescu gheorghe virtosu
Ion Trancau;ion trancau
Coca Popescu;coca popescu
Adela-Smaranda Ungureanu-Caimacan;adelasmaranda ungureanucaimacan
Codrut Radi;codrut radi
Elena Lescu;elena lescu
Andrei Vremir;andrei vremir
Vasile Gafton;vasile gafton
Florin-Lazar Ionila, Goran Filipi;florinlazar ionila goran filipi
Ioan Stanomir, Anamaria Elena Gheorghe, Cristina Manolache;ioan stanomir anamaria elena gheorghe cristina manolache
Matt Fitzgerald;matt fitzgerald
Abby Mcdonald;abby mcdonald
Constantin Manolache;constantin manolache
Mihaela-Loredana Nabar;mihaelaloredana nabar
Paul Tumanian;paul tumanian
Tudor Pitulac;tudor pitulac
Anca-Teodora Serban-Oprescu;ancateodora serbanoprescu
Remus Valeriu Giorgioni;remus valeriu giorgioni
Wagner Maria Ispas;wagner maria ispas
Marius Gabor;marius gabor
Ladislau Daradici;ladislau daradici
Mihai Nicolae Carciumaru;mihai nicolae carciumaru
Gavril Sedran;gavril sedran
Gabriela-Rodica Udrea;gabrielarodica udrea
Octavian Lecca;octavian lecca
Ion Iachim;ion iachim
Liliana Popa;liliana popa
Stelian Gombos;stelian gombos
Constantin Blanaru;constantin blanaru
George Tzipoia;george tzipoia
Steluta Todea;steluta todea
Mircea Bodean;mircea bodean
Elena Ionescu Colcigeanni;elena ionescu colcigeanni
Dorin V. Moldovan;dorin v moldovan
Emily Flynn;emily flynn
Monick B. Forest, Peter Priest;monick b forest peter priest
Dumitru Almas;dumitru almas
Loredana Stefan;loredana stefan
Daniel Kahneman;daniel kahneman
Lata Seth, Anuj Chawla;lata seth anuj chawla
Matt Haig;matt haig
Carmen Minulescu, Rodica Dinescu, Daniela Stoica;carmen minulescu rodica dinescu daniela stoica
Maria-Magdalena Nicolescu;mariamagdalena nicolescu
Yasunari Kawabata;yasunari kawabata
Dorina Timoce, Lucretia Eftimi, Ildiko Britz;dorina timoce lucretia eftimi ildiko britz
Bonnie Bader;bonnie bader
Octavia Popescu;octavia popescu
Aurelia Arghire;aurelia arghire
Smriti Prasadam-Halls, Alison Brown;smriti prasadamhalls alison brown
Celeste Davidson Mannis;celeste davidson mannis
Brian Tracy;brian tracy
Epictet;epictet
Vladimir Nabokov;vladimir nabokov
Claudia Negritoiu, Adina Grigore;claudia negritoiu adina grigore
Beatrix Potter;beatrix potter
Philip Carter;philip carter
Liliana Catruna;liliana catruna
Fabrice Papillon, Heloise Rambert;fabrice papillon heloise rambert
Liliana Catruna, Natalia Dan;liliana catruna natalia dan
Ioana Chicet-Macoveiciuc;ioana chicetmacoveiciuc
F. M. Dostoievski;f m dostoievski
Gabriela Olar, Otvos Lorant;gabriela olar otvos lorant
Anuj Chawla, Lata Seth;anuj chawla lata seth
Keith Hitchins;keith hitchins
Mihail Udroiu;mihail udroiu
Roberta Edwards;roberta edwards
Cristina-Valentina Dafinoiu, Laura-Elena Pascale;cristinavalentina dafinoiu lauraelena pascale
Ion Chiruta, Vasile Postolica;ion chiruta vasile postolica
Valentin Diaconu;valentin diaconu
Henry David Thoreau;henry david thoreau
Menis Yousry;menis yousry
Simona Brie, Adina Micu;simona brie adina micu
Marie-Luise Kreuter;marieluise kreuter
Bernard Bertrand;bernard bertrand
Ovidiu Harbada;ovidiu harbada
Mihaela Starceanu;mihaela starceanu
Jennifer Niven;jennifer niven
Mariana Hutanu;mariana hutanu
Valentin Diaconu, Mihaela Costache;valentin diaconu mihaela costache
Adrian Opre. Oana Benga;adrian opre oana benga
Eleanor Porter;eleanor porter
Tothne Libor Maria;tothne libor maria
Marie Kondo;marie kondo
Louise L. Hay, Robert Holden;louise l hay robert holden
Philip Houston, Michael Floyd;philip houston michael floyd
W. Chan Kim, Renee Mauborgne;w chan kim renee mauborgne
Ion-Ovidiu Panisoara;ionovidiu panisoara
Marie Kirchner;marie kirchner
Jidu Krishnamurti;jidu krishnamurti
Drunvalo Melchizedek;drunvalo melchizedek
Monahia Porfiria;monahia porfiria
Joel Fuhrman;joel fuhrman
Ramona Popovici, Camil-Gabriel Ionescu;ramona popovici camilgabriel ionescu
Rosita Corbella Paciotti;rosita corbella paciotti
Ovidiu Balan;ovidiu balan
Maria Raicu, Adina Grigore, Cristina Ipate-Toma;maria raicu adina grigore cristina ipatetoma
Peter Thiel Cu Blake Masters;peter thiel cu blake masters
Carmen Trandafirescu, Georgeta Patru;carmen trandafirescu georgeta patru
Jenny Han;jenny han
Gheorghe Mohan;gheorghe mohan
Mihaela Bilic;mihaela bilic
Bohumil Hrabal;bohumil hrabal
Francine Shapiro;francine shapiro
Orhan Pamuk;orhan pamuk
Elisabeth Horowitz;elisabeth horowitz
Parinoush Saniee;parinoush saniee
Romain Rolland;romain rolland
David McKee;david mckee
Raluca Feher;raluca feher
