Author,Author_Std
"Frétault-Preiss, Valérie - Wagner, Erik - Werry, Hanno",barr james
"Gregor, Gertraud - Herzog, Walpurga - Héloury, Michèle - Jorißen, Catherine - Kraus, Alexander - Mann-Grabowski, Catherine - Winz, Peter",hartke bodo  diehl kirsten
"Abbey, Susan - Berwick, Gwen - Donoghue, Frank",hawrosch olexandr  zhadan serhij  maljartschuk tanja  karpa irena  kidruk maxym  kokotjucha andrij  sniadanko natalkatschech  uschkalow saschko  wynnytschuk jurij  sabuschko oksana
"Diehm, Jan - Fingerhut, Armin - Fischer, Christoph - Grunow, Cordula - Horwitz, Angela - Schick, Irmgard - Simberger, Sandra - Wölfel, Manuela",ploss oliver
"Diehm, Jan - Fingerhut, Armin - Fischer, Christoph - Grunow, Cordula - Horwitz, Angela - Mielke, Angela - Muth, Kerstin - Wölfel, Manuela",b b
"Barr, James",scheeser petra
"Hartke, Bodo - Diehl, Kirsten",sand george
"Hawrosch, Olexandr - Zhadan, Serhij - Maljartschuk, Tanja - Karpa, Irena - Kidruk, Maxym - Kokotjucha, Andrij - Sniadanko, NatalkaTschech - Uschkalow, Saschko - Wynnytschuk, Jurij - Sabuschko, Oksana",mann charles c
"Ploss, Oliver",urmes dietmar
B. B.,behlesaure birgit  ecker wolfgang  foster heidelinde  koenen marlies  roder kathrin  sinemus antje
"Scheeser, Petra",stocker paul
"Sand, George",halstenbach britta  hammer evamaria  petersensilberg christine  schottler anke
"Mann, Charles C.",steinhauer britta  thiel norma  trepper miriam  alcaniz angela cuevas  duncker monica  halstenbach britta  hammer evamaria  heinrich cora  petersensilberg christine  schottler anke
"Urmes, Dietmar",duscher sandra  kleinschmidtbrautigam mascha  kolbe margret  menzel dirk  wildemann anja
"Behle-Saure, Birgit - Ecker, Wolfgang - Foster, Heidelinde - Koenen, Marlies - Röder, Kathrin - Sinemus, Antje",duscher sandra  kleinschmidtbrautigam mascha  kolberg margret  menzel dirk  wildemann anja
"Stocker, Paul",huser kathrin  kiesingerjehle barbara  lampe alexandra  rebenstorff heidrun  schischmanjan seta  volk meike
"Halstenbach, Britta - Hammer, Eva-Maria - Petersen-Silberg, Christine - Schöttler, Anke",freud sigmund
"Steinhauer, Britta - Thiel, Norma - Trepper, Miriam - Alcaniz, Ángela Cuevas - Duncker, Mónica - Halstenbach, Britta - Hammer, Eva-Maria - Heinrich, Cora - Petersen-Silberg, Christine - Schöttler, Anke",wilde oscar
"Duscher, Sandra - Kleinschmidt-Bräutigam, Mascha - Kolbe, Margret - Menzel, Dirk - Wildemann, Anja",casasayas alberto ribas
"Duscher, Sandra - Kleinschmidt-Bräutigam, Mascha - Kolberg, Margret - Menzel, Dirk - Wildemann, Anja",hoppe hanshermann
"Hüser, Kathrin - Kiesinger-Jehle, Barbara - Lampe, Alexandra - Rebenstorff, Heidrun - Schischmanjan, Seta - Volk, Meike",scharrer ingo
"Freud, Sigmund",scholz cornelia  oppenlander ulla  maempel annchristin
"Szlezák, Thomas A.",schwertfuhrer sabine
"Wilde, Oscar",reibold dieter k
"Casasayas, Alberto Ribas",rossner wolfgang  graubner carlalexander
"Hoppe, Hans-Hermann",caelers christina
"Scharrer, Ingo",laut franz  schauder rolf  schroeder jens
"Scholz, Cornelia - Oppenländer, Ulla - Maempel, Ann-Christin",miller karen
"Schwertführer, Sabine",mcbratney sam
"Reibold, Dieter K.",heger moritz  stark nelia  storz reinhard
"Rossner, Wolfgang - Graubner, Carl-Alexander",jorien catherine  heloury michele
"Caelers, Christina",budke monika  goecke anne  woitalla gabriele  wolf marion
"Laut, Franz - Schauder, Rolf - Schroeder, Jens",stanzel rita  naumannharms henriette  meeh sandra  brunold frido
"Miller, Karen",berkemeier helga  gabriel ilona  hecht wolfgang  kalvelage kurt  leppig manfred  schonthaler ingeborg  spiering helmut  vergoen herbert
"McBratney, Sam",doring barbel  dorschmann jana  gutzmann marion
"Heger, Moritz - Stark, Nelia - Storz, Reinhard",blecken gudrun
"Jorißen, Catherine - Héloury, Michèle",goodhind jean g
"Budke, Monika - Goecke, Anne - Woitalla, Gabriele - Wolf, Marion",manotti dominique
"Stanzel, Rita - Naumann-Harms, Henriette - Meeh, Sandra - Brunold, Frido",manngrabowski catherine  gregor gertraud
"Berkemeier, Helga - Gabriel, Ilona - Hecht, Wolfgang - Kalvelage, Kurt - Leppig, Manfred - Schönthaler, Ingeborg - Spiering, Helmut - Vergoßen, Herbert",abbey susan  donoghue frank
"Döring, Bärbel - Dörschmann, Jana - Gutzmann, Marion",schweitzer barbel
"Blecken, Gudrun",hoppe irene  gutzmann marion
"Goodhind, Jean G.",demirel ummu  deseniss astrid  drews claudia  grulich christian  hohenstein christina  schachner anne  ullrich susanne  winter christine
"Manotti, Dominique",kaiserdeutrich brita  marko iris  pechau antje  schon petra
"Mann-Grabowski, Catherine - Gregor, Gertraud",winter christine  ullrich susanne  schachner anne  hohenstein christina  grulich christian  drews claudia  deseniss astrid  demirel ummu
"Abbey, Susan - Donoghue, Frank",dreierkuzuhara daniela  gerstenmaier wiebke  grimm sonja  pfeifer katrin  schumpp annette  sorg jutta
"Schweitzer, Bärbel",hilbert jorg  janosa felix
"Hoppe, Irene - Gutzmann, Marion",brunold frido  mansour susanne  meeh sandra  naumannharms henriette  praast monika  stanzel rita  worner martin
"Demirel, Ümmü - Deseniss, Astrid - Drews, Claudia - Grulich, Christian - Hohenstein, Christina - Schachner, Anne - Ullrich, Susanne - Winter, Christine",jung c g
"Kaiser-Deutrich, Brita - Marko, Iris - Pechau, Antje - Schön, Petra",sullivan mark t
"Winter, Christine - Ullrich, Susanne - Schachner, Anne - Hohenstein, Christina - Grulich, Christian - Drews, Claudia - Deseniss, Astrid - Demirel, Ümmü",grass gunter
"Dreier-Kuzuhara, Daniela - Gerstenmaier, Wiebke - Grimm, Sonja - Pfeifer, Katrin - Schumpp, Annette - Sorg, Jutta",enghardt barbara  etzold heiko  fischer eva  forte attilio  franz alexander
"Hilbert, Jörg - Janosa, Felix",grisham john
"Brunold, Frido - Mansour, Susanne - Meeh, Sandra - Naumann-Harms, Henriette - Praast, Monika - Stanzel, Rita - Wörner, Martin",orjinta ikechukwu aloysius
"Jung, C. G.",keane john b
"Sullivan, Mark T.",grill heinz
"Grass, Günter",sander l
"Enghardt, Barbara - Etzold, Heiko - Fischer, Eva - Forte, Attilio - Franz, Alexander",volk stefan
"Grisham, John",klingbeil tanja  konnen stephanie  linden rolande  schmitz christiane  spichale ursula  weydert mady  luxemburg ministerium fur erziehung und berufsausbildung
"Orjinta, Ikechukwu Aloysius",stuber mechthild  schneider frank  rusnok tokalena  petig dagmar  dick friedrich  chatzistamatiou julie  biegler alexandra
"Keane, John B.",bohlinger janine  chatzistamatiou julie  dick friedrich  fulde agnes  gauggel hansjoachim  hoffmann frauke  lichtenstein marianna  petig dagmar  rusnok tokalena  schneider frank  stuber mechthild
"Grill, Heinz",kraus sandra
"Sander, L.",hermanussen michael  gonder ulrike
"Volk, Stefan",arnold jana
"Klingbeil, Tanja - Konnen, Stéphanie - Linden, Rolande - Schmitz, Christiane - Spichale, Ursula - Weydert, Mady - Luxemburg, Ministerium für Erziehung und Berufsausbildung",fokken silke  worner martin
"Stüber, Mechthild - Schneider, Frank - Rusnok, Toka-Lena - Petig, Dagmar - Dick, Friedrich - Chatzistamatiou, Julie - Biegler, Alexandra",hausdorfer joachim  hinz robert  klatt gabriele  klauer adelheid  kruse remmer  tillmann oliver
"Bohlinger, Janine - Chatzistamatiou, Julie - Dick, Friedrich - Fulde, Agnes - Gauggel, Hans-Joachim - Hoffmann, Frauke - Lichtenstein, Marianna - Petig, Dagmar - Rusnok, Toka-Lena - Schneider, Frank - Stüber, Mechthild",dostojewskij fjodor m
"Kraus, Sandra",hahn ferdinand
"Hermanussen, Michael - Gonder, Ulrike",held wolfgang
"Arnold, Jana",schneider johannes w
"Fokken, Silke - Wörner, Martin",althaus rainer
"Hausdörfer, Joachim - Hinz, Robert - Klatt, Gabriele - Klauer, Adelheid - Kruse, Remmer - Tillmann, Oliver",may karl
"Dostojewskij, Fjodor M.",schmitt miriam
"Hahn, Ferdinand",kramer dirk
"Held, Wolfgang",gehstein martin
"Schneider, Johannes W.",schmidt hans
"Althaus, Rainer",euler verena  reul andreas
"May, Karl",best ilse  muller gudrun
"Schmitt, Miriam",kraus sandra  sommer sandra
"Krämer, Dirk",trapp andrea  weiner wolfgang
"Gehstein, Martin",bettner marco  dinges erik
"Schmidt, Hans",wissner thilo
"Euler, Verena - Reul, Andreas",fuchs birgit
"Best, Ilse - Müller, Gudrun",knipp martina
"Kraus, Sandra - Sommer, Sandra",sutter anne charlotte
"Trapp, Andrea - Weiner, Wolfgang",adam grit  bentin werner  breitkopf kathleen  deters ulrich  hergesell dirk  morgner ulla  roose werner  schindler jutta  schremb rainer  seim adelheid  widmann melinda  wurstfalck britta
"Bettner, Marco - Dinges, Erik",adam grit  bentin werner  breitkopf kathleen  deters ulrich  hergesell dirk  morgner ulla  roose werner  schindler jutta  schremb rainer  seim adelheid  wurstfalck britta
"Wissner, Thilo",camilleri andrea
"Fuchs, Birgit",vanberg viktor j
"Knipp, Martina",lynch scott
"Sutter, Anne Charlotte",kohlmoos melanie
"Adam, Grit - Bentin, Werner - Breitkopf, Kathleen - Deters, Ulrich - Hergesell, Dirk - Morgner, Ulla - Roose, Werner - Schindler, Jutta - Schremb, Rainer - Seim, Adelheid - Widmann, Melinda - Wurst-Falck, Britta",gerlach stefan
"Adam, Grit - Bentin, Werner - Breitkopf, Kathleen - Deters, Ulrich - Hergesell, Dirk - Morgner, Ulla - Roose, Werner - Schindler, Jutta - Schremb, Rainer - Seim, Adelheid - Wurst-Falck, Britta",tondok wil
"Camilleri, Andrea",hirano kohta
"Vanberg, Viktor J.",ward j r
"Lynch, Scott",sjon
"Köhlmoos, Melanie",drosser christoph
"Gerlach, Stefan",berman sabina
"Tondok, Wil",schermer f j
"Hirano, Kohta",yunus muhammad
"Ward, J. R.",ragde anne b
Sjón,leadbeater charles w
"Drösser, Christoph",gregor gertraud  herzog walpurga  jorien catherine  kraus alexander  manngrabowski catherine  winz peter
"Berman, Sabina",auer maria  schmidtbuttner johanna  wei birgit  winkelmeyr kornelia
"Schermer, F. J.",grundel markus  schinabeck johann
"Yunus, Muhammad",gunz josef
"Ragde, Anne B.",jacobs anne
"Leadbeater, Charles W.",heitmann friedhelm  roleffscholz dorle
"Gregor, Gertraud - Herzog, Walpurga - Jorißen, Catherine - Kraus, Alexander - Mann-Grabowski, Catherine - Winz, Peter",brockdorff anna  jung klaus
"Auer, Maria - Schmidt-Büttner, Johanna - Weiß, Birgit - Winkelmeyr, Kornelia",gebhard lilli  rencker tanja  staffelschierhoff ulrike
"Gründel, Markus - Schinabeck, Johann",arnold karin  bussen jens  bottger michaela  dietrich volkmar  luttgens uwe  schafer steffen
"Gunz, Josef",funk hermann  kuhn christina  nielsen laura  rische kerstin
"Jacobs, Anne",funk hermann  kuhn christina
"Heitmann, Friedhelm - Roleff-Scholz, Dorle",ginter roland  pennig dagmar  prokoph kerstin  scheel karin  wehser adria
"Brockdorff, Anna - Jung, Klaus",brenner gerd  campe ulrich  erlach dietrich  fenske ute  gierlich heinz  grunow cordula  joist alexander  kauffeldt rolf  langner markus  mielke angela  mohr deborah  pabelick norbert  schappert christoph  stahlbusch marlene  tetling klaus
"Gebhard, Lilli - Rencker, Tanja - Staffel-Schierhoff, Ulrike",hoffmann sonja  knoll anjamaria
"Arnold, Karin - Bussen, Jens - Böttger, Michaela - Dietrich, Volkmar - Lüttgens, Uwe - Schäfer, Steffen",kaiserdeutrich brita  kruse andrea  masur sylvia  michaelis sylke  oehme viola  pietzsch gerda  ploog gittabianca  putzger elke  rump freya  scheuringerhillus luzia  schmidt birgit  schwelgengraber wiebke  schubel adelbert  thiele marianne  tomaszek viola
"Funk, Hermann - Kuhn, Christina - Nielsen, Laura - Rische, Kerstin",locke john
"Funk, Hermann - Kuhn, Christina",wette wolfram
"Ginter, Roland - Pennig, Dagmar - Prokoph, Kerstin - Scheel, Karin - Wehser, Adria",hamacher werner
"Brenner, Gerd - Campe, Ulrich - Erlach, Dietrich - Fenske, Ute - Gierlich, Heinz - Grunow, Cordula - Joist, Alexander - Kauffeldt, Rolf - Langner, Markus - Mielke, Angela - Mohr, Deborah - Pabelick, Norbert - Schappert, Christoph - Stahl-Busch, Marlene - Tetling, Klaus",zeni ulrich jakob
"Hoffmann, Sonja - Knoll, Anja-Maria",schulte andrea
"Kaiser-Deutrich, Brita - Kruse, Andrea - Masur, Sylvia - Michaelis, Sylke - Oehme, Viola - Pietzsch, Gerda - Ploog, Gitta-Bianca - Putzger, Elke - Rump, Freya - Scheuringer-Hillus, Luzia - Schmidt, Birgit - Schwelgengräber, Wiebke - Schübel, Adelbert - Thiele, Marianne - Tomaszek, Viola",hume david
"Locke, John",brisch karl heinz
"Wette, Wolfram",solowjew wladimir s
"Hamacher, Werner",tolzin hans u p
"Zeni, Ulrich Jakob",erkert andrea
"Schulte, Andrea",boutavant marc  guibert emmanuel
"Hume, David",behnke andrea
"Brisch, Karl Heinz",blahak gerlinde
"Solowjew, Wladimir S.",hohmann karin
"Tolzin, Hans U. P.",gaigg walter
"Erkert, Andrea",habersack charlotte  pude angela  specht franz
"Boutavant, Marc - Guibert, Emmanuel",schwandl robert
"Behnke, Andrea",rosner manuela  kusgen barbara
"Blahak, Gerlinde",de la mare christina
"Hohmann, Karin",fermer david
"Gaigg, Walter",fesenmeier bettina  foster heidelinde  hubbert petra  koenen marlies  kunz lydia  schick simone  sinemus antje  strozyk krystyna
"Habersack, Charlotte - Pude, Angela - Specht, Franz",dronia michael  kipf stefan  kohler alexandra  korda birgit  lobe michael
"Schwandl, Robert",backhaus ute  borner katharina  goldammer matthias  heydenreich reinhard  klinke jorn  lobe michael
"Rösner, Manuela - Küsgen, Barbara",banks maya
"De La Mare, Christina",katayama k  yamamoto y
"Fermer, David",bruyn gunter
"Fesenmeier, Bettina - Foster, Heidelinde - Hubbert, Petra - Koenen, Marlies - Kunz, Lydia - Schick, Simone - Sinemus, Antje - Strozyk, Krystyna",corts magga  ter harmsel ina
"Dronia, Michael - Kipf, Stefan - Köhler, Alexandra - Korda, Birgit - Lobe, Michael",geerken ronny  marko iris  pechau antje  schon petra
"Backhaus, Ute - Börner, Katharina - Goldammer, Matthias - Heydenreich, Reinhard - Klinke, Jörn - Lobe, Michael",berner nicole elisabeth  determann ulrike  gehrisch kirsten  harms christina  osterholt norbert  penzel joachim  schmidt rebekka  wahner stefan
"Banks, Maya",wagener andrea  simberger sandra  schick irmgard  potthast vera  muth kerstin  mielke angela  horwitz angela  diehm jan
"Katayama, K. - Yamamoto, Y.",diehm jan  grunow cordula  horwitz angela  mielke angela  muth kerstin  potthast vera  schick irmgard  simberger sandra  wagener andrea
"Bruyn, Günter",joist alexander  grunow cordula  gierlich heinz  fenske ute  erlach dietrich  campe ulrich  brenner gerd
"Corts, Magga - ter Harmsel, Ina",donna leon
"Geerken, Ronny - Marko, Iris - Pechau, Antje - Schön, Petra",endlich constanze
"Berner, Nicole Elisabeth - Determann, Ulrike - Gehrisch, Kirsten - Harms, Christina - Osterholt, Norbert - Penzel, Joachim - Schmidt, Rebekka - Wahner, Stefan",montignac michel
"Wagener, Andrea - Simberger, Sandra - Schick, Irmgard - Potthast, Vera - Muth, Kerstin - Mielke, Angela - Horwitz, Angela - Diehm, Jan",cuno sabine
"Diehm, Jan - Grunow, Cordula - Horwitz, Angela - Mielke, Angela - Muth, Kerstin - Potthast, Vera - Schick, Irmgard - Simberger, Sandra - Wagener, Andrea",draksal michael
"Joist, Alexander - Grunow, Cordula - Gierlich, Heinz - Fenske, Ute - Erlach, Dietrich - Campe, Ulrich - Brenner, Gerd",junge wolfgang
Donna Leon,cohan william d
"Endlich, Constanze",utbult jan
"Montignac, Michel",cole teju
"Cuno, Sabine",salvatore r a
"Draksal, Michael",fink torsten
"Junge, Wolfgang",forester c s
"Cohan, William D.",togashi yoshihiro
"Utbult, Jan",feldmann christian
"Cole, Teju",gramowski kirstin
"Salvatore, R. A.",denkler rainer  frey anette  fritsche steffen  hof bernhard  mordstein bettina  wagnerjakob rudolf
"Fink, Torsten",langhans katrin
"Forester, C. S.",fingerloos frank  hegger josef  zilch konrad
"Togashi, Yoshihiro",klaubert katrin
"Feldmann, Christian",sarastro gmbh
"Gramowski, Kirstin",sommer sandra  sommer markus
"Denkler, Rainer - Frey, Anette - Fritsche, Steffen - Hof, Bernhard - Mordstein, Bettina - Wagner-Jakob, Rudolf",jung heike
"Langhans, Katrin",krollgabriel sandra
"Fingerloos, Frank - Hegger, Josef - Zilch, Konrad",gad nabil
"Klaubert, Katrin",kuppers sonja
Sarastro Gmbh,wehren bernd
"Sommer, Sandra - Sommer, Markus",sixtus albert
"Jung, Heike",wanner rosi
"Kroll-Gabriel, Sandra",koenig detlef  roth susanne  seiwert lothar j
"Gad, Nabil",hanneforth alexandra
"Küppers, Sonja",schuder frauke  wollenheit iris
"Wehren, Bernd",lotz frank
"Sixtus, Albert",hormes stephan  peust silke
"Wanner, Rosi",hajek erwin
"Koenig, Detlef - Roth, Susanne - Seiwert, Lothar J.",whittaker molly  holtermann horst  hanni andreas
"Hanneforth, Alexandra",perls frederick s
"Schüder, Frauke - Wollenheit, Iris",atay bilge  atay mete
"Lotz, Frank",kubitza frank
"Hormes, Stephan - Peust, Silke",knothe klaus  gasch robert
"Hajek, Erwin",beck markus  fischer christoph  imhof peter  loew anja  mutter claudia  peterbrutscher christina  ruppert birgit  schittenhelm monika  sieber greda  trost alexander  weber anke  woitas simone  wolfel manuela
"Whittaker, Molly - Holtermann, Horst - Hänni, Andreas",lenartz norbert
"Perls, Frederick S.",roser winfried
"Atay, Bilge - Atay, Mete",schmidtgroer a  moog f  jobst m
"Kubitza, Frank",tacken sascha rene
"Knothe, Klaus - Gasch, Robert",jonas kai j  boos margarete  brandstatter veronika
"Beck, Markus - Fischer, Christoph - Imhof, Peter - Loew, Anja - Mutter, Claudia - Peter-Brutscher, Christina - Ruppert, Birgit - Schittenhelm, Monika - Sieber, Greda - Trost, Alexander - Weber, Anke - Woitas, Simone - Wölfel, Manuela",heier magnus
"Lenartz, Norbert",gast thomas
"Röser, Winfried",freitag barbel
"Schmidt-Größer, A. - Moog, F. - Jobst, M.",steinhofer harald
"Tacken, Sascha René",vincent lynn  burpo todd
"Jonas, Kai J. - Boos, Margarete - Brandstätter, Veronika",fleige jennifer  seegers anke  upmeier zu belzen annette  kruger dirk
"Heier, Magnus",hjelmstad keith d
"Gast, Thomas",schrader halwart
"Freitag, Bärbel",lakomy reinhard
"Steinhofer, Harald",budde julia  erdogan nermin  horenberg nicole  janen hansjurgen  jeuck judith  sandmann matthias  schaal heike  schulz jutta
"Vincent, Lynn - Burpo, Todd",treleaven clare
"Fleige, Jennifer - Seegers, Anke - Upmeier zu Belzen, Annette - Krüger, Dirk",kakoulas marisa
"Hjelmstad, Keith D.",allen a a
"Schrader, Halwart",sparks nicholas
"Lakomy, Reinhard",zola emile
"Budde, Julia - Erdogan, Nermin - Hörenberg, Nicole - Janßen, Hans-Jürgen - Jeuck, Judith - Sandmann, Matthias - Schaal, Heike - Schulz, Jutta",diaz gutierrez eva  villarrasa maria  thomas barbara  jimenez alicia
"Treleaven, Clare",smith paul
"Kakoulas, Marisa",kulling martina
"Allen, A. A.",kishida shuko
"Sparks, Nicholas",liker jeffrey k  meier david p
"Zola, Émile",clamer friedrich  heilmann erhard g  roller helmut
"Díaz Gutíerrez, Eva - Villarrasa, María - Thomas, Barbara - Jimenez, Alicia",buechner frederick
"Smith, Paul",janz hermann d
"Külling, Martina",despeghel michael  muliar doris
"Kishida, Shuko",ravishankar anushka
"Liker, Jeffrey K. - Meier, David P.",diehl wolfgang
"Clamer, Friedrich - Heilmann, Erhard G. - Röller, Helmut",muhlbauer thomas  roth ralf  kibele armin  brehm david g  granacher urs
"Buechner, Frederick",kaplan helmut f
"Janz, Hermann D.",reber ulrich
"Despeghel, Michael - Muliar, Doris",magdefrau werner
"Ravishankar, Anushka",germain s
"Diehl, Wolfgang",mettmann walter  alfonso na
"Mühlbauer, Thomas - Roth, Ralf - Kibele, Armin - Brehm, David G. - Granacher, Urs",michels ulrich
"Kaplan, Helmut F.",thormann rena
"Reber, Ulrich",schmidt hansj
"Mägdefrau, Werner",profeld hansjoachim
"Germain, S.",kantelhardt sven r
"Mettmann, Walter - Alfonso, Na",hoops grete
"Michels, Ulrich",carney elizabeth
"Thormann, Rena",kahn aunia  moon russell j
"Schmidt, Hans-J.",hablutzel christian
"Profeld, Hans-Joachim",lobe michael
"Kantelhardt, Sven R.",holle alexandre  hirschsprung nathalie
"Hoops, Grete",pfeifer emilia
"Carney, Elizabeth",look ernstrudiger  quade horst
"Kahn, Aunia - Moon, Russell J",clark mary higgins
"Hablützel, Christian",dahlke martin  tiedt gunther  gieseke friedrichw  kaese jurgen  langanke lutz  petter matthias  richter andy  richter mario  schmid karlgeorg  sokele gunter
"Lobe, Michael",andersen hanschristian
"Holle, Alexandre - Hirschsprung, Nathalie",aristoteles
"Pfeifer, Emilia",gregor gertraud
"Look, Ernst-Rüdiger - Quade, Horst",gregor gertraud  herzog walpurga  jorien catherine  kraus alexander  manngrabowski catherine  mertens jurgen
"Clark, Mary Higgins",friebe mirjam
"Dahlke, Martin - Tiedt, Günther - Gieseke, Friedrich-W. - Kaese, Jürgen - Langanke, Lutz - Petter, Matthias - Richter, Andy - Richter, Mario - Schmid, Karl-Georg - Sokele, Günter",hoffmann ernst theodor amadeus
"Andersen, Hans-Christian",gebhard lilli  munoz ina  neudeck anne
Aristoteles,bielert susanne  braun dorothee  bohme marion  klamann gabriele  kolbeschwettmann martina  krau michaela  mumm michael  nossek catrin
"Gregor, Gertraud",schiller friedrich
"Gregor, Gertraud - Herzog, Walpurga - Jorißen, Catherine - Kraus, Alexander - Mann-Grabowski, Catherine - Mertens, Jürgen",cook frederick a
"Friebe, Mirjam",gonzalez justo l
"Hoffmann, Ernst Theodor Amadeus",gass andreas
"Gebhard, Lilli - Muñoz, Ina - Neudeck, Anne",keller gottfried  lubke diethard
"Bielert, Susanne - Braun, Dorothee - Böhme, Marion - Klaßmann, Gabriele - Kolbe-Schwettmann, Martina - Krauß, Michaela - Mumm, Michael - Nossek, Catrin",benthien axel
"Schiller, Friedrich",geiler karlheinz a
"Cook, Frederick A.",hemingway ernest
"Gonzalez, Justo L.",gebhardt christoph  gutmann christine
"Gass, Andreas",kahn s lowell  gaskin cree m  sharp victoria l  keats theodore e
"Keller, Gottfried - Lübke, Diethard",worm heinzlothar
"Benthien, Axel",breidenbach christine
"Geißler, Karlheinz A.",konkow monika
"Hemingway, Ernest",coster birgit de
"Gebhardt, Christoph - Gutmann, Christine",mankell henning
"Kahn, S. Lowell - Gaskin, Cree M. - Sharp, Victoria L. - Keats, Theodore E.",weidner christopher a
"Worm, Heinz-Lothar",asfahani mohamad n
"Breidenbach, Christine",schafer patrick
"Konkow, Monika",westwell ian
"Coster, Birgit De",backstein bastian
"Mankell, Henning",mittermeier werner
"Weidner, Christopher A.",klotz andreas  meyer stephan martin
"Asfahani, Mohamad N",brunold frido  meeh sandra  naumannharms henriette  stanzel rita
"Schäfer, Patrick",gottsteinschramm barbara  kalender susanne  specht franz  duckstein barbara
"Westwell, Ian",wien w
"Backstein, Bastian",nippoldt a
"Mittermeier, Werner",hilger hans p
"Klotz, Andreas - Meyer, Stephan Martin",hinderer k
"Brunold, Frido - Meeh, Sandra - Naumann-Harms, Henriette - Stanzel, Rita",engel jorg
"Gottstein-Schramm, Barbara - Kalender, Susanne - Specht, Franz - Duckstein, Barbara",hand david j  berthold michael r  kok joost n
"Wien, W.",dahn bernd i  wolter helmut
"Nippoldt, A.",schlapp herbert h  riedmuller k h
"Hilger, Hans P.",renaud victor
"Hinderer, K.",nagel stefan  sennlaub gerhard  szelenko christine  wendelmuth edmund  wolt ruth
"Engel, Jörg",born iris  forster katharina  hartkopf monika  haugwitz solveig  hintsch volker  langenbruch adelheid  rademacher inka
"Hand, David J. - Berthold, Michael R. - Kok, Joost N.",volevich l  gindikin s g
"Dahn, Bernd I. - Wolter, Helmut",hoff kay
"Schlapp, Herbert H. - Riedmüller, K. H.",kalker j j
"Renaud, Victor",daehne s  wolfbeis otto s  reschgenger ute
"Nagel, Stefan - Sennlaub, Gerhard - Szelenko, Christine - Wendelmuth, Edmund - Wolt, Ruth",betz bettina  bezold angela  dolencpetz ruth  gasteiger hedwig  holz carina  ihnhuber petra  kullen christine  plankl elisabeth  schraml carola
"Born, Iris - Förster, Katharina - Hartkopf, Monika - Haugwitz, Solveig - Hintsch, Volker - Langenbruch, Adelheid - Rademacher, Inka",balins mechtilde  durr rita  franzenstephan nicole  gerstner petra  plotzer ute  strothmann anne  torke margot  verboom lilo
"Volevich, L. - Gindikin, S. G.",betz bettina  bezold angela  dolencpetz ruth  gasteiger hedwig  ihnhuber petra  kullen christine  plankl elisabeth  schraml carola
"Hoff, Kay",levine steven i  pantsov alexander v
"Kalker, J. J.",kniffka gabriele  roelcke thorsten
"Daehne, S. - Wolfbeis, Otto S. - Resch-Genger, Ute",dostojewski fjodor m
"Betz, Bettina - Bezold, Angela - Dolenc-Petz, Ruth - Gasteiger, Hedwig - Hölz, Carina - Ihn-Huber, Petra - Kullen, Christine - Plankl, Elisabeth - Schraml, Carola",schneider liane
"Balins, Mechtilde - Dürr, Rita - Franzen-Stephan, Nicole - Gerstner, Petra - Plötzer, Ute - Strothmann, Anne - Torke, Margot - Verboom, Lilo",fischer margot
"Betz, Bettina - Bezold, Angela - Dolenc-Petz, Ruth - Gasteiger, Hedwig - Ihn-Huber, Petra - Kullen, Christine - Plankl, Elisabeth - Schraml, Carola",wright n t
"Levine, Steven I. - Pantsov, Alexander V.",deutsche gesellschaft fur geotechnik e v german geotechnical society
"Kniffka, Gabriele - Roelcke, Thorsten",baule gisela
"Dostojewski, Fjodor M.",arnhold oliver  klein constantin
"Schneider, Liane",hamid mohsin
"Fischer, Margot",higashida naoki
"Wright, N. T.",telemann georg philipp
Deutsche Gesellschaft fur Geotechnik e. V. /German Geotechnical Society,modschiedler walter
"Baule, Gisela",brenner gerd  fenske ute  gierlich heinz  grunow cordula  joist alexander  langner markus  mielke angela  mohr deborah  oldeweme christoph  pabelick norbert  schappert christoph  schneider frank  stahlbusch marlene  tetling klaus
"Arnhold, Oliver - Klein, Constantin",volmert julia
"Hamid, Mohsin",spielberger walter j  doyle l hilary
"Higashida, Naoki",berkemeier helga
"Telemann, Georg Philipp",betz bettina  bezold angela  dolencpetz ruth  gasteiger hedwig  ihnhuber petra  kullen christine  plankl elisabeth
"Modschiedler, Walter",nickolai werner  bukowski annette
"Brenner, Gerd - Fenske, Ute - Gierlich, Heinz - Grunow, Cordula - Joist, Alexander - Langner, Markus - Mielke, Angela - Mohr, Deborah - Oldeweme, Christoph - Pabelick, Norbert - Schappert, Christoph - Schneider, Frank - Stahl-Busch, Marlene - Tetling, Klaus",sichtermann barbara
"Volmert, Julia",roth marcus  altmann tobias
"Spielberger, Walter J. - Doyle, L. Hilary",pancol katherine
"Berkemeier, Helga",shklar judith n
"Betz, Bettina - Bezold, Angela - Dolenc-Petz, Ruth - Gasteiger, Hedwig - Ihn-Huber, Petra - Kullen, Christine - Plankl, Elisabeth",katz dieter  korner matthias  moller armin e  talaron sven  becht sabine  wegner mareike
"Nickolai, Werner - Bukowski, Annette",woolf virginia
"Sichtermann, Barbara",harnisch matthias  otte annette  schmiede ralf  donath tobias w
"Roth, Marcus - Altmann, Tobias",metze wilfried
"Pancol, Katherine",dreierkuzuhara daniela  pfeifer katrin  schwaighofer alexandra
