Author,Author_Std
Henny Koch,john b priestley
"Ferguson, Harry",dr jakabhazy zsigmond
Kingsley Amis,lorenz books staff
Thomas Harris,lothringer eva
Ficsku Pál (fel. szerk.),annus gabor
Steve Martin,turchanyi v zsofia
Filadelfi Mihály (fel. szerk.),dr nagy elemer
Peti Lőrincz,hajdu gabor
Hal Leonard Corp.,farkas arpad szerk
Farkas Márton - Szemanov - Hahner Péter - Bertényi Iván - Millar - Salgó László,dr szanto karoly szerk
Andrus - Székely Gábor - Merényi László - Szokolay Katalin - Mihajlov - Szabó László,patonaine joob zsuzsa
R. D. Bartlett,eri istvan
Turgenyev Iván,kiss david  pap zsolt
Rosta Katalin (főszerk.),dr m dubois
Balogh György,neville c oswald
Dr. Tamási Mihály,reginald watsonjones
Babus Antal,szuts denes
P. Kovács Klára,szlovak gabor  toth tibor  kori gabor
J. Szabó Piroska,ferenczi imre
A. Schoenflies,benedict j groeschel
Sz. Trapeznyikov,george w wares
Bővíz Ferenc,gerhard seewann  peter dippold
Huszár T.- Nyilas V. (vál.),lilly seymour
Halmy Ferenc,bob frommes
Király Ildikó,askercz eva
ЛАРИСА ВАСИЛЬЕВА,buzas gizellakovacs katalinfabula laszlo
Victoria Schwab,toth lajosne
Allan Hall,tarcai bela
Tim Healey,kalle achte
Albert Kammer,kabdebo lorant szerk
Stephen Blum - Philip V. Bohlman - Daniel M. Neuman (szerk.),anton m van kalmthout
Götz Aly,lendvai l ferenc szerk
Wilhelm Michael,bihall tamas
Dr. Mocnik Ferencz,angeli eva
Sara Lidman,buda andras
Leonard J. Savage,dr kocziszky gyorgy
Sághy Ildikó,vadas erno foszerk
Szigligeti Ede,juan jose millas
Farkas-Ráduly Melánia,bence pal szerk
Uherkovich Ákos szerk.,daroczi eva
M. J. Koenen,z arany piroska
Kiss Zoltán László,british embassy budapest
Timóth Ferenc,arany piroska
Lővei Pál,hars gabor
Namir C. Shammas,tidrenczel sandor
P. Virtanen,kovacs tamas  nagy sandor
V. Deák Éva,dr sharif mohamedne
Bonczidai Éva,dr terplan zeno
Glenn Infield,pal lajos felszerk
Philip Shelby,jaroslaw michalak
Vedres István,montesquieu
Francis X. King,anne sheasby
Dr. Surján László,a varga laszlo szerk
Réthy István,clive m schmitthoff
Hörömpöly Imre,dr jeszenszky arpad
Dr. Balássy Zoltán,jan sokolowski
Andrási Tivadar,prof jiri janda
Diana Preston,h almasanc popescup decei
Berey András-Dobos Irma,e lobenberg  l lobenberg
Harold E. Meyer,fercsik erzsebet
Simon Ferenc,v raisz rozsa
Vadas Ernő (Szerk.),kummerlyfrey
Kisho Kurokawa,parker smith
Dmitry L. Grodnitsky,george a maloney
Jon Buller,c m kornbluth
Russell J. Dalton,david gibbins
Dr. Tapasztó István,stella mae
Reiter Georgina,le modesitt jr
Rene J. Dubos,clive cussler
Korponay János,parkanyi laszlo
Basil A. Stoll,walter noldner
Iszlai Endre,bojte csaba
Khencsen Thrangu Rinpocse,peter pugh
Vendel-Mohay Lajosné,piers anthony
Sarah E. Braddock,erich pabel
Paul R. Gross,ullstein
Gyöngy Kálmán (szerk.),heyne bucher
Gary LaFerla,frederik pohl
szerk. Halm Tamás és Vadász János,robert holdstock
Lisa Guy N.D.,karl edward wagner
Gellért Géza,robert asprin
Dr. Willy és C. Jamont,robert silvenberg
K. W. Neal,john w campbell jr
Balassi Bálint - Berzsenyi Dániel - Vajda János,thomas burnett swann t b swann
Taxner-Tóth Ernő,harry harrison
Sally Carr,gordon r dickson
Hady Antal,dr szabo pal
Vaszy György,jancsak csaba
Mezei Gyula - Benedek András,dr kapros tibor
Puhr Erzsébet,weiner laszlo
Mezei Gyula - Szebenyi Péter,dr masznyik endre
Dr. Füzesné Hudák Julianna,kontra istvan
Grabovszky Camill - Dr. Loczka Alajos- Thierjung Dezső,jaroslav holecek
Frank Hampson,benno pludra
Ron Suskind,g a burger
Rihmer Zoltán,szerzo charles gati fordito makovecz benjamin lektor szakolczai attila
Dr. Salné Lengyel Mária (szerk.),dr dalmady zoltan
Nataliya Semenova,kormos istvan
Dr. Komáromi Sándor,david c king
Aleilton Fonseca,szerzo krudy gyula szerkeszto barta andras
Sakari Reitamo,zarkane teremy krisztina szerk
Dancs Istvánné,bartha sandor
Juhász Ferenc (szerk.),l reijnders
Phoenix Rising,j barnabe
A. James Michener,fritz csoklich gerhard treffkorn fonyodi otto
I.P. Steve,hajdu janos  c toth bela
Pék Pál,nick carter
Sobieski Bernadett Sobieski Artúr,benko agnes
Szendrői Miklós (szerk.),joszay magdolna szerk
Vegyes szerzők,m d berlitz
Freiherr v. Eichendorff,halasz ignacz
Oláh Gyula,eric m scott
Kováts Dániel ( Szerk.),dr mozolovszky sandor szerk
Kovács Péter,ian f grant
Carlos Castilla del Pino,torok janos szerk
Dr. Fehér József,gabula andrashalmos monika
Jose M. Blecua,drcsank endre
Francisco Nieva,orisko ferencpar gyula
J. A. Sargeant,juhasz gergely
Macaulay T. B.,vero julijambor zsoka
John B. Priestley,vitalij lvovics begunov
Dr. Jakabházy Zsigmond,diana gabaldon
Lorenz Books Staff,tim c leedom
Lothringer Éva,miko zsuzsanna szerk
Annus Gábor,charles perrault
Turchányi V. Zsófia,hans a werner
Dr. Nagy Elemér,huba zsuzsastadler mari
Hajdu Gábor,lederer emma
Farkas Árpád (szerk.),charles fletcher dole
Dr. Szántó Károly (szerk.),banfi tamas  sulyokpap marta szerk
Patonainé Joób Zsuzsa,paul christopher
Éri István,pajevics m sz
Kiss Dávid - Pap Zsolt,tom maddocks
Dr. M. Dubois,dr richard f heller
Neville C. Oswald,vargyas gabor
Reginald Watson-Jones,makadi marianntaraczkozi attila
Szüts Dénes,danelle steel
Szlovák Gábor - Tóth Tibor - Kőri Gábor,r n currey
Ferenczi Imre,gaal janosne
Benedict J. Groeschel,rainer sacher
George W. Wares,alan macdonald
Gerhard Seewann - Peter Dippold,goscinnyuderzo
Lilly Seymour,william f van impe
Bob Frommes,pierre fauchard
Askercz Éva,pakozdi erikariznicsenko f
Buzás Gizella-Kovács Katalin-Fabula László,szabone barkoczi elvira
Tóth Lajosné,rethy attila
Tarcai Béla,halak laszlo
Kalle Achté,papp lajos
Kabdebó Lóránt (szerk.),szerk antalffy gyorgy
Anton M. van Kalmthout,simon istvan
Lendvai L. Ferenc (szerk.),sara peter poloskei ferencne
Bihall Tamás,szeredi pal szerk
Angeli Éva,biro a zoltan
Buda András,jill spalding
Dr. Kocziszky György,zempleni p gyula
Vadas Ernő (főszerk.),mocsary geza
Juan José Millás,lyn q g egh v m
Bence Pál (szerk.),dr balogh zoltan
Daróczi Éva,kerekgyarto ferenc
Z. Arany Piroska,vera caspary
British Embassy Budapest,ferenc kollin
Arany Piroska,kretzoi miklosne
Hárs Gábor,wurda karoly
Tidrenczel Sándor,claude roy
Kovács Tamás - Nagy Sándor,elaine n aron
Dr. Sharif Mohamedné,marc olden
Dr. Terplán Zénó,hines faithbrown pam
Pál Lajos (fel.szerk.),izsak lajos
Jaroslaw Michalak,ioana orlea
Montesquieu,mozes tamas
Anne Sheasby,norman geras
Á. Varga László (szerk.),pier paolo pasolini
Clive M. Schmitthoff,dr barta tamas
Dr. Jeszenszky Árpád,teresa v menzies
Jan Sokolowski,orban ferenc
Prof. Jirí Janda,bhupendra jasani
H. Almasan-C. Popescu-P. Decei.,arthur sokoloff
E. Löbenberg - L. Löbenberg,szerzo nagyvaradi sandor m szabo miklos winkler laszlo lektor dr szabo jozsef csanadi norbert
Fercsik Erzsébet,szerzo laszlo gyula lektor fodor istvan
V. Raisz Rózsa,william r murry
Kümmerly+Frey,szerzo max frisch fordito banyay geyza gera gyorgy gorgey gabor
Parker Smith,dr nagy robert
George A. Maloney,blanc  cartirer  lederlin
C. M. Kornbluth,dr tamasi jozsef szerk
David Gibbins,dr tamasi jozsef
Stella Mae,erich fromm
L.E. Modesitt Jr.,denes gyorgy
Clive Cussler,kirsten lobe
Párkányi László,balo julia
Walter Nöldner,p raphael nakhla s j
Böjte Csaba,dr joobf tamas
Peter Pugh,gary player
Piers Anthony,reiner w heckl
Erich Pabel,jane l pearson
(Ullstein),john bingham
Heyne Bücher,joos bela
Frederik Pohl,kovacs andras ferenc szerk
Robert Holdstock,bartos erika
Karl Edward Wagner,szauder jozsef
Robert Asprin,petres sandor szerk
Robert Silvenberg,szalai laszlo
John W. Campbell jr.,andy cooke
Thomas Burnett Swann (T. B. Swann),michael eid randy j larsen edited
Harry Harrison,kerry allyne
Gordon R. Dickson,charlotte lamb
Dr. Szabó Pál,valogatta es szerkesztette csernus laszlo
Jancsák Csaba,szalai imre
Dr. Kapros Tibor,dr fonyodi jenofekete hajnal
Weiner László,dr kocsis karoly
Dr. Masznyik Endre,angyan jozsef
Kontra István,walter scott
Jaroslav Holecek,leo rutman
Benno Pludra,greg iles
G. A. Bürger,magyar egyhazzenei tarsasag
SZERZŐ Charles Gati FORDÍTÓ Makovecz Benjamin LEKTOR Szakolczai Attila,magyar honvedseg
Dr. Dalmady Zoltán,rohalymeszaros
Kormos István,laik eszter szerk
David C. King,robert r linton
SZERZŐ Krúdy Gyula SZERKESZTŐ Barta András,bimbi judit
Zarkáné Teremy Krisztina (szerk.),nib soehendra
Bartha Sándor,dick grune
L. Reijnders,sarvary gabriella  szajka rozalia
J. Barnabe,grace de la touche
Fritz Csoklich; Gerhard Treffkorn; Fonyódi Ottó,takacs aron
Hajdu János - C. Tóth Béla,kabdebo  domotor  biel
Nick Carter,dr magyar lajosne
Benkő Ágnes,dr naday gyorgy
Jószay Magdolna (szerk.),toth istvanne szerk
M. D. Berlitz,sveva casati modignani
Halász Ignácz,g s dombrady dombrady s geza
Eric M. Scott,c v s roosevelt
dr. Mozolovszky Sándor szerk.,horvath rozi  compack  prader antal
Ian F. Grant,venesz jozsef  dr porpoczy aladarne  pelle jozsefne
Török János (szerk.),robert taber
Gabula András-Halmos Monika,seanan mcguire
Dr.Csánk Endre,horvath bence szerk
Oriskó Ferenc-Pár Gyula,petar preradovic
Juhász Gergely,carlyle h chan
Verő Juli-Jámbor Zsóka,ungvary krisztian
Vitalij Lvovics Begunov,franciose sagan
Diana Gabaldon,monika bergerlenz
Maarten 'T Hart,g b harrison editor
Tim C. Leedom,robert louis stevenson
Mikó Zsuzsanna (szerk.),johann wolfgang von goethe
Charles Perrault,dr horkay laszlo
Hans A. Werner,dr kneppo sandor
Huba Zsuzsa-Stadler Mari,john d macdonald
Lederer Emma,vlcsko lajos szerk
Charles Fletcher Dole,dr sipos sandor
Bánfi Tamás - Sulyok-Pap Márta (Szerk.),dr revy dezso
Paul Christopher,dr antal jozsef
"Pajevics, M. Sz.",paul horgan
Tom Maddocks,biblila
Dr. Richard F. Heller,kapitany andras
Vargyas Gábor,eagan badeeu
Makádi Mariann-Taraczközi Attila,arthur cotterell
Danelle Steel,varkonyi nandor
R. N. Currey,dr vasvary artur szerk
Gaál Jánosné,tolsztoj l n
Rainer Sacher,derek marlowe
Alan MacDonald,ed reid
Goscinny-Uderzo,douglas j preston
William F. Van Impe,daniel pinkwater
Pierre Fauchard,norris and ross mcwhirter
Pákozdi Erika-Riznicsenkó F.,adorjan imrene szerk
Szabóné Barkóczi Elvira,henry a zeiger
Réthy Attila,benjamin h levin
Halák László,charles w thayer
Papp Lajos,hank stine
Szerk: Antalffy György,david mcdaniel
Simon István,alice marriott
Sára Péter -Pölöskei Ferencné,barry n malzberg
Szeredi Pál (szerk.),nicolai lancicii s j
Biró A. Zoltán,muzsikalo egeszseg alapitvany
Jill Spalding,borland software corporation
Zempléni P. Gyula,microsoft corporation
Mocsáry Géza,dr szekely sandor
"Lyn, Q. G. -Egh, V. M.",medgyesi pal
Dr. Balogh Zoltán,czompo gabor
Kerékgyártó Ferenc,roland n stromberg
Vera Caspary,popely gyula
Ferenc Kollin,george mcmichael
Kretzoi Miklósné,kosztolanyi tamas szerk
Wurda Károly,gaspar imrene
Claude Roy,christopher guy
Elaine N. Aron,p frankl  z furedi  g katona  d miklos
Marc Olden,paul a davies  tim falla
"Hines, Faith-Brown, Pam",edward jablonski
Izsák Lajos,a sz gorskov
Ioana Orlea,alfred lord tennyson
Mózes Tamás,dietrich krusche
Norman Geras,dr gyeresi arpad
Heine Heinrich,francesco capasso
Pier Paolo Pasolini,alfred p zeller
Dr. Barta Tamás,raymond e feist
Teresa V. Menzies,erich h muller
Orbán Ferenc,perenyi jozsef
Bhupendra Jasani,stefan aust
Arthur Sokoloff,dr sipos lajos szerk
SZERZŐ Nagyváradi Sándor M. Szabó Miklós Winkler László LEKTOR Dr. Szabó József Csanádi Norbert,bill watterson
SZERZŐ László Gyula LEKTOR Fodor István,c walter hodges
William R. Murry,l nemeth erzsebet
SZERZŐ Max Frisch FORDÍTÓ Bányay Geyza Gera György Görgey Gábor,elwood n chapman
Dr. Nagy Róbert,j william worden
Blanc - Cartirer - Lederlin,hch andersen
Dr. Tamasi József (szerk),thomas daring
Dr. Tamasi József,thomas a harris
Erich Fromm,james herbert
Dénes György,dr mincsev mihaly
Kirsten Lobe,peter straub
Baló Júlia,szerzo pogany frigyes grafikus kasper sandor lektor perenyi imre benedek marcell
P. Raphael Nakhla S. J.,marco zane
Dr. Joób-F. Tamás,v d s williams
Gary Player,alberto soldi
Reiner W. Heckl,alessandria editrice
Jane L. Pearson,goblos gabor  jakab barnabas
John Bingham,magyar nemzeti bank
Joós Béla,dr huszti erno
Kovács András Ferenc (szerk.),dr  kovacs peter szerkeszto
Bartos Erika,radocznevirag
Szauder József,m j murphy
Petres Sándor (szerk.),robert gibbson
Szalai László,v szendrei julia
Andy Cooke,james mc bride
Michael Eid Randy J. Larsen edited,friedrich spiegelschmidt
Kerry Allyne,keith davey
Charlotte Lamb,v domonkos sandor
Válogatta és szerkesztette: Csernus László,dr warren e burgess
Szalai Imre,buvar geza
Dr. Fonyódi Jenő-Fekete Hajnal,dr foldvari dr huszar
Dr. Kocsis Károly,csaki krisztina szerk
Ángyán József,percy bysshe shelley
Walter Scott,borsa bela
Leo Rutman,foldesi ferenc
Szűcs József szerk.,john scalzi
Greg Iles,bodor ferenc szerk
Magyar Egyházzenei Társaság,pataki samuel
Magyar Honvédség,dr juhasz laszlo
Rohály-Mészáros,k deuring
Laik Eszter (szerk.),kocsis ilona
Robert R. Linton,varadi antal szerk
Bimbi Judit,dr e leibnitz
Nib Soehendra,beke sandor szerk
Dick Grune,dr fornet bela
Sárváry Gabriella - Szajka Rozália,trautmann henrik
Grace de la Touche,denise linn
Takács Áron,pechtol janos foszerk
Kabdebó - Dömötör - Biel,kassai ilona
Dr Magyar Lajosné,pilinszky janos
Dr. Náday György,gretsy laszlo
Tóth Istvánné (szerk.),seres jozsef
Sveva Casati Modignani,john dos passos
G. S. Dombrady (Dombrády S. Géza),m szucs ilona
C. V. S. Roosevelt,bencedi jozsef
Horváth Rozi - Compack - Práder Antal,jakabfi zsolt
Venesz József - Dr. Porpóczy Aladárné - Pelle Józsefné,heinz sobota
Robert Taber,horvath gezane dr
Seanan Mcguire,philip high
Horváth Bence (szerk.),didier deleule
Petar Preradović,padanyi klara
Carlyle H. Chan,e e doc smith
Ungváry Krisztián,lukacs laszlo banyai balazs
Franciose Sagan,adac landerkarte
Monika Berger-Lenz,anne geddes
G. B. Harrison (Editor),henryk sienkiewicz
Robert Louis Stevenson,puellas edition
Johann Wolfgang von Goethe,arapovics maria
Dr. Horkay László,dr petrik oliver
Dr. Kneppó Sándor,dr koroknai bertalan
John D. MacDonald,szegedi eszter szerk
Vlcskó Lajos (szerk.),the british psychological society
Dr. Sipos Sándor,eric a kimmel
Dr. Révy Dezső,kocsis mihaly
Dr. Antal József,dr takacsmiklosi marta
Paul Horgan,joachim h knoll
Biblila,cseh bela
Kapitány András,madai sandor
Eagan Badeeu,k michalowski
Arthur Cotterell,szegofi anna
Várkonyi Nándor,boros arpad
Dr. Vasváry Artúr (szerk.),egyed laszlo
Tolsztoj L. N.,dr beszteri bela szerk
Derek Marlowe,dr papp janos
Ed Reid,karpati petronella szerk
Douglas J. Preston,h rider haggard
Daniel Pinkwater,dr petrik ferenc
Norris and Ross McWhirter,kariko sandor
Adorján Imréné (szerk.),john m fossey
Henry A. Zeiger,kodobocz jozsef
Benjamin H. Levin,linda doeser
Charles W. Thayer,bradley smith
Hank Stine,gregorie nicolis
David McDaniel,gubcsi lajos
Alice Marriott,rob cross
Barry N. Malzberg,balassa peter
Nicolai Lancicii S. J.,jim owsley
Muzsikáló Egészség Alapítvány,ko andras nagy j lambert
Borland Software Corporation,anne marie gillen
Microsoft Corporation,dr fukoh levente
Dr. Székely Sándor,ronald a knox
Medgyesi Pál,jelena jovanovic
Czompó Gábor,v m archakov
Roland N. Stromberg,popescudoreanu n
Popély Gyula,dr szterenyi hugo
George McMichael,dr ronai ferenc
Kosztolányi Tamás szerk.,anne rivers siddons
Gáspár Imréné,p ginder  f spiegelschmidt  f wesner
Christopher Guy,b kiraly gyorgyi
P. Frankl - Z. Füredi - G. Katona - D. Miklós,veres janos
Paul A. Davies - Tim Falla,janosi zoltan
Edward Jablonski,klaus baumgart
A. Sz. Gorskov,keszthelyi erzsebet
Alfred Lord Tennyson,elizabeth richards
Dietrich Krusche,david m kennedy
dr. Gyéresi Árpád,szornyi andor dr
Francesco Capasso,michael j baker
Alfred P. Zeller,john flanagan
Raymond E. Feist,arpa attilabogdan szabolcs
Erich H. Müller,szerkesztette dr gottl frigyes igazgato
Perényi József,hammerschlag janos
Stefan Aust,dr schack bela
Dr. Sipos Lajos (szerk.),prof dr jan h slavenburg
Bill Watterson,guy breton
C. Walter Hodges,ursula k le guin
L. Németh Erzsébet,johannes von buttlar
Elwood N. Chapman,peter kartous
J. William Worden,dr seifert tibor
H.Ch. Andersen,roderick gordon brian williams
Thomas Daring,weisbrodmullerpetznick
Thomas A. Harris,jean effel
James Herbert,michael swan
Dr. Mincsev Mihály,louisrene nougier
Peter Straub,croker m b
SZERZŐ Pogány Frigyes GRAFIKUS Kasper Sándor LEKTOR Perényi Imre Benedek Marcell,butty edit szerk
Marco Zane,mikkel gronlund
V. D. S. Williams,vanessa reilly
Alberto Soldi,szanto andras
Alessandria Editrice,schwager  steinlein
Göblös Gábor - Jakab Barnabás,dr horvath ferencweszelits j
Magyar Nemzeti Bank,dr mohacsy karoly dr vasy geza
Dr. Huszti Ernő,gulian c i
Dr . Kovács Péter (szerkesztő),aszlanyi karoly
Radóczné-Virág,omar chajjam
M. J. Murphy,barry sears es bill lawren
Robert Gibbson,daniel b dodson
V. Szendrei Júlia,konsalik
James Mc Bride,robert e wolf
Friedrich Spiegel-Schmidt,alan lelchuk
Keith Davey,walter goldinger  dieter a binder
V. Domonkos Sándor,jakab sandorne
Dr. Warren E. Burgess,horvath jozsef
Búvár Géza,ormos laszlo
Dr. Földvári- Dr. Huszár,majoros judit szerk
Csáki Krisztina (szerk.),jorge alberto sousa de vasconcellos e sa
Percy Bysshe Shelley,bela tomka
Borsa Béla,donald j sobol
Földesi Ferenc,philip rucker
John Scalzi,bruce a ray
Bodor Ferenc (szerk.),zalaine kovacs eva
Pataki Sámuel,mercz daniel janos
Dr. Juhász László,kecskes jozsef
K. Deuring,patricia davis
Kocsis Ilona,kiss jozsef mihaly
Váradi Antal (szerk.),b d david hames
Dr. E. Leibnitz,birgit gebauersesterhenn
Beke Sándor (szerk.),godollo
Dr. Fornet Béla,farkas kata
Trautmann Henrik,ybl ervin
Denise Linn,lauterbach karl
Pechtol János (Főszerk.),johnson steven
Kassai Ilona,h k mohring
Pilinszky János,konczol laszlone
Grétsy László,carl a linden
Seres József,leon de p
John Dos Passos,francis brett young
M. Szűcs Ilona,simonovits istvan
Bencédi József,dr imre jozsef
Jakabfi Zsolt,makro lajos
Heinz Sobota,kemendy rezso
Horváth Gézáné Dr.,szanto endre
Philip High,sven berlin
Didier Deleule,a e coppard
Padányi Klára,peter taylor
E. E. 'Doc' Smith,william cane
Lukács László Bányai Balázs,charles g waugh editor
ADAC LänderKarte,grace thompson
Anne Geddes,hannabarbera
Henryk Sienkiewicz,czeh attila
Puella's Edition,vachter akos
Arapovics Mária,kenneth jones
Dr. Petrik Olivér,szerkesztette dr palfy jozsef es gardos miklos
Dr. Koroknai Bertalan,zalotaysalamon szerk
Szegedi Eszter (szerk.),geczy m erzsebet
The British Psychological Society,lily tuck
Eric A. Kimmel,dr gal gyorgy
Kocsis Mihály,jarzy s majewski
Dr. Takács-Miklósi Márta,varadi gyulane
Joachim H. Knoll,alan d eames
Cseh Béla,todd mcfarlane
Madai Sándor,bors istvan
K. Michalowski,nimal jayaratna
Szegőfi Anna,rsanta ilona
Boros Árpád,izdebskitudrej
Egyed László,rs yeoman
Dr. Beszteri Béla (szerk.),joe rubo
Dr. Papp János,dr rada tibor
Kárpáti Petronella (szerk),dr kozma mihaly
H. Rider Haggard,e richard rubenstein
Dr. Petrik Ferenc,michalovszky csaba
Karikó Sándor,gyoridr hegyi
John M. Fossey,kulcsar gabor
Ködöböcz József,domokos kalman
Linda Doeser,p virgilii maronis
Bradley Smith,ivor mairants
Grégorie Nicolis,hans e latzke
Gubcsi Lajos,nagy albert
Rob Cross,john r webb
Balassa Péter,rosa luxemburg
Jim Owsley,toros istvanfoszerk
Kő András -Nagy J. Lambert,louis lucien rogger
Anne Marie Gillen,a van gool
Dr. Füköh Levente,strommer jozsef
Ronald A. Knox,bernard minier
Jelena Jovanovic,jager ferenc
V. M. Archakov,berend t istvan
Popescu-Doreanu N.,nemes dezso
Dr. Szterényi Hugó,kiki thorpe
Dr. Rónai Ferenc,edited by michael simons
Anne Rivers Siddons,serfozo laszlo
P. Ginder - F. Spiegel-Schmidt - F. Wesner,nemeth dome
B. Király Györgyi,j sur
Veres János,bruckner gyozo
Jánosi Zoltán,mike tomkies
Klaus Baumgart,supka b magdolna
Keszthelyi Erzsébet,josef bueche
Elizabeth Richards,ernestine gilbreth
David M. Kennedy,tracy barrett
Szörnyi Andor dr.,zep
Michael J. Baker,d siegfried goebel
John Flanagan,paldesz kornel
Árpa Attila-Bogdán Szabolcs,talyigas judit
Szerkesztette: Dr. Gottl Frigyes igazgató,hodossy sandor
Hammerschlag János,dick martin
Dr. Schack Béla,kandiko jozsef
Prof. dr. Jan H. Slavenburg,ventus libro kiado
Guy Breton,dr steinbach antal
Ursula K. Le Guin,liska denes
Johannes von Buttlar,bernard g guerney bernice l rosman braulio montalvo florence schumer salvador minuchin
Peter Kartous,l szepesy
Dr. Seifert Tibor,laura williams
Roderick Gordon; Brian Williams,michael a lechter
Weisbrod-Müller-Petznick,diane muldrow
Jean Effel,blair singer
Michael Swan,graf iskola
Louis-René Nougier,beller bela
Croker M. B.,havassy peter
Butty Edit (szerk.),felix salten
Mikkel Gronlund,samuel cohen
Vanessa Reilly,horvath miklos szerk
Szántó András,szalai viktor szerk
Hegedűs Lóránt,martin reiner
Schwager & Steinlein,rex gordon
Dr. Horváth Ferenc-Weszelits J,laskay adrienne
Dr. Mohácsy Károly- Dr. Vasy Géza,david lindsey
"Gulian, C., I.",n czirok ferenc
Aszlanyi Károly,a classen
Omár Chájjám,richard deming
Barry Sears és Bill Lawren,ondrej sokol
Daniel B. Dodson,dozsalontai
Konsalik,szabics imre
Robert E. Wolf,juliana a fialova
Alan Lelchuk,edmond paris
Walter Goldinger - Dieter A. Binder,bruce d itule  douglas a anderson
Jakab Sándorné,s wiedenhofer
Horváth József,c w slemming
Ormos László,giuseppe mattai
Majoros Judit (szerk.),georgie downy
Jorge Alberto Sousa de Vasconcellos e Sa,peter gyorgy
Béla Tomka,mommsen hans
Donald J. Sobol,igon szemjonovics kon szerk
Philip Rucker,melanie kaarma
Bruce A. Ray,alexej tolsztoj
Zalainé Kovács Éva,phillip r slavney md
Mercz Dániel János,kordovan vid
Kecskés József,h d adamson
Patricia Davis,uniwersytet mikolaja kopernika
Kiss József Mihály,p gabriele di s m maddalena
B. D. (David) Hames,polgar katalin szerk
Birgit Gebauer-Sesterhenn,karl keating
Gödöllő,bartho lorand  sebok bela
Farkas Kata,forray r katalin  hives tamas szerk
Ybl Ervin,dr czegledy sandor
Lauterbach Karl,park ock soo
"Johnson, Steven",barbara frazer
H. K. Möhring,cz musztacs agnes
Könczöl Lászlóné,paul  anne ehrlich
Carl A. Linden,josef f blumrich
Leon De P.,lionello venturi
Francis Brett Young,charles e reasoner illustrator
Simonovits István,nina campbell
Dr. Imre József,joan moncrieff and doreen sharp
Makró Lajos,graham bannock
Kéméndy Rezső,heather waddell and richard layzell
Szántó Endre,ra staccioli
Sven Berlin,patricia a mckillip
A. E. Coppard,mary gentle
Peter Taylor,matthew e bunson
William Cane,kuminetz geza
Charles G. Waugh (editor),ficzere lajos foszerk
Grace Thompson,eric m osanky
Hanna-Barbera,szalay lajos
Czéh Attila,david shermer
Vachter Ákos,aidan macfarlane  ann mcpherson
Kenneth Jones,w stewart wallace
Szerkesztette: dr. Pálfy József és Gárdos Miklós,csejdy laszlo szerk
Zalotay-Salamon (szerk.),cholnoky gyozo
Géczy M. Erzsébet,k g lockyer
Lily Tuck,fejos zoltan
Dr. Gál György,sarszegi eva
Jarzy S. Majewski,prof mag dr david tamas  tcm dr li qin
Váradi Gyuláné,szerzo rudiger dahlke fordito szabo judit
Alan D. Eames,pasti csaba
Todd McFarlane,levai anita poto istvan
Bors István,szarka jozsef
Nimal Jayaratna,magyar uttorok szovetsege
R.Sánta Ilona,f j harmand
Izdebski-Tudrej,mako ferenc
R.S. Yeoman,bata imre
Joe Rubo,r balogh jozsef
Dr. Rada Tibor,szasz levente
Dr. Kozma Mihály,gombos gyula
E. Richard Rubenstein,dr jurek aurel
Michalovszky Csaba,dr berki feriz
Győri-Dr. Hegyi,jezsi tumanovszkij
Kulcsár Gábor,ulrike guerot
Domokos Kálmán,korodi gabor
P. Virgilii Maronis,juhasz veronika
Ivor Mairants,horvath f daniel
Hans E. Latzke,charlotte e english
Nagy Albert,shelley admont
John R. Webb,chretien de troyes
Rosa Luxemburg,nadasi krisz szerk
Tőrös István(Főszerk.),arianszigethy flora
Louis Lucien Rogger,g joo katalin
A. Van Gool,a m summer
Strommer József,lucas g warden
Bernard Minier,szilagyikiszler adrienn
Jáger Ferenc,bakos r laura
Berend T. István,katalina s miller
Nemes Dezső,sam sagolski
Kiki Thorpe,bence bauer
Edited By Michael simons,thomas heywood
Serfőző László,harper bliss
Németh Döme,szabari balint
J. Sur,csitei bela
Bruckner Győző,szabin a szabolcs
Mike Tomkies,dr firniksz judit
Supka B. Magdolna,parti nagy lajos
Josef Bueche,kertesz erzsi
Ernestine Gilbreth,bartal tamas
Tracy Barrett,gabriella vento
Zep,koszegiarbeiter anita
D. Siegfried Goebel,parkanyi zoltan
Paldesz Kornél,domotor laszlo
Talyigás Judit,maros edit
Hódossy Sándor,f nagy gabor
Dick Martin,ruszkane marton eva
Kandikó József,alcott l m dickens c dyke h gaskell e henry o montgomery l m stowe h b van doren stern p
Ventus Libro Kiadó,titi hajnalka
Dr. Steinbach Antal,szalaine erdelyi tunde
Liska Dénes,violet v vandor
Bernard G. Guerney Bernice L. Rosman Braulio Montalvo Florence Schumer Salvador Minuchin,fenyvesi lilla
L. Szepesy,andras laszlo valog
Laura Williams,keseru janos szerk
Michael A. Lechter,papp miklos
Diane Muldrow,dr bocsa ivan
Blair Singer,dr henczi lajos
Graf Iskola,horling robert
Bellér Béla,j e kastrop
Havassy Péter,robert p ouellette
Felix Salten,balogh gyorgy  eross laszlo  morvai katalin
Samuel Cohen,kovats albert
Horváth Miklós (szerk.),claudia daiber
Szalai Viktor (szerk.),gausz tibor s j
Martin Reiner,rory ryder
Rex Gordon,vladut  florescu
Laskay Adrienne,stekovics barath iren
David Lindsey,mauro cristofani
N. Czirok Ferenc,dixon scott
