ID;Title;Title_Std;Author;Author_Std;Price;Reviews;Score;Genre1;Genre1_Std;Genre2;Genre2_Std;Genre3;Genre3_Std;Genre4;Genre4_Std;Number_Of_Pages;Publisher;Publisher_Std;Cover_Type;Cover_Type_Std;Publishing_Date;Language;Language_Std;Translator
B9093;Brandenburg Nord Straßen- und Freizeitkarte 1 : 200 000 - Straßen- und Freizeitkarte mit Touristischen Straßen, Highlights der Region und Reisemobilstellplätzen;brandenburg nord straen und freizeitkarte 1  200 000  straen und freizeitkarte mit touristischen straen highlights der region und reisemobilstellplatzen;;;63.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3961320071;isbn 3961320071;N/A;német;nemet;N/A
B9096;Die Schule der magischen Tiere - Endlich Ferien 2 - Silas und Rick - 2 CDs;die schule der magischen tiere  endlich ferien 2  silas und rick  2 cds;Auer, Margit;auer margit;63.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867423210;isbn 3867423210;N/A;német;nemet;N/A
B9097;Nur mal schnell das Mammut retten - 2 CDs;nur mal schnell das mammut retten  2 cds;Krüger, Knut;kruger knut;68.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867423199;isbn 3867423199;N/A;német;nemet;N/A
B9098;Die Schule der magischen Tiere - Endlich Ferien 1 - Rabbat und Ida - 2 CDs;die schule der magischen tiere  endlich ferien 1  rabbat und ida  2 cds;Auer, Margit;auer margit;63.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867423202;isbn 3867423202;N/A;német;nemet;N/A
B9099;Wunder - Die Filmausgabe - 4 CDs;wunder  die filmausgabe  4 cds;Palacio, R. J.;palacio r j;79.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3867427941;isbn 3867427941;N/A;német;nemet;N/A
B9109;Alea Aquarius 3. Das Geheimnis der Ozeane - Teil 2 - Autorisierte Lesefassung;alea aquarius 3 das geheimnis der ozeane  teil 2  autorisierte lesefassung;Stewner, Tanya;stewner tanya;89.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3837310051;isbn 3837310051;N/A;német;nemet;N/A
B9121;Einsterns Schwester - Sprache und Lesen 3./4. Jahrgangsstufe. Wörterkartei. Grundwortschatz 3/4. Zu allen Ausgaben;einsterns schwester  sprache und lesen 34 jahrgangsstufe worterkartei grundwortschatz 34 zu allen ausgaben;;;49.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060821062;isbn 3060821062;N/A;német;nemet;N/A
B9123;Einsterns Schwester - Sprache und Lesen 2. Schuljahr. Themenhefte 1-4 und Projektheft mit Schuber. Leihmaterial - Themenhefte 1-4 und Projektheft mit Schuber - Leihmaterial;einsterns schwester  sprache und lesen 2 schuljahr themenhefte 14 und projektheft mit schuber leihmaterial  themenhefte 14 und projektheft mit schuber  leihmaterial;Bauer, Roland - Dreier-Kuzuhara, Daniela - Famulla, Susanne - Maurach, Jutta - Pfeifer, Katrin - Schumpp, Annette - Schwaighofer, Alexandra;bauer roland  dreierkuzuhara daniela  famulla susanne  maurach jutta  pfeifer katrin  schumpp annette  schwaighofer alexandra;153.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060835519;isbn 3060835519;N/A;német;nemet;N/A
B9124;Einsterns Schwester - Sprache und Lesen 2. Schuljahr. Themenheft 1-4 und Projektheft mit Schuber. Verbrauchsmaterial - Themenhefte 1-4 und Projektheft mit Schuber - Verbrauchsmaterial;einsterns schwester  sprache und lesen 2 schuljahr themenheft 14 und projektheft mit schuber verbrauchsmaterial  themenhefte 14 und projektheft mit schuber  verbrauchsmaterial;Bauer, Roland - Dreier-Kuzuhara, Daniela - Famulla, Susanne - Pfeifer, Katrin - Schumpp, Annette - Schwaighofer, Alexandra;bauer roland  dreierkuzuhara daniela  famulla susanne  pfeifer katrin  schumpp annette  schwaighofer alexandra;153.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 306083556X;isbn 306083556x;N/A;német;nemet;N/A
B9222;Helden des Olymp 05: Das Blut des Olymp - Teil 5.;helden des olymp 05 das blut des olymp  teil 5;Riordan, Rick;riordan rick;105.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3785751982;isbn 3785751982;N/A;német;nemet;N/A
B9230;Beste Freunde B1/1 Audio-CD zum Kursbuch - Deutsch für Jugendliche. Deutsch als Fremdsprache;beste freunde b11 audiocd zum kursbuch  deutsch fur jugendliche deutsch als fremdsprache;Georgiakaki, Manuela - Graf-Riemann, Elisabeth - Schümann, Anja - Seuthe, Christiane;georgiakaki manuela  grafriemann elisabeth  schumann anja  seuthe christiane;102.0;3.0;5.0;Deutsch als Fremdsprache;deutsch als fremdsprache;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3193310530;isbn 3193310530;N/A;német;nemet;N/A
B9236;Einstern 02. Themenhefte 1-5 und Kartonbeilagen im Schuber - Ausleihmaterial;einstern 02 themenhefte 15 und kartonbeilagen im schuber  ausleihmaterial;Bauer, Roland - Maurach, Jutta;bauer roland  maurach jutta;144.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060836833;isbn 3060836833;N/A;német;nemet;N/A
B9298;Die große Hör-Edition - Die Live-Lesungen zum Mithören und Mitlachen - 4 Spiegel-Bestseller in einer Box: Wunder wirken Wunder - Wohin geht die Liebe, wenn sie durch den Magen durch ist? - Glück kommt selten allein - Die Leber wächst mit ihren Aufgaben;die groe horedition  die livelesungen zum mithoren und mitlachen  4 spiegelbestseller in einer box wunder wirken wunder  wohin geht die liebe wenn sie durch den magen durch ist  gluck kommt selten allein  die leber wachst mit ihren aufgaben;Hirschhausen, Eckart von;hirschhausen eckart von;131.0;1.0;5.0;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3844525998;isbn 3844525998;N/A;német;nemet;N/A
B9324;Motorradkarte Schwäbische Alb 1 : 200 000 - Mit Tourenvorschlägen, Ausflugszielen, Bikertreffs & Einkehrtipps;motorradkarte schwabische alb 1  200 000  mit tourenvorschlagen ausflugszielen bikertreffs  einkehrtipps;;;58.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 389920204X;isbn 389920204x;N/A;német;nemet;N/A
B9329;Fred im Land der Skythen - Eine ungewöhnliche Freundschaft;fred im land der skythen  eine ungewohnliche freundschaft;Tetzner, Birge;tetzner birge;72.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3981599888;isbn 3981599888;N/A;német;nemet;N/A
B9331;A Fishsummer Night's Dream - Leichte Geigenduette mit lustigen Gedichten von Aleksey Igudesman und amüsanten Fischzeichnungen von Sir Roger Moore. für 2 Violinen mit CD. Spielpartitur.;a fishsummer nights dream  leichte geigenduette mit lustigen gedichten von aleksey igudesman und amusanten fischzeichnungen von sir roger moore fur 2 violinen mit cd spielpartitur;;;134.0;3.0;5.0;Song Books, Operas;song books operas;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702473270;isbn 3702473270;N/A;angol;angol;N/A
B9336;Celtic Saxophone Duets - 17 mittelschwere Arrangements mit Musik aus Irland, Schottland und der Bretagne. für 2 Saxophone (AA/AT). Spielpartitur.;celtic saxophone duets  17 mittelschwere arrangements mit musik aus irland schottland und der bretagne fur 2 saxophone aaat spielpartitur;;;105.0;3.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702466029;isbn 3702466029;N/A;angol;angol;N/A
B9339;Jazzy Recorder Duets - für 2 Altblockflöten. Spielpartitur.;jazzy recorder duets  fur 2 altblockfloten spielpartitur;;;86.0;3.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702432264;isbn 3702432264;N/A;angol;angol;N/A
B9340;Die neue Magic Flute 3 mit CD - Die erfolgreiche Flötenschule jetzt in umfassend überarbeiteter Neuausgabe mit CD. Band 3. für Flöte mit CD, teilweise mit Klavierbegleitung.;die neue magic flute 3 mit cd  die erfolgreiche flotenschule jetzt in umfassend uberarbeiteter neuausgabe mit cd band 3 fur flote mit cd teilweise mit klavierbegleitung;;;171.0;3.0;5.0;Liederbücher, Operntexte, Musik-CDs;liederbucher operntexte musikcds;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3702470522;isbn 3702470522;N/A;német;nemet;N/A
B9387;ADFC-Regionalkarte Radlerparadies Landkreis Rotenburg (Wümme) 1 : 75 000 - Zwischen Hamburg und Bremen mit Tagestouren-Vorschlägen;adfcregionalkarte radlerparadies landkreis rotenburg wumme 1  75 000  zwischen hamburg und bremen mit tagestourenvorschlagen;;;44.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3870736739;isbn 3870736739;N/A;német;nemet;N/A
B9392;Internationale Dollard Route 1 : 50.000 - Grenzlos Radwandern in Deutschland und den Niederlanden;internationale dollard route 1  50000  grenzlos radwandern in deutschland und den niederlanden;;;39.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3870737034;isbn 3870737034;N/A;német;nemet;N/A
B9393;Radwandern im Landkreis Gießen 1 : 50.000;radwandern im landkreis gieen 1  50000;;;39.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3870737042;isbn 3870737042;N/A;német;nemet;N/A
B9396;Perry Rhodan Silberedition 44 - Alarm für die Galaxis;perry rhodan silberedition 44  alarm fur die galaxis;Voltz, William - Kneifel, Hans - Darlton, Clark;voltz william  kneifel hans  darlton clark;235.0;3.0;5.0;Science Fiction, Fantasy;science fiction fantasy;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3957950244;isbn 3957950244;N/A;német;nemet;N/A
B9409;Internationale Dollard Route 1 : 50.000 - Grenzlos Radwandern in Deutschland und den Niederlanden;internationale dollard route 1  50000  grenzlos radwandern in deutschland und den niederlanden;;;39.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3870737034;isbn 3870737034;N/A;német;nemet;N/A
B9410;Radwandern im Landkreis Gießen 1 : 50.000;radwandern im landkreis gieen 1  50000;;;39.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3870737042;isbn 3870737042;N/A;német;nemet;N/A
B9413;Perry Rhodan Silberedition 44 - Alarm für die Galaxis;perry rhodan silberedition 44  alarm fur die galaxis;Voltz, William - Kneifel, Hans - Darlton, Clark;voltz william  kneifel hans  darlton clark;235.0;1.0;5.0;Science Fiction, Fantasy;science fiction fantasy;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3957950244;isbn 3957950244;N/A;német;nemet;N/A
B9433;Pinball 1973;pinball 1973;Murakami, Haruki;murakami haruki;78.0;3.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3899039378;isbn 3899039378;N/A;német;nemet;N/A
B9436;Der Nussknacker. Schülerbuch für Thüringen 4. Schuljahr. Ausgabe für Sachsen und Thüringen;der nussknacker schulerbuch fur thuringen 4 schuljahr ausgabe fur sachsen und thuringen;;;130.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3122558408;isbn 3122558408;N/A;német;nemet;N/A
B9445;Winston - Teil 3: Jagd auf die Tresorräuber - Lesung mit Oliver Kalkofe;winston  teil 3 jagd auf die tresorrauber  lesung mit oliver kalkofe;Scheunemann, Frauke;scheunemann frauke;78.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3862314758;isbn 3862314758;N/A;német;nemet;N/A
B9450;Bruchhausen-Vilsen, KVplan, Radkarte/Wanderkarte/Stadtplan, 1:25.000 / 1:12.500 - Ortspläne 1 : 12 500. Freizeitkarte 1 : 25.000. Fahrrad. Wandern. Auto. Sport. Freizeit.;bruchhausenvilsen kvplan radkartewanderkartestadtplan 125000  112500  ortsplane 1  12 500 freizeitkarte 1  25000 fahrrad wandern auto sport freizeit;;;29.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3896412272;isbn 3896412272;N/A;német;nemet;N/A
B9452;3-Flüsse-Tour Radrundtour an Rhein, Ahr und Erft 1 : 50 000 Radwanderkarte - Kompakt-Spiralo;3flussetour radrundtour an rhein ahr und erft 1  50 000 radwanderkarte  kompaktspiralo;;;44.0;3.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3870737050;isbn 3870737050;N/A;német;nemet;N/A
B9454;Gesundes Kommunizieren - Für ein erfolgreiches menschliches Miteinander in Familie, Schule und Beruf;gesundes kommunizieren  fur ein erfolgreiches menschliches miteinander in familie schule und beruf;Dietz, Angela;dietz angela;131.0;3.0;5.0;Briefe, Bewerbungen, Wiss. Arbeiten, Rhet.;briefe bewerbungen wiss arbeiten rhet;Ratgeber;ratgeber;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 386974197X;isbn 386974197x;N/A;német;nemet;N/A
B9460;Petronella Apfelmus 02 - Zauberschlaf und Knallfroschchaos - Zauberschlaf und Knallfroschchaos. Band 2.;petronella apfelmus 02  zauberschlaf und knallfroschchaos  zauberschlaf und knallfroschchaos band 2;Städing, Sabine;stading sabine;68.0;1.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3785750935;isbn 3785750935;N/A;német;nemet;N/A
B9466;E² + - Neue Beweise zum Selbsttesten. Wie Ihre Gedanken die Welt verändern: 5 CDs;e2   neue beweise zum selbsttesten wie ihre gedanken die welt verandern 5 cds;Grout, Pam;grout pam;105.0;3.0;5.0;Esoterik;esoterik;Esoterik, Anthroposophie;esoterik anthroposophie;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3899039270;isbn 3899039270;N/A;német;nemet;N/A
B9486;USA - Kanada Süd, Autokarte 1:3.000.000 - Maßstab 1:3.000.000;usa  kanada sud autokarte 13000000  mastab 13000000;;;48.0;3.0;5.0;;;;;;;;;;;;ISBN: 3707915514;isbn 3707915514;N/A;cseh;cseh;N/A
B9506;Découvertes Série jaune 3. Vokabel-Lernbox zum Schulbuch;decouvertes serie jaune 3 vokabellernbox zum schulbuch;;;105.0;1.0;5.0;Apprentissage Aids;apprentissage aids;École et Apprentissage;ecole et apprentissage;Livres francais;livres francais;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3129240276;isbn 3129240276;N/A;francia, német;francia nemet;N/A
B9511;Suderburg, KVplan, Radkarte/Wanderkarte/Stadtplan, 1:30.000 / 1:12.500 - Fahrrad / Wandern / Auto / Sport / Freizeit;suderburg kvplan radkartewanderkartestadtplan 130000  112500  fahrrad  wandern  auto  sport  freizeit;;;29.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 389641335X;isbn 389641335x;N/A;német;nemet;N/A
B9515;Alles Tofu, oder was? - (K)ein Koch-Roman. Gelesen von Tessa Mittestaedt;alles tofu oder was  kein kochroman gelesen von tessa mittestaedt;Berg, Ellen;berg ellen;78.0;1.0;5.0;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3945733030;isbn 3945733030;N/A;német;nemet;N/A
B9524;Smile 3 - Englisch Übungsbuch für die 3. Klasse HS/AHS;smile 3  englisch ubungsbuch fur die 3 klasse hsahs;Lichtenwagner, Claudia;lichtenwagner claudia;79.0;1.0;5.0;Lernhilfen, Abiturwissen;lernhilfen abiturwissen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 370741308X;isbn 370741308x;N/A;német;nemet;N/A
B9550;La Petite Pierre 1. CD Lieder und Texte - Ausgabe 2016;la petite pierre 1 cd lieder und texte  ausgabe 2016;;;141.0;3.0;5.0;Livres Scolaires Allemandes;livres scolaires allemandes;École et Apprentissage;ecole et apprentissage;Livres audio;livres audio;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3425092642;isbn 3425092642;N/A;francia, német;francia nemet;N/A
B9553;Dichtung und Wahrheit - Teil I und II - Lesung mit Gert Westphal;dichtung und wahrheit  teil i und ii  lesung mit gert westphal;Goethe, Johann Wolfgang von;goethe johann wolfgang von;78.0;1.0;5.0;Biographien, Erinnerungen;biographien erinnerungen;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 386231717X;isbn 386231717x;N/A;német;nemet;N/A
B9554;Maigret & Co - Meisterhafte Fälle - Hörspiele (5 CDs);maigret  co  meisterhafte falle  horspiele 5 cds;Simenon, Georges;simenon georges;105.0;1.0;5.0;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3862316645;isbn 3862316645;N/A;német;nemet;N/A
B9558;Dichtung und Wahrheit - Teil III und IV - Lesung mit Gert Westphal (1 mp3-CD);dichtung und wahrheit  teil iii und iv  lesung mit gert westphal 1 mp3cd;Goethe, Johann Wolfgang von;goethe johann wolfgang von;78.0;3.0;5.0;Biographien, Erinnerungen;biographien erinnerungen;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3862317188;isbn 3862317188;N/A;német;nemet;N/A
B9559;Grimms Märchen Box 2 - Frau Holle, Das tapfere Schneiderlein, Der gestiefelte Kater, Schneeweißchen und Rosenrot, Brüderchen und Schwesterchen, Sterntaler u.a.;grimms marchen box 2  frau holle das tapfere schneiderlein der gestiefelte kater schneeweichen und rosenrot bruderchen und schwesterchen sterntaler ua;Grimm, Jacob - Grimm, Wilhelm;grimm jacob  grimm wilhelm;79.0;3.0;5.0;Märchen und Sagen;marchen und sagen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3837134237;isbn 3837134237;N/A;német;nemet;N/A
B9591;English G Highlight 04: 8. Schuljahr. MP3-CD Hauptschule (Vollfassung) - Audio-Dateien auch als MP3;english g highlight 04 8 schuljahr mp3cd hauptschule vollfassung  audiodateien auch als mp3;;;218.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060333327;isbn 3060333327;N/A;német, angol;nemet angol;N/A
B9596;English G LIGHTHOUSE 4: 8. Schuljahr. MP3-CD (Vollfassung) - Audio-Dateien auch als MP3;english g lighthouse 4 8 schuljahr mp3cd vollfassung  audiodateien auch als mp3;;;215.0;3.0;5.0;Unterrichtsmat., Lehrer;unterrichtsmat lehrer;Schule und Lernen, Schulbücher;schule und lernen schulbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060323828;isbn 3060323828;N/A;német, angol;nemet angol;N/A
B9626;Einsterns Schwester - Erstlesen 1. Schuljahr. Druckschrift: 6 Themenhefte und Begleitheft - Mit Schreibtabelle;einsterns schwester  erstlesen 1 schuljahr druckschrift 6 themenhefte und begleitheft  mit schreibtabelle;Maurach, Jutta - Pfeifer, Katrin - Schwaighofer, Alexandra;maurach jutta  pfeifer katrin  schwaighofer alexandra;153.0;3.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060812551;isbn 3060812551;N/A;német;nemet;N/A
B9627;Einsterns Schwester - Erstlesen 1. Schuljahr Grundschrift: 6 Buchstabenhefte und Begleitheft im Schuber - Mit Schreibtabelle;einsterns schwester  erstlesen 1 schuljahr grundschrift 6 buchstabenhefte und begleitheft im schuber  mit schreibtabelle;Maurach, Jutta - Pfeifer, Katrin - Schwaighofer, Alexandra;maurach jutta  pfeifer katrin  schwaighofer alexandra;153.0;1.0;5.0;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 306082097X;isbn 306082097x;N/A;német;nemet;N/A
B9630;Nebelstein - Gmünd - Weitra - Groß Gerungs - Weinsberger Wald 1 : 50.000;nebelstein  gmund  weitra  gro gerungs  weinsberger wald 1  50000;;;45.0;1.0;5.0;;;;;;;;;;;;ISBN: 3707915565;isbn 3707915565;N/A;cseh;cseh;N/A
B9632;Elba, Island Pocket, Autokarte 1:45.000;elba island pocket autokarte 145000;;;27.0;1.0;5.0;;;;;;;;;;;;ISBN: 3707915484;isbn 3707915484;N/A;cseh;cseh;N/A
B9640;Gray Mountain - A Novel;gray mountain  a novel;Grisham, John;grisham john;86.0;3.0;5.0;Crime Stories;crime stories;Fiction;fiction;Audio books;audio books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 1101921854;isbn 1101921854;N/A;angol;angol;N/A
B9654;Motorradkarte Schwäbische Alb 1 : 200 000 - Mit Tourenvorschlägen, Ausflugszielen, Bikertreffs & Einkehrtipps;motorradkarte schwabische alb 1  200 000  mit tourenvorschlagen ausflugszielen bikertreffs  einkehrtipps;;;58.0;1.0;5.0;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 389920204X;isbn 389920204x;N/A;német;nemet;N/A
B9659;Fred im Land der Skythen - Eine ungewöhnliche Freundschaft;fred im land der skythen  eine ungewohnliche freundschaft;Tetzner, Birge;tetzner birge;72.0;3.0;5.0;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3981599888;isbn 3981599888;N/A;német;nemet;N/A
B9661;A Fishsummer Night's Dream - Leichte Geigenduette mit lustigen Gedichten von Aleksey Igudesman und amüsanten Fischzeichnungen von Sir Roger Moore. für 2 Violinen mit CD. Spielpartitur.;a fishsummer nights dream  leichte geigenduette mit lustigen gedichten von aleksey igudesman und amusanten fischzeichnungen von sir roger moore fur 2 violinen mit cd spielpartitur;;;134.0;1.0;5.0;Song Books, Operas;song books operas;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702473270;isbn 3702473270;N/A;angol;angol;N/A
B9667;Celtic Saxophone Duets - 17 mittelschwere Arrangements mit Musik aus Irland, Schottland und der Bretagne. für 2 Saxophone (AA/AT). Spielpartitur.;celtic saxophone duets  17 mittelschwere arrangements mit musik aus irland schottland und der bretagne fur 2 saxophone aaat spielpartitur;;;105.0;1.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702466029;isbn 3702466029;N/A;angol;angol;N/A
B9670;Jazzy Recorder Duets - für 2 Altblockflöten. Spielpartitur.;jazzy recorder duets  fur 2 altblockfloten spielpartitur;;;86.0;3.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702432264;isbn 3702432264;N/A;angol;angol;N/A
B9671;Die neue Magic Flute 3 mit CD - Die erfolgreiche Flötenschule jetzt in umfassend überarbeiteter Neuausgabe mit CD. Band 3. für Flöte mit CD, teilweise mit Klavierbegleitung.;die neue magic flute 3 mit cd  die erfolgreiche flotenschule jetzt in umfassend uberarbeiteter neuausgabe mit cd band 3 fur flote mit cd teilweise mit klavierbegleitung;;;171.0;1.0;5.0;Liederbücher, Operntexte, Musik-CDs;liederbucher operntexte musikcds;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3702470522;isbn 3702470522;N/A;német;nemet;N/A
B9686;3 leichte Sonaten - für Flöte und Klavier.;3 leichte sonaten  fur flote und klavier;;;104.0;1.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702417397;isbn 3702417397;N/A;angol;angol;N/A
B9687;Duette aus Werken von J.S.Bach - für 2 Altblockflöten. Spielpartitur.;duette aus werken von jsbach  fur 2 altblockfloten spielpartitur;;;128.0;3.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702408975;isbn 3702408975;N/A;angol;angol;N/A
B9688;Blue Saxophone Duets - für 2 Saxophone (AA/TT/AT). Spielpartitur.;blue saxophone duets  fur 2 saxophone aattat spielpartitur;;;92.0;1.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 3702443541;isbn 3702443541;N/A;angol;angol;N/A
B9689;Easy Jazzy Clarinet Duets - für 2 Klarinetten.;easy jazzy clarinet duets  fur 2 klarinetten;;;86.0;1.0;5.0;Music supplies, Notes;music supplies notes;Music;music;Humanities;humanities;English books;english books;;;;ISBN: 370243027X;isbn 370243027x;N/A;angol;angol;N/A
