ID;Title;Title_Std;Author;Author_Std;Price;Reviews;Score;Genre1;Genre1_Std;Genre2;Genre2_Std;Genre3;Genre3_Std;Genre4;Genre4_Std;Number_Of_Pages;Publisher;Publisher_Std;Cover_Type;Cover_Type_Std;Publishing_Date;Language;Language_Std;Translator
B15423;Vall de Lord - Port del Compte - Serra del Verd - Serra de Busa 1:25000;vall de lord  port del compte  serra del verd  serra de busa 125000;;;93.0;11.0;4.5;Europa;europa;Mapas;mapas;Viaje;viaje;Libros en español;libros en espanol;;;;ISBN: 8480909757;isbn 8480909757;N/A;spanyol;spanyol;N/A
B15424;3432ET Albertville - 1:25000;3432et albertville  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758554143;isbn 2758554143;N/A;francia;francia;N/A
B15428;Madrid & Castile/La Mancha - 1:600000 / 1:7000;madrid  castilela mancha  1600000  17000;;;58.0;15.0;4.5;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771294841;isbn 1771294841;N/A;angol;angol;N/A
B15454;Der Brocken 1 : 30 000 - Wander- und Mountainbike-Karte;der brocken 1  30 000  wander und mountainbikekarte;Spachmüller, Bernhard;spachmuller bernhard;24.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3945974224;isbn 3945974224;N/A;német;nemet;N/A
B15455;Wernigerode Stadtplan 1 : 10 000 - Wanderkarte und Stadtplan mit Wander-Touren und Brockenkarte;wernigerode stadtplan 1  10 000  wanderkarte und stadtplan mit wandertouren und brockenkarte;;;24.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3945974186;isbn 3945974186;N/A;német;nemet;N/A
B15470;Passo dopo passo PLUS B1. 2 Audio-CDs - Der Italienischkurs;passo dopo passo plus b1 2 audiocds  der italienischkurs;Barbierato, Anna - Motta, Katja;barbierato anna  motta katja;63.0;11.0;4.5;Schoolbooks, Adult Education;schoolbooks adult education;School and Learning;school and learning;Olasz hangoskönyvek;olasz hangoskonyvek;Idegen nyelvű;idegen nyelvu;;;;ISBN: 319969599X;isbn 319969599x;N/A;olasz;olasz;N/A
B15488;ADFC-Radtourenkarte 19 Saarland /Mosel 1:150.000, reiß- und wetterfest, E-Bike geeignet, GPS-Tracks Download, mit Bett+Bike Symbolen, mit Kilometer-Angaben;adfcradtourenkarte 19 saarland mosel 1150000 rei und wetterfest ebike geeignet gpstracks download mit bettbike symbolen mit kilometerangaben;;;58.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 396990188X;isbn 396990188x;N/A;német;nemet;N/A
B15526;Box 13, Vol. 1;box 13 vol 1;;;175.0;11.0;4.5;Short Stories;short stories;Novels;novels;Fiction;fiction;Audio books;audio books;;;;ISBN: 1504631064;isbn 1504631064;N/A;angol;angol;N/A
B15581;Kombi-Paket: Jahrbuch für Kinder- & Jugendtheologie Band 1-6;kombipaket jahrbuch fur kinder  jugendtheologie band 16;Suhner, Jasmine;suhner jasmine;791.0;11.0;4.5;Praktische Theologie;praktische theologie;Religion, Theologie;religion theologie;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3766846051;isbn 3766846051;N/A;német;nemet;N/A
B15585;Kümmerly+Frey Wanderkarte 26 Ticino, Sopraceneri 1:60.000 - Mit Lugano und Lago Maggiore. Wetterfest, matt laminiert und mit free Download;kummerlyfrey wanderkarte 26 ticino sopraceneri 160000  mit lugano und lago maggiore wetterfest matt laminiert und mit free download;;;131.0;15.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 3259022260;isbn 3259022260;N/A;francia, olasz, német, angol;francia olasz nemet angol;N/A
B15586;Der Brocken 1:30 000 - Wasser-und reißfeste Wander- und Mountainbike-Karte;der brocken 130 000  wasserund reifeste wander und mountainbikekarte;Spachmüller, Bernhard;spachmuller bernhard;38.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3945974178;isbn 3945974178;N/A;német;nemet;N/A
B15602;Radkarte Lüneburger Heide - Amelinghausen - Buchholz - Winsen (Luhe) - Schneverdingen - Soltau 1:75.000, wetterfest;radkarte luneburger heide  amelinghausen  buchholz  winsen luhe  schneverdingen  soltau 175000 wetterfest;;;43.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3711102166;isbn 3711102166;N/A;német;nemet;N/A
B15605;ATK25-P12 Holzkirchen (Amtliche Topographische Karte 1:25000) - Sauerlach, Warngau, Weyarn, Valley, Otterfing, Feldkirchen-Westerham, Aying;atk25p12 holzkirchen amtliche topographische karte 125000  sauerlach warngau weyarn valley otterfing feldkirchenwesterham aying;;;42.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3987760206;isbn 3987760206;N/A;német;nemet;N/A
B15669;Komm mit ins Paradies der Träumer - das erste Kinderbuch von Max Mutzke ¦ liebevolle Gute-Nacht-Geschichte zum Hören mit Einschlafritual für Kinder ab 5 Jahre;komm mit ins paradies der traumer  das erste kinderbuch von max mutzke  liebevolle gutenachtgeschichte zum horen mit einschlafritual fur kinder ab 5 jahre;Mutzke, Max;mutzke max;68.0;11.0;4.5;Geschichten, Reime;geschichten reime;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3839844223;isbn 3839844223;N/A;német;nemet;N/A
B15671;"Liebst du um Schönheit (Chorpartitur) - aus ""Fünf Lieder nach Texten von Friedrich Rückert"". für zwölfstimmigen gemischten Chor a cappella. Chorpartitur.";liebst du um schonheit chorpartitur  aus funf lieder nach texten von friedrich ruckert fur zwolfstimmigen gemischten chor a cappella chorpartitur;;;46.0;11.0;4.5;Musikalien;musikalien;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3702477764;isbn 3702477764;N/A;német;nemet;N/A
B15672;"Ich atmet' einen linden Duft - aus ""Fünf Lieder nach Texten von Friedrich Rückert"". für zwölfstimmigen gemischten Chor a cappella. Chorpartitur.";ich atmet einen linden duft  aus funf lieder nach texten von friedrich ruckert fur zwolfstimmigen gemischten chor a cappella chorpartitur;;;52.0;11.0;4.5;Musikalien;musikalien;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 370247773X;isbn 370247773x;N/A;német;nemet;N/A
B15673;"Um Mitternacht (Chorpartitur) - aus ""Fünf Lieder nach Texten von Friedrich Rückert"". für zwölfstimmigen gemischten Chor a cappella. Chorpartitur.";um mitternacht chorpartitur  aus funf lieder nach texten von friedrich ruckert fur zwolfstimmigen gemischten chor a cappella chorpartitur;;;62.0;15.0;4.5;Musikalien;musikalien;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3702477756;isbn 3702477756;N/A;német;nemet;N/A
B15674;"Ich bin der Welt abhanden gekommen (Chorpartitur) - aus ""Fünf Lieder nach Texten von Friedrich Rückert"". für zwölfstimmigen gemischten Chor a cappella. Chorpartitur.";ich bin der welt abhanden gekommen chorpartitur  aus funf lieder nach texten von friedrich ruckert fur zwolfstimmigen gemischten chor a cappella chorpartitur;;;60.0;15.0;4.5;Musikalien;musikalien;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3702477748;isbn 3702477748;N/A;német;nemet;N/A
B15675;"Blicke mir nicht in die Lieder! (Chorpartitur) - aus ""Fünf Lieder nach Texten von Friedrich Rückert"". für zwölfstimmigen gemischten Chor a cappella. Chorpartitur.";blicke mir nicht in die lieder chorpartitur  aus funf lieder nach texten von friedrich ruckert fur zwolfstimmigen gemischten chor a cappella chorpartitur;;;57.0;11.0;4.5;Musikalien;musikalien;Musik;musik;Geisteswissenschaften, Kunst, Musik;geisteswissenschaften kunst musik;Deutsche Bücher;deutsche bucher;;;;ISBN: 3702477721;isbn 3702477721;N/A;német;nemet;N/A
B15681;Oscar Wilde & Mycroft Holmes - Folge 45 - Laune der Natur. Hörspiel.;oscar wilde  mycroft holmes  folge 45  laune der natur horspiel;Walter, Silke;walter silke;42.0;11.0;4.5;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3785786026;isbn 3785786026;N/A;német;nemet;N/A
B15790;Famous Father Girl: A Memoir of Growing Up Bernstein;famous father girl a memoir of growing up bernstein;Bernstein, Jamie;bernstein jamie;236.0;15.0;4.5;Biographies;biographies;Music;music;Humanities;humanities;Audio books;audio books;;;;ISBN: 1538550040;isbn 1538550040;N/A;angol;angol;N/A
B15877;Radkarte Oderbruch Barnimerland - Bad Freienwalde - Frankfurt an der Oder - Fürstenwalde - Strausberg, 1:75.000;radkarte oderbruch barnimerland  bad freienwalde  frankfurt an der oder  furstenwalde  strausberg 175000;;;43.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3711101763;isbn 3711101763;N/A;német;nemet;N/A
B15884;ATK25-K14 Mallersdorf-Pfaffenberg (Amtliche Topographische Karte 1:25000) - Ergoldsbach, Laberweinting, Neufahrn i.NB, Schierling;atk25k14 mallersdorfpfaffenberg amtliche topographische karte 125000  ergoldsbach laberweinting neufahrn inb schierling;;;42.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3899339746;isbn 3899339746;N/A;német;nemet;N/A
B15913;Western Scotland & Island - ITM Travel Reference Map 1:250000;western scotland  island  itm travel reference map 1250000;;;63.0;15.0;4.5;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771299010;isbn 1771299010;N/A;angol;angol;N/A
B15914;Greece - ITM Travel Reference Map 1:625000;greece  itm travel reference map 1625000;;;63.0;15.0;4.5;Europe;europe;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771293233;isbn 1771293233;N/A;angol;angol;N/A
B15960;13 Schritte zur radikalen Vergebung;13 schritte zur radikalen vergebung;Tipping, Colin C.;tipping colin c;94.0;15.0;4.5;Lebensführung allgemein;lebensfuhrung allgemein;Ratgeber;ratgeber;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3442335949;isbn 3442335949;N/A;német;nemet;N/A
B15969;Oscar Wilde & Mycroft Holmes - Folge 48 - Quelle des Leidens. Hörspiel.;oscar wilde  mycroft holmes  folge 48  quelle des leidens horspiel;Walter, Silke;walter silke;42.0;15.0;4.5;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3785786352;isbn 3785786352;N/A;német;nemet;N/A
B16038;Aosta - Pila - Valle di Cogne - Gran Paradiso - 1:25000;aosta  pila  valle di cogne  gran paradiso  125000;;;83.0;15.0;4.5;Europe;europe;Maps;maps;Travel;travel;Olasz könyvek;olasz konyvek;;;;ISBN: 8897465447;isbn 8897465447;N/A;olasz;olasz;N/A
B16039;Senda Pirenaica 1:50 000 Wanderkarte GR 11 - Cabo Higer - Cap de Creus;senda pirenaica 150 000 wanderkarte gr 11  cabo higer  cap de creus;;;147.0;15.0;4.5;Europa;europa;Mapas;mapas;Viaje;viaje;Libros en español;libros en espanol;;;;ISBN: 841691804X;isbn 841691804x;N/A;spanyol;spanyol;N/A
B16066;McGraw Hill TEAS 2-Book Value Pack;mcgraw hill teas 2book value pack;Zahler, Kathy A. - Hanks, Wendy;zahler kathy a  hanks wendy;295.0;11.0;4.5;Schoolbooks, Adult Education;schoolbooks adult education;School and Learning;school and learning;English books;english books;Idegen nyelvű;idegen nyelvu;;;;ISBN: 1265678472;isbn 1265678472;N/A;angol;angol;N/A
B16075;ADFC-Regionalkarte Tübingen - Stuttgart Süd, 1:75.000, reiß- und wetterfest,mit kostenlosem GPS-Download der Touren via BVA-website oder Karten-App - Mit 21 Tourenvorschlägen für kleine Rauszeiten;adfcregionalkarte tubingen  stuttgart sud 175000 rei und wetterfestmit kostenlosem gpsdownload der touren via bvawebsite oder kartenapp  mit 21 tourenvorschlagen fur kleine rauszeiten;;;53.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3969901812;isbn 3969901812;N/A;német;nemet;N/A
B16076;ADFC-Radtourenkarte IT-TOS Toskana 1:150.000, reiß- und wetterfest, E-Bike geeignet, GPS-Tracks Download, mit Bett+Bike Symbolen, mit Kilometer-Angaben - Auf in den Süden! Die erste Fahrradkarte der Toskana. Mit allen Radfernwegen und Ergänzungsrouten.;adfcradtourenkarte ittos toskana 1150000 rei und wetterfest ebike geeignet gpstracks download mit bettbike symbolen mit kilometerangaben  auf in den suden die erste fahrradkarte der toskana mit allen radfernwegen und erganzungsrouten;;;58.0;11.0;4.5;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3969901820;isbn 3969901820;N/A;német;nemet;N/A
B16078;ADFC-Radtourenkarte 15 Rheinland /Eifel 1:150.000, reiß- und wetterfest, E-Bike geeignet, GPS-Tracks Download, mit Bett+Bike Symbolen, mit Kilometer-Angaben;adfcradtourenkarte 15 rheinland eifel 1150000 rei und wetterfest ebike geeignet gpstracks download mit bettbike symbolen mit kilometerangaben;;;58.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3969901863;isbn 3969901863;N/A;német;nemet;N/A
B16082;ADFC-Regionalkarte Heilbronner Land - Stuttgart Nord 1:75.000, reiß- und wetterfest, mit kostenlosem GPS-Download der Touren via BVA-website oder Karten-App - Mit 21 Tourenvorschlägen für kleine Rauszeiten;adfcregionalkarte heilbronner land  stuttgart nord 175000 rei und wetterfest mit kostenlosem gpsdownload der touren via bvawebsite oder kartenapp  mit 21 tourenvorschlagen fur kleine rauszeiten;;;53.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3969901782;isbn 3969901782;N/A;német;nemet;N/A
B16113;Professor Zamorra - Folge 2 - Welt der Schatten. Hörspiel.;professor zamorra  folge 2  welt der schatten horspiel;Borner, Simon;borner simon;52.0;15.0;4.5;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3785784643;isbn 3785784643;N/A;német;nemet;N/A
B16132;Hase Hibiskus. Vier möhrenstarke Abenteuer - Ungekürzte szenische Lesungen mit Musik mit Thomas Nicolai (1 CD);hase hibiskus vier mohrenstarke abenteuer  ungekurzte szenische lesungen mit musik mit thomas nicolai 1 cd;König, Andreas;konig andreas;63.0;15.0;4.5;Bilderbücher;bilderbucher;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3742430904;isbn 3742430904;N/A;német;nemet;N/A
B16158;Lesefreunde 4. Schuljahr. Lesekarte - Östliche Bundesländer und Berlin - Im Paket - 10 Stück im Paket;lesefreunde 4 schuljahr lesekarte  ostliche bundeslander und berlin  im paket  10 stuck im paket;;;47.0;11.0;4.5;Schulbücher;schulbucher;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3464812472;isbn 3464812472;N/A;német;nemet;N/A
B16161;"Schwerpunktthema Abitur Englisch Sekundarstufe II. Pflichtmaterialien Abitur Niedersachsen 2026 - Paket für Lernende für das grundlegende Anforderungsniveau - Texthefte - Text- u. Arbeitsheft: ""Behold the Dreamers"", ""seven methods of kiling k. jenner""";schwerpunktthema abitur englisch sekundarstufe ii pflichtmaterialien abitur niedersachsen 2026  paket fur lernende fur das grundlegende anforderungsniveau  texthefte  text u arbeitsheft behold the dreamers seven methods of kiling k jenner;Baasner, Martina - Dietrich, Wiebke Bettina - Herlyn, Anne - Hohwiller, Peter - Runge, Eva - Schüler, Lars;baasner martina  dietrich wiebke bettina  herlyn anne  hohwiller peter  runge eva  schuler lars;169.0;15.0;4.5;Lektüren, Interpretationen;lekturen interpretationen;Schule und Lernen;schule und lernen;Deutsche Bücher;deutsche bucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3060368155;isbn 3060368155;N/A;német, angol;nemet angol;N/A
B16193;Biosphärenreservat Pfälzerwald - Wander-, Rad- und Freizeitkarte, 7. Auflage;biospharenreservat pfalzerwald  wander rad und freizeitkarte 7 auflage;;;48.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3945138159;isbn 3945138159;N/A;német;nemet;N/A
B16198;Die Perlenprinzessin - Schwarze Tränen - Teil 5.;die perlenprinzessin  schwarze tranen  teil 5;Lorentz, Iny;lorentz iny;105.0;15.0;4.5;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3785786107;isbn 3785786107;N/A;német;nemet;N/A
B16200;The Man Who Was Thursday by G. K. Chesterton (Illustrated);the man who was thursday by g k chesterton illustrated;Gilbert Keith Chesterton;gilbert keith chesterton;2.0;11.0;4.5;Angol nyelvű könyvek;angol nyelvu konyvek;Idegen nyelvű;idegen nyelvu;e-könyv;ekonyv;;;;Delphi Classics (Parts Edition);delphi classics parts edition;ISBN: 9781786561312;isbn 9781786561312;2017;angol;angol;N/A
B16287;Bitte nicht öffnen, sonst ... 2: Schleim am Bein! - 1 CD;bitte nicht offnen sonst  2 schleim am bein  1 cd;Habersack, Charlotte;habersack charlotte;52.0;15.0;4.5;Erstlesealter;erstlesealter;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3745605101;isbn 3745605101;N/A;német;nemet;N/A
B16322;Die Ferienbande und die unfassbar anstrengende Hexe - 3 CD-Box;die ferienbande und die unfassbar anstrengende hexe  3 cdbox;;;68.0;11.0;4.5;Humor, Cartoons, Comics;humor cartoons comics;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3837167941;isbn 3837167941;N/A;német;nemet;N/A
B16434;TopoMap Schneeberg - Rax - Semmering - Topografische Karte Maßstab 1:30.000;topomap schneeberg  rax  semmering  topografische karte mastab 130000;Karel, Kriz;karel kriz;73.0;15.0;4.5;Europa;europa;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3854397259;isbn 3854397259;N/A;német;nemet;N/A
B16476;Biosphärenreservat Pfälzerwald - Wander-, Rad- und Freizeitkarte, 7. Auflage;biospharenreservat pfalzerwald  wander rad und freizeitkarte 7 auflage;;;48.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3945138159;isbn 3945138159;N/A;német;nemet;N/A
B16481;Die Perlenprinzessin - Schwarze Tränen - Teil 5.;die perlenprinzessin  schwarze tranen  teil 5;Lorentz, Iny;lorentz iny;105.0;15.0;4.5;Erzählungen;erzahlungen;Romane;romane;Belletristik;belletristik;Hörbücher;horbucher;;;;ISBN: 3785786107;isbn 3785786107;N/A;német;nemet;N/A
B16483;The Man Who Was Thursday by G. K. Chesterton (Illustrated);the man who was thursday by g k chesterton illustrated;Gilbert Keith Chesterton;gilbert keith chesterton;2.0;11.0;4.5;Angol nyelvű könyvek;angol nyelvu konyvek;Idegen nyelvű;idegen nyelvu;e-könyv;ekonyv;;;;Delphi Classics (Parts Edition);delphi classics parts edition;ISBN: 9781786561312;isbn 9781786561312;2017;angol;angol;N/A
B16524;13 Schritte zur radikalen Vergebung;13 schritte zur radikalen vergebung;Tipping, Colin C.;tipping colin c;94.0;11.0;4.5;Lebensführung allgemein;lebensfuhrung allgemein;Ratgeber;ratgeber;Sachbuch, Ratgeber;sachbuch ratgeber;Hörbücher;horbucher;;;;ISBN: 3442335949;isbn 3442335949;N/A;német;nemet;N/A
B16533;Oscar Wilde & Mycroft Holmes - Folge 48 - Quelle des Leidens. Hörspiel.;oscar wilde  mycroft holmes  folge 48  quelle des leidens horspiel;Walter, Silke;walter silke;42.0;11.0;4.5;Kriminalromane;kriminalromane;Belletristik;belletristik;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3785786352;isbn 3785786352;N/A;német;nemet;N/A
B16546;Mathematik im Bauingenieurwesen - in 2 Bänden;mathematik im bauingenieurwesen  in 2 banden;Rjasanowa, Kerstin;rjasanowa kerstin;370.0;15.0;4.5;Bau- und Umwelttechnik;bau und umwelttechnik;Technik;technik;Mathematik, Naturwissenschaften, Technik, Medizin;mathematik naturwissenschaften technik medizin;Deutsche Bücher;deutsche bucher;;;;ISBN: 3446480943;isbn 3446480943;N/A;német;nemet;N/A
B16606;USA Pacific Crest Trail - ITM Travel Reference Map 1:900000;usa pacific crest trail  itm travel reference map 1900000;;;63.0;11.0;4.5;North and Central America;north and central america;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771296305;isbn 1771296305;N/A;angol;angol;N/A
B16607;South Sudan - ITM Travel Reference Map 1:2000000;south sudan  itm travel reference map 12000000;;;63.0;15.0;4.5;Africa;africa;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771297301;isbn 1771297301;N/A;angol;angol;N/A
B16608;USA Appalachian Trail - ITM Travel Reference Map 1:755000;usa appalachian trail  itm travel reference map 1755000;;;63.0;11.0;4.5;South America;south america;Maps;maps;Travel;travel;English books;english books;;;;ISBN: 1771290331;isbn 1771290331;N/A;angol;angol;N/A
B16663;1922SB Amboise Montlouis-sur-Loire - 1:25000;1922sb amboise montlouissurloire  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 275855609X;isbn 275855609x;N/A;francia;francia;N/A
B16664;0519ET Quimper Concarneau - 1:25000;0519et quimper concarneau  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758554232;isbn 2758554232;N/A;francia;francia;N/A
B16665;Normandie Jour J 6 Juin 1944 - 1:100000;normandie jour j 6 juin 1944  1100000;;;73.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758555816;isbn 2758555816;N/A;francia, német, angol;francia nemet angol;N/A
B16666;1723ET Chinon Langeais Azey -le-Rideau - 1:25000;1723et chinon langeais azey lerideau  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758555360;isbn 2758555360;N/A;francia;francia;N/A
B16670;0317OT Île d'Ouessant - 1:25000;0317ot ile douessant  125000;;;103.0;15.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758554224;isbn 2758554224;N/A;francia;francia;N/A
B16671;1329ET La Rochelle Anse de L'Anguillon - 1:25000;1329et la rochelle anse de languillon  125000;;;103.0;15.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758555328;isbn 2758555328;N/A;francia;francia;N/A
B16672;1911OT Foret de Brotonne - 1:25000;1911ot foret de brotonne  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758555395;isbn 2758555395;N/A;francia;francia;N/A
B16673;0620ET Quimperlé Pont-Aven - 1:25000;0620et quimperle pontaven  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758555301;isbn 2758555301;N/A;francia;francia;N/A
B16674;1021SB Questembert la Roche-Bernard - 1:25000;1021sb questembert la rochebernard  125000;;;103.0;11.0;4.5;Europe;europe;Cartes et Plans;cartes et plans;Tourisme et Voyages;tourisme et voyages;Livres francais;livres francais;;;;ISBN: 2758556065;isbn 2758556065;N/A;francia;francia;N/A
B16676;Kiki legt los! - Teil 2: Die Hinterhof-Prinzessinnen - Ungekürzte szenische Lesung mit Musik mit Monika Oschek;kiki legt los  teil 2 die hinterhofprinzessinnen  ungekurzte szenische lesung mit musik mit monika oschek;Gehm, Franziska;gehm franziska;63.0;11.0;4.5;Jugendromane u. -erzählungen;jugendromane u erzahlungen;Kinder- und Jugendbücher;kinder und jugendbucher;Hörbücher;horbucher;Idegen nyelvű;idegen nyelvu;;;;ISBN: 3742430572;isbn 3742430572;N/A;német;nemet;N/A
B16727;Radkarte Oderbruch Barnimerland - Bad Freienwalde - Frankfurt an der Oder - Fürstenwalde - Strausberg, 1:75.000;radkarte oderbruch barnimerland  bad freienwalde  frankfurt an der oder  furstenwalde  strausberg 175000;;;43.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3711101763;isbn 3711101763;N/A;német;nemet;N/A
B16734;ATK25-K14 Mallersdorf-Pfaffenberg (Amtliche Topographische Karte 1:25000) - Ergoldsbach, Laberweinting, Neufahrn i.NB, Schierling;atk25k14 mallersdorfpfaffenberg amtliche topographische karte 125000  ergoldsbach laberweinting neufahrn inb schierling;;;42.0;11.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3899339746;isbn 3899339746;N/A;német;nemet;N/A
B16747;ATK100-5 Nürnberg West (Amtliche Topographische Karte 1:100000) - Steigerwald, Bamberg, Rothenburg ob der Tauber, Ansbach, Kitzingen;atk1005 nurnberg west amtliche topographische karte 1100000  steigerwald bamberg rothenburg ob der tauber ansbach kitzingen;;;42.0;15.0;4.5;Deutschland;deutschland;Karten, Stadtpläne;karten stadtplane;Reiseführer;reisefuhrer;Deutsche Bücher;deutsche bucher;;;;ISBN: 3987760052;isbn 3987760052;N/A;német;nemet;N/A
