page;rank;title;author;publisher;price;score;reviews;language;pages;edition;code;category
404;24260;Én vagyok a móri mészáros? - Nagy László eredeti naplójával;Nothoff Ingrid;Elektra Kiadóház, 2009;Előjegyezhető;0.0;0.0;magyar;222.0;fűzve;9789630653046;
408;24497;A napok iszkolása 2019 - Egy év versekkel és prózával - Magvető könyvnotesz;;Magvető Könyvkiadó, 2018;Előjegyezhető;0.0;0.0;magyar;256.0;kemény kötés;9789631437690;
420;25251;A természet ölelése;Szabó Zsolt (válogatta);Szalay Könyvek, 2018;14.43;0.0;0.0;magyar;128.0;puhatáblás, ragasztókötött;9789632371641;Ajándék, utalványok > Jegyzetfüzet, notesz, toll
465;27956;Tettesek és tetthelyek - Munkában a bűnügyi helyszínelők;;Aréna 2000 Kiadó, 2006;Előjegyezhető;0.0;0.0;magyar;144.0;cérnafűzött, keménytáblás;9799637046697;
468;28095;Budapest - A Duna gyöngyszeme - orosz nyelvű;Székely András;Merhavia Kiadó, 2010;Előjegyezhető;5.0;2.0;magyar;40.0;irkafűzött;9789637587498;Idegen nyelvű > Egyéb idegen nyelvű > Orosz
494;29685;A legkisebb babakönyv;;General Press Kiadó, 2009;Előjegyezhető;5.0;1.0;magyar;96.0;kemény kötés;9789636430726;
503;30226;Budapest - A Duna gyöngyszeme - kínai nyelvű;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;0.0;0.0;magyar;20.0;irkafűzött;9789637587580;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
511;30669;Cicás zsebnotesz - Kedvencünk, a macska;;Alexandra Kiadó, 2014;46.70;0.0;0.0;magyar;48.0;irkafűzött;9789633572030;
526;31594;Sherlock Holmes and the Mystery of Boscombe Pool - Audio CD pack - Level 3;Arthur Conan Doyle;PEARSON-LONGMAN, 2008;70.49;5.0;1.0;magyar;46.0;puhatáblás, ragasztókötött;9781405879361;Idegen nyelvű > English books > Fiction > Crime Stories
534;32057;A legszebb ajándékot nyújtom át neked;Szabó Lea (szerk.);;Előjegyezhető;0.0;0.0;magyar;64.0;ISBN: 9789633707975;;
537;32280;A csend birodalma;Helen Exley;;Előjegyezhető;5.0;1.0;magyar;136.0;ISBN: 9789633701225;;
540;32404;La perla del Danubio - Budapest - A Duna gyöngyszeme - LA PERLA DEL DANUBIO;Székely András;Merhavia Kiadó, 2010;Előjegyezhető;5.0;1.0;magyar;32.0;irkafűzött;9789637587238;Idegen nyelvű > Egyéb idegen nyelvű > Olasz
558;33488;Az érintetlen természet harmóniája a Balkán történelmi levegőjével - Bosznia és Hercegovina;Joó András;Dekameron, 2020;69.03;0.0;0.0;magyar;304.0;ragasztott;9786155072352;
563;33819;Ungheria: La cucina tra oriente e occidente - magyar kóstoló;Gergely Anikó;Könemann, 2000;72.61;5.0;2.0;magyar;318.0;cérnafűzött, keménytáblás;9783829045827;Idegen nyelvű > Egyéb idegen nyelvű > Olasz
564;33894;Puskázási kézikönyv - AVAGY HOGYAN SZEREZZEN JÓ JEGYET A LUSTA EMBER;Abaházi Viktor;BBS-Info Kft., 2002;47.75;5.0;2.0;magyar;128.0;cérnafűzött, keménytáblás;9789638628800;
578;34718;L' Ungheria delle meraviglie - Csodás Magyarország - l'ungheria delle meraviglie;Szerk.: Fizil Éva;Folpress Kft, 2006;16.59;0.0;0.0;magyar;32.0;fűzve;9789639172685;Idegen nyelvű > Egyéb idegen nyelvű > Olasz
592;35547;Budapest éjféltől-éjfélig (magyar-angol-francia) - Magyar-francia-angol;F. Biart;Helikon Kiadó, 2005;Előjegyezhető;0.0;0.0;cérnafűzött, keménytáblás;;;;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
603;36186;Kis könyv karácsonyra;Brown, H.J.-Brown, R.-Peel, K.;Tericum Kiadó, 2002;Előjegyezhető;0.0;0.0;magyar;200.0;kötve;9638453621;
612;36739;Sápi, a kiskacsa - Bábozós könyvek;Klaartje van der Put;Móra Könyvkiadó, 2006;Előjegyezhető;0.0;0.0;magyar;12.0;lapozó;9789631180442;
615;36931;A pokolbéli kutya nyomában (magyar-angol) - Lerner's Crime Story - Tanulókrimi;Marc Hillefeld;Cser Kiadó, 2004;Előjegyezhető;0.0;0.0;magyar;144.0;fűzve;9789639560192;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
622;37356;Vuelta a Espana - Spanyol nyelvtani gyakorlókönyv;Bátki Piroska;Nemzeti Tankönyvkiadó, 2013;Előjegyezhető;0.0;0.0;magyar;160.0;puhatáblás, ragasztókötött;9789631954586;Idegen nyelvű > Egyéb idegen nyelvű > Spanyol
625;37518;La joya del Danubio Budapest - Budapest a Duna gyöngyszeme - Donaupärlen;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;5.0;1.0;magyar;32.0;irkafűzött;9789637587641;Idegen nyelvű > Egyéb idegen nyelvű > Spanyol
632;37961;Three men on the bummel;Jerome K. Jerome;Penguin Books, 1994;Előjegyezhető;0.0;0.0;magyar;208.0;fűzve;0140621458;Idegen nyelvű > English books > Fiction > Novels > Short Stories
641;38478;Csokivarázs zsebnotesz - Kedvencünk, a csokoládé;;Alexandra Kiadó, 2014;Előjegyezhető;5.0;3.0;magyar;48.0;irkafűzött;9789633572023;Ajándék, utalványok > Jegyzetfüzet, notesz, toll
648;38918;The Son of the White Horse - A hungarian fairy tale;Arany László;Móra Könyvkiadó, 1999;Előjegyezhető;5.0;2.0;ISBN: 9631174972;;;;Idegen nyelvű > English books > Children's Books > Fairy Tales
648;38933;Tűzvédelem;Györkös Tivadar;COMPLEX KIADÓ KFT, 2009;48.72;5.0;2.0;magyar;300.0;puhatáblás, ragasztókötött;9789632950174;
660;39650;Műszaki biztonság;Varga János;COMPLEX KIADÓ KFT, 2009;Előjegyezhető;5.0;2.0;magyar;262.0;puhatáblás, ragasztókötött;9789632950143;
669;40196;The Tragedy of Man - 7. kiadás;Madách Imre;Corvina Kiadó, 2018;140.91;0.0;0.0;magyar;269.0;kartonált ragasztókötés visszahajló füllel;9789631365528;Idegen nyelvű > English books > Fiction > Lyrics, Poetry, Essays, Speeches
689;41343;A világ legnagyobb sörivójának;Koncz Gergely (szerk.);;Előjegyezhető;0.0;0.0;ISBN: 9789632510385;;;;
696;41802;WALL-E Digibook;;Pro Video Film & Distribution Kft., 2014;Előjegyezhető;0.0;0.0;magyar;95.0;dobozban / tokban;9789638989505;Film > Gyerek és ifjúsági > Mesék
709;42546;King's Ransom (OBW 5);Ed McBain;Librotrade Kft., 2001;Előjegyezhető;0.0;0.0;magyar;104.0;fűzve;9780194230711;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
712;42741;Tuna nehri'nin incisi Budapeste - Budapest - A Duna gyöngyszeme - TUNA NEHRI' NIN INCISI;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;5.0;2.0;magyar;32.0;irkafűzött;9789637587726;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
726;43598;The Songs of Distant Earth and Other Stories (OBW 4);Arthur C. Clarke;Librotrade Kft., 2000;8.88;0.0;0.0;ISBN: 9780194230469;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
726;43614;Vészjelek a belső fülből - Segítség tinnitus esetén;Markus, Michéle, Hoffman;M-érték Kiadó Kft., 2005;;0.0;0.0;magyar;112.0;fűzve;9789637304231;
740;44456;Budapest - A Duna gyöngyszeme - lengyel nyelvű - PERLA NAD DUNAJEM;Székely András;Merhavia Kiadó, 2006;Előjegyezhető;0.0;0.0;magyar;32.0;irkafűzött;9789637587481;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
744;44648;The Noszty boy's affair with Mari Tóth - A NOSZTY FIÚ ESETE TÓTH MARIVAL;Mikszáth Kálmán;Corvina Kiadó, 2005;36.25;0.0;0.0;magyar;416.0;fűzve;9789631354218;Idegen nyelvű > English books > Fiction > Novels > Short Stories
745;44744;A barátok az élet napsugarai;Orosné Galaczi Edit;;13.26;0.0;0.0;magyar;126.0;ISBN: 9789639677562;;
756;45364;Világló részletek (képeslapok) - Fényképek a családi albumból;Nádas Péter;Jelenkor Kiadó, 2018;Előjegyezhető;0.0;0.0;magyar;12.0;szabadlapos;5998644104725;Ajándék, utalványok > Képeslapok/Üdvözlőlapok
756;45383;Budapest - A Duna gyöngyszeme - görög nyelvű;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;0.0;0.0;magyar;32.0;irkafűzött;9789637587139;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
756;45384;Budapest - A Duna gyöngyszeme - portugál nyelvű - A PÉROLA DO DANÚBIO;Székely András;Merhavia Kiadó, 2006;Előjegyezhető;0.0;0.0;magyar;32.0;irkafűzött;9799637587923;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
767;46041;A mosoly - Gondolatok a mosolyról;Orosné Galaczi Edit;;Előjegyezhető;0.0;0.0;magyar;162.0;ISBN: 9789639677555;;
779;46762;Budapest - A Duna gyöngyszeme - héber nyelvű;Székely András;Merhavia Kiadó, 2006;Előjegyezhető;0.0;0.0;magyar;32.0;fűzve;9789637587610;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
791;47505;Quiz mester 3 - Műveltségi kérdések, tesztek és kérdések;Végvári László;Vagabund Kiadó, 2007;14.13;0.0;0.0;magyar;208.0;fűzve;9789639685246;
791;47506;Quiz mester 2. - Műveltségi kérdések, tesztek és feladatok;Végvári László;Vagabund Kiadó, 2006;14.13;0.0;0.0;magyar;208.0;fűzve;9789639685239;
797;47827;Remember Miranda (OBW 1);Rowena Akinyemi;Librotrade Kft., 2000;8.89;0.0;0.0;ISBN: 0194229548;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
800;48051;Iránytű az élethez;G. Molnár Liza;;71.90;0.0;0.0;magyar;110.0;ISBN: 9789639916296;;
800;48057;Házasság - a legszebb ajándék;Helen Exley;;Előjegyezhető;0.0;0.0;magyar;368.0;ISBN: 9633693112;;
807;48444;Harmónia, a hableány;Sue McMillan;Móra Könyvkiadó, 2012;Előjegyezhető;0.0;0.0;magyar;8.0;lapozó;9789631192490;Idegen nyelvű > Egyéb idegen nyelvű > Angol > Gyermekkönyvek > Leporellók, lapozók
820;49258;Grace Darling (OBW 2) - OBW Library 2.;Tim Vicary;Librotrade Kft., 2001;8.89;0.0;0.0;fűzve;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
825;49509;A hálózati nyilvántartás szereplői - Az államvédelmi és állambiztonsági hálózat nyilvántartása Szegeden és Csongrád megyében;Bálint László;;Előjegyezhető;5.0;4.0;magyar;333.0;puhatáblás, ragasztókötött;9789631294972;
829;49779;This Rough Magic (OBW 5);Mary Stewart;Librotrade Kft., 2001;Előjegyezhető;0.0;0.0;magyar;104.0;fűzve;9780194230742;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
830;49803;Fordított világ - Titkok a villából;Nagy Alekosz;BÓVÁRI KFT., 2011;Előjegyezhető;4.5;2.0;magyar;292.0;puhatáblás, ragasztókötött;9789630824620;
853;51218;Budapest - A Duna gyöngyszeme - horvát nyelvű - BISER NA OBALI DUNAVA;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;5.0;1.0;magyar;20.0;fűzve;9789637587146;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
853;51219;Parel van der Donau Boedapest - Budapest - A Duna gyöngyszeme - PAREL VAN DER DONAU - BOEDAPEST;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;5.0;1.0;magyar;32.0;irkafűzött;9789637587160;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
854;51297;Zengjetek orgonák! - Intonációk a Református Korálkönyv tételeihez;Sepsy Károly;Kálvin Kiadó, 2013;Előjegyezhető;4.5;2.0;magyar;320.0;dobozban / tokban;9789635582136;
855;51342;Who, Sir? Me, Sir? (OBW 3);K. M. Peyton;Librotrade Kft., 2000;8.92;4.5;2.0;ISBN: 9780194230216;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
864;51856;Budapest - A Duna gyöngyszeme - cseh nyelvű - Perla na Dunaji;Székely András;Merhavia Kiadó, 2004;Előjegyezhető;0.0;0.0;magyar;66.0;fűzve;9637587314;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
865;51942;Megjegyezhető kandzsik - 1. kötet;Rácz Zoltán;;Előjegyezhető;0.0;0.0;magyar;502.0;ISBN: 9789638889232;;
865;51957;Síva utolsó ránca;L. Leslie Laticel;;Előjegyezhető;4.5;2.0;magyar;200.0;ISBN: 9789639285484;;
868;52097;Le pére Goriot - Easy Readers D;Honoré de Balzac;EASY READERS, 2005;Előjegyezhető;4.5;2.0;magyar;88.0;puhatáblás, ragasztókötött;9788723906205;Idegen nyelvű > Egyéb idegen nyelvű > Francia
869;52149;Ich war den Hunnen untertan - A láthatatlan ember;Gárdonyi Géza;Corvina Kiadó, 2002;136.94;0.0;0.0;magyar;300.0;kötve;9789631351729;Idegen nyelvű > Deutsche Bücher > Belletristik > Romane > Erzählungen
875;52533;Chemical Secret (OBW 3) - OBW Library 3.;Tim Vicary;Librotrade Kft., 2001;8.54;4.5;2.0;ISBN: 9780194229999;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
881;52880;The Children of the New Forest (OBW 2);Captain Marryat;Librotrade Kft., 2000;Előjegyezhető;0.0;0.0;ISBN: 9780194229678;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
885;53129;Emlékek a beat korszakból;Kőbányai János;Múlt és Jövő Alapítvány, 2014;37.39;4.5;2.0;magyar;300.0;puhatáblás, ragasztókötött;9786155480027;
886;53218;Az energiaelv - Koncentrációs gyakorlatok a munkahelyen;Helene Walterskirchen;M-érték Kiadó Kft., 2005;Előjegyezhető;4.5;2.0;magyar;104.0;fűzve;9637304223;
890;53424;Gondolatok a boldogságról;Helen Exley;Pécsi Direkt Kft., 2006;Előjegyezhető;0.0;0.0;ISBN: 9633700124;;;;
892;53524;"Die Erzählungen (Easy readers ""C"")";Luise Rinser;Librotrade Kft., 2002;18.20;4.5;2.0;ISBN: 3126756344;;;;Idegen nyelvű > Deutsche Bücher > Belletristik > Romane > Erzählungen
909;54544;Budapest - A Duna gyöngyszeme - román nyelvű - PERLA DUNARII;Székely András;Merhavia Kiadó, 2008;Előjegyezhető;0.0;0.0;magyar;20.0;fűzve;9789637587122;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
909;54594;Az igaz szerelem (regény A világ a feje 4.);;KOLIBRI GYEREKKÖNYVKIADÓ KFT, 2015;Előjegyezhető;0.0;0.0;magyar;178.0;puhatáblás, ragasztókötött;9786155541117;
913;54792;A mi titkunk 11. - Menő cuccok? Jöhetnek! - Pssszt! A mi titkunk 11.;Thomas Brezina;Deák És Társa Kiadó, 2006;Előjegyezhető;4.5;2.0;magyar;120.0;cérnafűzött, keménytáblás;9789639420441;
915;54910;A könyvek hídja - Emlékfüzér Scheiber Sándorról;Kertész Péter;Urbis Könyvkiadó, 2005;Előjegyezhető;0.0;0.0;ISBN: 963929179X;;;;
915;54935;The Coldest Place on Earth (OWB 1);Tim Vicary;Librotrade Kft., 1999;Előjegyezhető;0.0;0.0;ISBN: 0194229041;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
920;55206;BolondVadászat (könyv + 2 CD);;UNIVERSAL MUSIC KFT., 2008;Előjegyezhető;0.0;0.0;magyar;48.0;dobozban / tokban;9789630656832;Zene > Jazz, blues
924;55462;Budapest e i suoi dintorni;Dercsényi Balázs;Merhavia Kiadó, 2004;Előjegyezhető;0.0;0.0;magyar;96.0;keménytábla, védőborító;9799639172332;Idegen nyelvű > Egyéb idegen nyelvű > Olasz
927;55631;A Kérdések Könyve;dr. Bak Sándor;;58.94;0.0;0.0;magyar;502.0;ISBN: 9789639916357;;
929;55759;A gyergyai szép, ragyogós... - 39 gyergyói népdal, házi használatra, CD-melléklettel;;Gyergyóremete Község, 2015;Előjegyezhető;5.0;1.0;magyar;76.0;cérnafűzött, keménytáblás;9786068352602;Zene > Népzene, világzene
939;56396;Rain man - Level 3 - audio CD pack;Leonore Fleischer;Penguin Books, 2008;18.32;5.0;1.0;magyar;46.0;puhatáblás, ragasztókötött;9781405879293;Idegen nyelvű > English books > Humanities > Arts > Theatre, Ballet, Film
940;56405;The Wind in the Willows (OBW 3);Kenneth Grahame;Librotrade Kft., 2000;8.54;5.0;1.0;magyar;72.0;fűzve;9780194230223;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
945;56759;Galactic Pot-Healer;Philip K. Dick;Gollancz, 2006;26.47;5.0;1.0;ISBN: 0575074620;;;;Idegen nyelvű > English books > Fiction > Science Fiction, Fantasy
948;56916;The Sexual Life of Catherine M.;Catherine Millet;Corgi Books, 2003;26.77;0.0;0.0;magyar;224.0;fűzve;9780552771726;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
948;56938;A Pale View of Hills;Kazuo Ishiguro;Random House USA, 1990;36.24;0.0;0.0;magyar;183.0;karton;9780679722670;Idegen nyelvű > Egyéb idegen nyelvű > Angol > Világirodalom > Kortárs regények
950;57003;Mai amerikai novellák - Contemporary american short stories;Tim Gautreaux;C+S Bt., 2003;Előjegyezhető;5.0;2.0;magyar;80.0;ISBN: 9632102681;;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
951;57071;Lerne gerne Deutsch! - 3 - SEGÉDKÖNYV NÉMET ÍRÁSBELI NYELVVIZSGÁKHOZ-2;Kiss Judit;Panoráma Nyelvstúdió Kft., 2003;Előjegyezhető;5.0;2.0;magyar;192.0;fűzve;9637748229;Idegen nyelvű > Deutsche Bücher > Schule und Lernen > Deutsch als Fremdsprache
953;57196;Signs of Remembrance - EMLÉKJELEK - ANGOL;Szatmári Gizella;Városháza, 2005;Előjegyezhető;0.0;0.0;magyar;80.0;fűzve;9639170941;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
954;57279;Phrases a sujet figé - Étude pragmatique, syntaxique et sémantique;Náray-Szabó Márton;Akadémiai Kiadó, 2011;Előjegyezhető;0.0;0.0;magyar;288.0;puhatáblás, ragasztókötött;9789630590785;Idegen nyelvű > Livres francais > Humanités > Linguistique > Livres References
955;57310;Artmagazin 119. - '80-as évek különszám 2. - 2019/8.;;Artmagazin Kft., 2019;13.30;0.0;0.0;magyar;96.0;pur ragasztókötés;9771785306397;
960;57652;A Christmas Carol;Charles Dickens;CRW PUBLISHING, 2004;Előjegyezhető;0.0;0.0;ISBN: 9781904633693;;;;Idegen nyelvű > English books > Fiction > Novels > Short Stories
965;57944;Szentendre - A town set in time;Korniss Péter;Corvina Kiadó, 2001;68.52;5.0;1.0;ISBN: 9631354474;;;;Idegen nyelvű > English books > Travel > Travel Guides - General > Europe
967;58066;Budapest, a vizek városa - Magyar, angol - Waters of...;Kudar Lajos;Focus Könyvkiadó, 2005;Előjegyezhető;5.0;2.0;magyar;48.0;cérnafűzött, keménytáblás;9789639468443;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
968;58112;Tooth and Claw (OBW 3);Saki;Librotrade Kft., 2001;8.92;5.0;2.0;fűzve;;;;Idegen nyelvű > English books > School and Learning > Schoolbooks, Readings, Interpretations
968;58140;New Retail;Raul A. Barreneche;Phaidon Press Ltd., 2008;103.71;5.0;2.0;magyar;198.0;puhatáblás, ragasztókötött;9780714848624;Idegen nyelvű > English books > Humanities > Arts > Architecture
975;58532;Az ember gitárja - A mindent túlélő hangszer;Adrovicz István;DEBRECENI EGYETEM, 2015;Előjegyezhető;0.0;0.0;magyar;272.0;papír / puha kötés;9789633184981;
980;58840;Cserépcsodák-magyar, angol (Earthen wonders) - MAGYAR-ANGOL NYELVEN;Carolyn M. Bárdos;Corvina Kiadó, 2000;Előjegyezhető;0.0;0.0;magyar;130.0;kötve;0967680808;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
983;58987;Fényt ad életednek - Hurtado atya Chile apostolánal gondódalatai;Alberto Hurtado C;Kairosz Kiadó, 2009;19.56;0.0;0.0;magyar;144.0;puhatáblás, ragasztókötött;9789636622794;
983;59018;One door away from heaven;Dean R. Koontz;Librotrade Kft., 2002;Előjegyezhető;0.0;0.0;ISBN: 055384038X;;;;Idegen nyelvű > English books > Fiction > Novels > Short Stories
983;59024;Life and Times of Michael K;J. M. Coetzee;Vintage Books, 2005;Előjegyezhető;0.0;0.0;ISBN: 009947915X;;;;Idegen nyelvű > English books > Fiction > Novels > Short Stories
988;59303;Rama II.;Arthur C. Clarke;Bantam Press, 1999;15.48;0.0;0.0;magyar;466.0;puhatáblás, ragasztókötött;9780553286588;Idegen nyelvű > Egyéb idegen nyelvű > Angol > Világirodalom > Sci-fi, fantasy
988;59309;A tenger hullámain - zsebnotesz;;Alexandra Kiadó, 2015;5.19;0.0;0.0;magyar;48.0;irkafűzött;9789633576076;Ajándék, utalványok > Jegyzetfüzet, notesz, toll
989;59392;Budapest zsinagógái - The synagogues of Budapest - The Synagogues of Budapest;Villányi A.;VILLÁNYI KIADÓ, 2007;15.59;0.0;0.0;magyar;158.0;cérnafűzött, keménytáblás;9789632179735;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
990;59420;The best a man can get;John O'Farrell;Black Swan, 2001;Előjegyezhető;0.0;0.0;ISBN: 0552998443;;;;Idegen nyelvű > English books > Fiction > Novels > Short Stories
994;59663;Régészek a világ tetején - Expedíció a Pamír hegységben;Erdélyi István;Aranyszarvas Kiadó, 2008;Előjegyezhető;0.0;0.0;magyar;132.0;cérnafűzött, keménytáblás;9789638687890;
995;59719;Esther's Inheritance Hb;Márai Sándor;Alfred A. Knopf, 2008;83.13;0.0;0.0;magyar;148.0;keménytábla, védőborító;9781400045006;Idegen nyelvű > Egyéb idegen nyelvű > Angol > Magyar irodalom
998;59896;Budapest, a vizek városa - Magyar, német - Gewasser von...;Kudar Lajos;Focus Könyvkiadó, 2005;Előjegyezhető;0.0;0.0;magyar;48.0;cérnafűzött, keménytáblás;9789639468450;Idegen nyelvű > Egyéb idegen nyelvű > Többnyelvű
998;59933;A breath of snow and ashes;Diana Gabaldon;Arrow Books, 2006;Előjegyezhető;0.0;0.0;magyar;1410.0;puhatáblás, ragasztókötött;0099278243;Idegen nyelvű > English books > Fiction > Novels > Short Stories
999;59947;Újabb kis útmutató az élethez - Még 500 baráti jó tanács;H. Jackson Brown;Tericum Kiadó, 1998;Előjegyezhető;0.0;0.0;kötve;;;;
1000;60018;Vitában egymással - Filozófusok disputái, kontroverziái;;L'Harmattan Kiadó, 2015;41.46;0.0;0.0;magyar;434.0;puhatáblás, ragasztókötött;9789634140337;
1002;60144;Irodalmi Magazin 2024/4.;;Magyar Napló Kiadó, 2025;20.79;0.0;0.0;magyar;111.0;puhatáblás, ragasztókötött;9772063801443;
1003;60232;Bee Movie - Busy as a Bee Sticker Activity Book;;HARPER COLLINS CHILDREN'S BOOKS, 2007;16.53;0.0;0.0;magyar;16.0;puhatáblás, ragasztókötött;9780007258789;Idegen nyelvű > Egyéb idegen nyelvű > Angol > Gyermekkönyvek > Kifestők, foglalkoztatók
1003;60238;A félrevezetett Diana II.;April Kihlstrom;Pécsi Direkt Kft.;3.10;0.0;0.0;;;;;Idegen nyelvű > Egyéb idegen nyelvű > Angol > Világirodalom > Kortárs regények
1003;60239;Bonus Pastor - A gyilkos örökség;Kincses Zoltán;Aranyszarvas Kiadó, 2007;Előjegyezhető;0.0;0.0;magyar;258.0;puhatáblás, ragasztókötött;9789638687883;
1004;60248;Hungarian with ease - Book + 4 CD;Szende Tamás;Assimil, 2006;31.17;0.0;0.0;magyar;426.0;dobozban / tokban;9782700520286;
1004;60276;Árpád vére. Hohenlohe;Zarándy A. Gáspár;Históriaantik Könyvesház, 2015;82.09;0.0;0.0;magyar;148.0;kemény kötésben;2050000053139;
1005;60351;Dragulj na obali Dunava Budimpesta-Budapest a Duna gyöngyszeme (szerb);Székely András;Merhavia Kiadó, 2007;Előjegyezhető;0.0;0.0;magyar;32.0;irkafűzött;9789637587153;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
1008;60522;The complete stories vol.2.;Isaac Asimov;VOYAGER, 1999;32.11;0.0;0.0;magyar;464.0;ISBN: 9780006480167;;
1009;60550;Nexusban a Co-Nexussal;Czike László;Heti Válasz Kiadó, 2002;Előjegyezhető;0.0;0.0;magyar;158.0;fűzve;9638620463;
1009;60576;Kóstoló - A szerző válogatása életművéből;Fekete Gyula;Trikolor Könyvkiadó Kft., 2006;Előjegyezhető;0.0;0.0;magyar;352.0;fűzve;9638618930;
1009;60594;Kutyabőrben - A 21.század halálgyárai;Simon Cili;Makkabi, 2005;11.64;0.0;0.0;magyar;64.0;fűzve;9637088059;
1010;60623;Őfelsége Farah Pahlavi - a Sah felesége , az utolsó iráni királyné;Őfelsége Farah Pahlavi;Ulpius-ház, 2004;36.16;0.0;0.0;magyar;590.0;puhatáblás, ragasztókötött;9639475874;
1010;60641;Budapest y alrededores;Dercsényi Balázs;Merhavia Kiadó, 2004;Előjegyezhető;0.0;0.0;magyar;96.0;cérnafűzött, keménytáblás;9799639172356;Idegen nyelvű > Egyéb idegen nyelvű > Spanyol
1010;60660;A kérők - Csalódások;Kisfaludy Károly;SZÉPIRODALMI KÖNYVKIADÓ KFT., 1988;Előjegyezhető;0.0;0.0;ISBN: 9631536394;;;;
1011;60689;El Greco - Világhíres festők sorozat 9.;;Kossuth Kiadó, 2010;18.70;0.0;0.0;magyar;80.0;kemény kötés;9789630961158;Idegen nyelvű > Egyéb idegen nyelvű > Német
1011;60702;Kontakte Deutsch 1. - Német nyelvk. kezdőknek 1.;Babári Ernőné;Lexika Kiadó, 1999;40.52;0.0;0.0;;;;;
1011;60703;Salve! IV. 1-2. - Olasz nyelvkönyv középfokon;;Eötvös József Könyvkiadó, 2001;25.36;0.0;0.0;;;;;
1014;60896;Zeichen der Erinnerung;Szatmári Gizella;Városháza, 2005;73.77;0.0;0.0;magyar;80.0;fűzve;963917095X;Idegen nyelvű > Egyéb idegen nyelvű > Német > Világirodalom
1015;60917;A radical voice in the science of science;George Magyar;Typotex Kiadó, 1998;Előjegyezhető;0.0;0.0;ISBN: 9639132195;;;;Idegen nyelvű > Egyéb idegen nyelvű > Egyéb
1015;60945;A magyar mezőgazdaság elemforgalma 1901 és 2003 között - Agronómiai és környezetvédelmi tanulságok;;MTA Talajtani és Agrokémiai Kut. In, 2005;36.55;0.0;0.0;magyar;262.0;ISBN: 9789632193724;;
1017;61051;Forbes Magazin - 2015 szeptember - III. évad 9. szám;;Mediarey Hungary Services KFT., 2015;Előjegyezhető;0.0;0.0;magyar;136.0;puhatáblás, ragasztókötött;2050000043376;
1021;61280;Gondolatok a sikerről - Gondolatok a vezetésről I-II.;;K.U.K. Kiadó, 1998;33.46;0.0;0.0;ISBN: 9639173045;;;;
1021;61287;A kun hercegnő - és;Doncsev Toso;Qualiton, 2008;Előjegyezhető;0.0;0.0;magyar;136.0;cérnafűzött, keménytáblás;9789630646277;
1021;61292;Espanol Sin Fronteras 2. /Nivel Medio/;;SOCIEDAD GENERAL ESPANALA DE LIBRER, 2003;28.05;0.0;0.0;ISBN: 8471437171;;;;
1021;61303;Kiskutyák a pácban - Puppies in trouble - Olvass angolul Disneyvel! - 2. szint;;Tóth Könyvkereskedés, 2005;Előjegyezhető;0.0;0.0;magyar;24.0;fűzve;;Idegen nyelvű > English books > Children's Books > Animal Stories
1021;61306;LANGUAGE IN USE PRE-INTERMEDIATE S-STUDY WBK 2ED;;Librotrade Kft., 2001;23.64;0.0;0.0;ISBN: 0521774063;;;;
